fips,cancer_incidence_rate_per_100000,cancer_mortality_rate_per_100000,breast_cancer_incidence_rate_per_100000,breast_cancer_mortality_rate_per_100000,colorectal_cancer_incidence_rate_per_100000,colorectal_cancer_mortality_rate_per_100000,leukemia_cancer_incidence_rate_per_100000,leukemia_cancer_mortality_rate_per_100000,lung_cancer_incidence_rate_per_100000,lung_cancer_mortality_rate_per_100000,non_hodgkin_lymphoma_cancer_incidence_rate_per_100000,non_hodgkin_lymphoma_cancer_mortality_rate_per_100000,prostate_cancer_incidence_rate_per_100000,prostate_cancer_mortality_rate_per_100000,median_household_income,over_65_percent,uv_exposure,low_income_low_access_share,non_english_speaking,population_in_poverty_percent,population_over_25_no_high_school_diploma_percent,population_uninsured_percent,population_minority_percent,walkability_index,hospital_beds_per_100000,median_aqi,pesticide_mass,population
20161,452.3999999999999,136.9511337212672,126.0,19.24,39.1,11.11,15.1,6.81,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.38,49910.0,9.24398115016406,4372.0,24.894888560781837,3.4,28.10461929002552,1.9389945853981283,5.460511214032056,23.85935537881959,7.810328569671417,220.09478928962045,38.0,150291.85,74059.0
20163,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,39.51,19.5,5.658310793556489,108.3,17.04176358140562,50511.0,22.48746238716149,4637.0,3.783053464582127,0.2,16.58976930792377,8.0641925777332,6.37913741223671,6.078234704112337,7.569753811077374,441.3239719157473,,430772.8,4985.0
20165,452.3999999999999,187.98,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,60.88,19.5,5.658310793556489,108.3,17.04176358140562,,24.85607856417203,4723.0,10.6138494103417,0.8,18.35421605147308,4.977988486285134,4.232983406705046,8.161192008127328,5.798140984328821,846.5966813410091,,366950.55,2953.0
20167,452.3999999999999,161.72,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,39.46,19.5,5.658310793556489,108.3,17.04176358140562,52806.0,23.970417633410676,4630.0,8.149210903873744,0.6,21.57772621809745,4.930394431554524,8.642691415313225,8.077146171693736,6.65603650045091,362.52900232018567,,259380.25,6896.0
20169,452.3999999999999,174.57,126.0,14.05,39.1,14.08,15.1,8.65,56.20000000000001,47.63,19.5,7.17,108.3,17.56,50515.0,17.29552809649897,4511.0,6.028126461173255,2.6,21.39967637540453,5.448293615769344,9.471535745807593,20.097822889085027,11.713210372701004,720.8002353633422,,211135.5,54384.0
20171,452.3999999999999,168.51,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,71394.0,18.65930921724913,4833.0,4.497568881685576,9.4,24.422644594318413,11.07704884528919,6.580829756795422,21.76578786020846,6.748871825815923,510.9339873288371,,416390.35,4893.0
20173,452.3999999999999,164.16,126.0,19.04,39.1,15.42,15.1,7.36,56.20000000000001,40.19,19.5,6.3,108.3,20.64,54974.0,14.48305834510376,4557.0,9.397329266702116,5.5,21.828969220978784,6.65055023514986,10.282373849473048,32.45591910223975,10.164417924452133,552.5633662905303,44.0,286117.65,515416.0
20175,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,47025.0,9.597297050497671,4940.0,7.681247821540606,26.9,25.98392840836453,17.587434937448634,15.984841566980185,70.66021367911605,7.8872216345323025,315.0397223997808,,435265.6,21902.0
20177,452.3999999999999,173.89,126.0,22.05,39.1,13.55,15.1,6.02,56.20000000000001,46.28,19.5,6.44,108.3,15.45,55199.0,18.044705656737715,4312.0,10.77927770971259,2.8,18.781903402841625,5.233709170694838,7.189793167242925,26.9542508728489,10.15026493317383,712.3800714072186,40.0,166542.25,177293.0
20179,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,56071.0,23.49900596421471,4699.0,12.01095461658842,1.8,15.944333996023856,3.180914512922465,7.594433399602386,7.5546719681908545,5.280593242893854,715.7057654075547,,471468.35,2515.0
20181,452.3999999999999,164.42,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,54.19,19.5,5.658310793556489,108.3,17.04176358140562,52847.0,20.13888888888889,4731.0,23.810316139767053,2.3,12.68631436314363,6.859756097560976,8.875338753387533,16.53116531165312,7.567158341197285,423.44173441734415,19.0,544669.7,5904.0
20183,452.3999999999999,172.59,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,,27.796327212020035,4548.0,11.28990397093174,0.2,18.64218141346689,3.895381190873679,8.653311074012244,5.78742348358375,6.529302029036036,445.1864218141347,,545943.0,3594.0
20185,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,48563.0,21.01818181818182,4696.0,8.113590263691684,3.2,23.75757575757576,4.8969696969696965,9.575757575757576,16.67878787878788,6.466816959452302,606.060606060606,,311338.35,4125.0
20187,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,46726.0,17.783251231527093,4954.0,2.639821029082774,8.4,26.108374384236456,12.167487684729064,19.310344827586206,41.23152709359606,8.924785912603975,886.6995073891626,,529691.7,2030.0
20189,452.3999999999999,170.47,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,56507.0,15.769370680247365,4959.0,10.69182389937107,8.3,24.15423790469261,13.313932339032377,16.024008730447438,38.74136049472535,7.169011607462012,454.71080392870135,,671765.7,5498.0
20191,452.3999999999999,171.36,126.0,22.22,39.1,12.33,15.1,7.102219495112895,56.20000000000001,40.99,19.5,5.658310793556489,108.3,17.04176358140562,54915.0,18.832868108862527,4595.0,4.711586275484834,0.8,21.916434054431264,4.793265875785066,8.247557571528262,10.77721563154222,5.89887107897893,375.08722958827633,42.0,490847.5,22928.0
20193,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,57478.0,16.86886938564791,4719.0,17.658227848101266,1.9,16.778523489932887,4.439855446566856,8.750645327826536,10.802787816210635,7.264059304743226,322.66391326794013,,705113.75,7748.0
20195,452.3999999999999,165.19,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,56810.0,26.052819414703784,4728.0,2.7990669776741086,0.4,16.202712348322628,4.425410421127766,7.566024268379729,3.033547466095646,6.673023093340098,892.2198429693076,42.0,280140.25,2802.0
20197,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,45.74,19.5,5.658310793556489,108.3,17.04176358140562,60450.0,20.023265958993747,4341.0,12.888132709485326,0.4,11.400319906936163,2.5592554893122,6.383597498909409,7.954049730987349,4.5474496708989545,,,118800.75,6877.0
20199,452.3999999999999,174.19,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,58875.0,23.310170562223625,4797.0,8.484848484848484,3.2,23.373341756159192,3.663929248262792,4.674668351231838,10.170562223626026,6.637142856809524,,,263385.85,1583.0
20201,452.3999999999999,136.9511337212672,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,48889.0,24.826452320058458,4376.0,15.502672874633555,2.6,17.22689075630252,4.822798684691268,4.713189623675557,6.448666423090975,6.294781297756199,913.4088417975888,,551250.25,5474.0
20203,452.3999999999999,170.97,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,57566.0,20.170454545454547,4845.0,2.1486123545210387,6.2,15.861742424242426,7.954545454545454,4.971590909090909,31.91287878787879,7.124436148817079,1183.7121212121212,,336917.65,2112.0
20205,452.3999999999999,218.76,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,73.62,19.5,5.658310793556489,108.3,17.04176358140562,46208.0,21.65116279069768,4402.0,7.7585290679137,0.4,24.25581395348837,7.488372093023256,5.732558139534884,8.255813953488373,6.180334092672209,465.1162790697675,,221556.3,8600.0
20207,452.3999999999999,198.73,126.0,18.105595877911156,39.1,13.027049246326357,15.1,7.102219495112895,56.20000000000001,33.220620378536054,19.5,5.658310793556489,108.3,17.04176358140562,,25.248636509464227,4378.0,9.851919008763977,0.2,25.120307988450435,5.903111966634585,9.913378248315688,7.539300609560475,6.228601471801262,,,126757.85,3117.0
20209,452.3999999999999,185.21,126.0,24.34,39.1,13.95,15.1,7.79,56.20000000000001,50.29,19.5,5.68,108.3,27.67,,12.45172169939618,4291.0,13.575442049458749,14.2,31.013557211675035,12.506724207752333,17.01572104661916,59.90256698519768,10.489974342419751,1474.7925317473268,43.0,16186.2,165447.0
21001,506.6,164.96,,19.19273730307013,55.4,14.64,13.913174321102318,6.722858453324133,82.2,51.0,18.7,5.970557431721412,106.4,17.171525399026272,,18.68222658267066,4138.0,3.403730703259005,0.4,29.95972322627285,11.520190023752969,5.0191056490757,7.513167406795415,4.920464979332467,382.1129815139936,,38366.0,19366.0
21003,477.6,183.78,125.8,19.19273730307013,58.1,20.19,13.913174321102318,6.722858453324133,78.6,60.68,16.307861103970072,5.970557431721412,,17.171525399026272,,17.521955850937573,4210.0,8.654038885548205,2.2,28.47377165915025,11.32684547828151,7.196771896510799,5.022549252314265,4.533455163436568,118.6802753382388,,46009.850000000006,21065.0
21005,535.9,216.37,146.9,19.19273730307013,60.9,21.89,13.6,6.722858453324133,98.1,60.27,23.2,5.970557431721412,97.1,17.171525399026272,54160.0,15.695305580159433,,2.3294897530460763,0.4,22.87865367581931,6.558901682905225,3.613817537643933,6.705048715677591,5.45011404246007,,,6908.900000000001,22580.0
21007,489.6,173.07,122.4,19.19273730307013,37.7,15.241902885803585,13.913174321102318,6.722858453324133,89.2,66.15,16.307861103970072,5.970557431721412,101.3,17.171525399026272,,21.367197371746272,4335.0,0.012122681537156,0.5,29.80793530452363,8.13747788728835,5.11751326762699,7.669951983826132,4.621940667424104,,,113608.4,7914.0
21009,539.0,197.81,119.2,19.38,48.1,20.48,19.6,6.45,111.7,71.13,19.2,7.47,100.4,26.2,,17.44878026620633,4183.0,7.592535508500699,0.6,34.8203334393313,11.138872484441013,8.556307636396674,9.875982374051697,5.270966880254785,408.8493163130877,,115780.65,44026.0
21011,569.8,218.27,,19.19273730307013,59.6,15.241902885803585,13.913174321102318,6.722858453324133,119.7,86.18,21.8,5.970557431721412,101.1,17.171525399026272,,16.439900169068512,,0.9231300146665516,1.0,34.417518718299654,13.799211013605987,6.674180822800096,4.935190403349167,3.83706934033836,,,9185.9,12421.0
21013,499.0,220.66,,19.19273730307013,54.0,21.53,15.5,6.722858453324133,98.1,73.32,18.7,5.970557431721412,,17.171525399026272,,18.636948459850142,,9.992680631556937,0.1,44.210247483538936,18.42503594944373,5.509725270566866,5.903277075607356,5.215953116599051,817.3768258533263,47.0,686.35,26426.0
21015,480.8,160.81,132.9,14.03,46.1,15.63,13.6,6.79,75.7,50.26,19.6,5.22,99.3,22.47,75043.0,13.574277771062492,,9.057242174546127,3.3,12.249939562432008,4.149039042668923,5.188565212135863,12.88000120875136,7.794066385290445,204.7322615737943,42.0,14396.95,132368.0
21017,517.0,182.16,127.8,19.19273730307013,52.5,16.6,13.913174321102318,6.722858453324133,105.5,68.4,17.9,5.970557431721412,102.9,17.171525399026272,51462.0,19.211921192119213,,12.259194395796849,3.0,28.192819281928195,9.975997599759976,4.705470547054706,15.141514151415144,5.78486563395135,290.02900290029004,,32387.0,19998.0
21019,533.2,191.2,120.9,24.85,55.2,16.68,15.7,8.66,90.7,59.99,18.8,5.0,98.1,16.84,46165.0,19.41893118810836,,12.601429090468692,0.7,25.93484090285256,8.566119803213615,5.126580942125377,7.311923312430059,7.1161201333686765,960.7060661725892,46.0,1268.9,47361.0
21021,510.2,180.88,138.4,16.34,55.3,23.17,15.4,6.722858453324133,60.4,45.46,18.2,5.970557431721412,116.9,22.07,,18.95314057826521,,7.3368036015756894,1.6,22.97441010302426,7.537387836490527,5.058158856763044,15.098039215686274,7.261764673087454,654.7025589896975,,8731.7,30090.0
21023,564.5,209.53,109.3,19.19273730307013,80.3,15.241902885803585,13.913174321102318,6.722858453324133,116.0,71.68,16.307861103970072,5.970557431721412,96.2,17.171525399026272,,16.69475204622051,,0.2238454288407163,0.0,29.32113625421281,8.858931150698123,4.104477611940299,4.092441020702937,4.481559515051168,,,12121.2,8308.0
21025,595.6,271.3,109.0,19.19273730307013,73.0,23.28,13.913174321102318,6.722858453324133,149.1,101.26,21.1,5.970557431721412,98.4,17.171525399026272,,16.8098734572723,,11.98299466781957,0.3,44.02437119200125,16.036556788001874,3.6400562412123114,3.452585533510389,3.6063713531327375,429.6203718169036,,2209.3,12802.0
21027,521.4,195.32,,19.19273730307013,58.9,22.45,24.2,6.722858453324133,103.8,75.57,14.8,5.970557431721412,98.6,17.171525399026272,48189.0,19.47936695755066,4175.0,3.5196171294680694,0.8,30.025144209436476,9.48084602869398,5.753586747522556,6.005028841887295,4.33678618853501,123.25592861016614,,101383.45,20283.0
21029,550.0,171.9,128.3,17.57,48.0,14.27,17.0,7.48,98.1,55.47,24.7,7.54,108.4,13.43,60534.0,15.80306718898679,4126.0,9.597814825280212,1.0,17.009181794589782,7.863224626487562,3.698669072305088,5.993499833170624,5.716344096906966,,49.0,10019.05,80921.0
21031,536.0,204.58,125.1,19.19273730307013,58.9,28.22,13.913174321102318,6.722858453324133,105.3,58.84,20.7,5.970557431721412,,17.171525399026272,,18.12480401379743,4218.0,4.830575256107171,2.5,27.59485732204453,12.982126058325496,7.565067419253685,5.401379742866102,3.923878645237348,,,56856.25,12756.0
21033,481.6,174.13,,19.19273730307013,38.1,15.241902885803585,13.913174321102318,6.722858453324133,96.8,58.75,21.8,5.970557431721412,104.0,17.171525399026272,,21.38181244577648,4281.0,0.5699322242760321,0.1,27.170912532534118,8.936035964981466,9.937692247022635,9.18053474248758,5.4670254839765065,197.1764334726713,,105108.8,12679.0
21035,468.0,165.76,119.0,20.12,40.2,16.0,14.9,6.722858453324133,82.3,49.52,13.6,5.970557431721412,,20.93,,17.044959093124053,4332.0,6.275711865773977,1.4,27.49352414659793,5.798774076068836,6.201431099484497,10.538329358056988,6.104415961689472,389.8335513323588,,151844.35,38991.0
21037,511.0,182.27,125.5,20.96,55.7,15.24,17.4,9.16,89.8,53.99,20.5,5.59,94.4,20.66,59782.0,15.82236560977694,,8.90564116188452,0.9,17.626698572771556,5.09571831467396,3.5445688402700624,7.976882317750619,10.741785615178644,190.1546876335356,47.0,2523.75,93608.0
21039,522.4,204.7,,19.19273730307013,57.4,15.241902885803585,13.913174321102318,6.722858453324133,101.6,88.2,16.307861103970072,5.970557431721412,105.0,17.171525399026272,,20.76825664837484,4348.0,3.3503134796238245,0.3,33.83284086112284,10.257492612916842,6.9016462642465175,6.563951034191643,5.035495421060112,,,117608.8,4738.0
21041,576.0,247.2,125.3,19.19273730307013,66.1,24.59,13.913174321102318,6.722858453324133,131.7,108.14,16.307861103970072,5.970557431721412,,17.171525399026272,,15.38677392199046,,0.0,1.4,31.783743335515855,12.749041249649236,7.501636890842765,11.514357871106538,5.4431892445495285,233.84154896642036,,4781.0,10691.0
21043,583.4,200.77,110.5,27.9,57.0,17.15,19.7,6.722858453324133,92.0,61.1,27.3,11.52,98.8,17.171525399026272,,18.66844602609727,,3.740981240981241,0.1,35.146055753262154,13.738137603795966,9.816132858837486,3.892348754448399,5.090472700449799,,44.0,4031.1,26976.0
21045,488.6,191.44,114.5,19.19273730307013,45.4,18.23,16.5,6.722858453324133,100.4,66.06,20.0,5.970557431721412,94.6,17.171525399026272,,20.25926853707415,,5.5531181447822,2.0,43.09869739478958,18.21768537074148,12.399799599198396,5.4170841683366735,3.738720773106736,150.3006012024048,,29418.95,15968.0
21047,460.0,180.57,,16.44,48.8,17.64,13.1,5.36,76.8,50.28,16.3,6.62,104.7,17.171525399026272,,12.29606828039737,4276.0,14.530457710770063,2.3,31.12354834196166,7.587799076535609,7.0001399188470685,34.919546662935495,6.3938114940486415,1099.7621379599832,49.0,361009.55,71470.0
21049,545.3,206.78,136.5,25.17,45.5,19.05,16.1,8.06,92.0,63.91,20.7,5.970557431721412,97.4,17.171525399026272,52938.0,17.9658110201372,,4.9448235195013055,1.6,23.58652356716088,9.330050896215978,4.547466253595928,10.3535074131445,6.198799434976137,149.36932949767646,,27689.85,36152.0
21051,559.1,255.01,116.9,36.42,50.1,21.14,16.5,6.722858453324133,125.7,81.52,16.307861103970072,5.970557431721412,,34.01,,15.499751367478869,,13.77818683847216,0.4,45.20636499254103,23.90850323222277,5.793137742416708,8.707110890104426,3.9294246964608406,243.659870711089,,10187.45,20110.0
21053,548.2,204.27,,19.19273730307013,66.4,15.241902885803585,25.2,6.722858453324133,114.0,78.63,16.307861103970072,5.970557431721412,111.4,17.171525399026272,,19.5970515970516,4151.0,1.0903426791277258,1.8,40.80589680589681,17.307125307125308,7.361179361179361,5.081081081081082,5.078983449142592,412.7764127764128,,4645.0,10175.0
21055,514.6,187.38,,19.19273730307013,47.1,15.241902885803585,13.913174321102318,6.722858453324133,96.1,70.86,16.307861103970072,5.970557431721412,,17.171525399026272,,20.57046979865772,4279.0,4.75577026301664,3.7,26.879194630872483,10.727069351230426,9.53020134228188,4.004474272930649,4.12328892793141,536.9127516778524,,73781.55,8940.0
21057,510.1,213.75,129.1,19.19273730307013,59.9,15.241902885803585,13.913174321102318,6.722858453324133,104.4,69.09,16.307861103970072,5.970557431721412,98.1,17.171525399026272,,21.83183183183183,4163.0,0.8022170361726955,0.8,35.0,13.093093093093094,9.42942942942943,7.672672672672673,4.249739311642336,375.3753753753753,,7721.349999999999,6660.0
21059,529.3,181.22,134.2,15.03,38.7,14.4,15.4,8.48,96.7,56.31,18.6,6.13,122.9,13.14,49836.0,17.036464985495194,4215.0,5.624068862771065,2.2,25.188859516242413,6.414787972396313,4.468272591360481,12.57710319699805,6.876023561499755,521.7770121087909,51.0,285721.0,101001.0
21061,514.6,170.79,130.6,19.19273730307013,45.6,15.241902885803585,13.913174321102318,6.722858453324133,113.3,71.13,22.7,5.970557431721412,,17.171525399026272,,20.3690036900369,4190.0,2.014636954197845,0.4,29.61869618696187,15.522755227552276,7.544075440754408,5.215252152521526,3.749505032129599,,42.0,18968.25,12195.0
21063,,191.5,,19.19273730307013,47.9,15.241902885803585,13.913174321102318,6.722858453324133,88.0,52.53,16.307861103970072,5.970557431721412,,17.171525399026272,,19.75606487066077,,0.0,0.4,31.095027476209623,17.90644685698968,5.830317651789304,4.570432917839431,3.497272848142876,,,2069.6,7461.0
21065,610.1,235.65,141.9,28.68,81.2,17.86,13.913174321102318,6.722858453324133,115.4,77.8,21.3,5.970557431721412,,17.171525399026272,,19.059702544583068,,0.0340785169029443,0.8,39.24014943257912,19.0949460773948,6.188764361739621,3.2353563121167266,4.739211439441557,176.21766405864523,,4876.55,14187.0
21067,486.1,161.15,144.1,21.72,38.0,12.64,16.1,6.52,68.4,43.53,21.8,6.12,113.5,23.2,54918.0,13.40068280571074,,7.042186860849958,5.4,22.90937306021105,5.265983860955928,6.588144009931719,29.680012414649287,11.081933001611016,804.4692737430167,48.0,16649.9,322200.0
21069,564.3,232.75,127.6,41.22,63.4,29.04,13.913174321102318,6.722858453324133,100.8,60.39,16.307861103970072,5.970557431721412,86.7,17.171525399026272,,17.928231971898892,,3.094507945358238,0.4,31.971898891108204,13.91280391211516,7.541841724636683,4.270266547282871,4.291824941790386,172.188167229148,,38163.1,14519.0
21071,609.8,228.32,137.7,29.68,65.9,22.24,22.5,8.14,130.3,81.73,16.1,5.970557431721412,113.5,24.47,,17.94550666555342,,2.694481762186003,0.4,39.099941554646406,15.69118588405555,4.469677993932816,2.994628593693468,4.666431963133402,623.4171050068186,,678.6500000000001,35931.0
21073,513.1,185.74,128.9,19.99,46.3,13.87,12.7,7.68,85.3,58.07,22.3,6.98,103.2,22.84,55068.0,17.600110357874822,,8.820127827939535,2.6,19.411161910767778,6.897367176414945,7.673813652845657,18.634715434337064,6.734442102783899,340.92700614851015,48.0,8070.900000000001,50744.0
21075,504.5,200.14,,19.19273730307013,55.8,15.241902885803585,13.913174321102318,6.722858453324133,63.9,72.85,16.307861103970072,5.970557431721412,107.7,17.171525399026272,,20.54749340369393,4379.0,0.0293556436224864,1.2,38.11015831134565,14.13258575197889,6.513852242744063,29.40303430079156,7.461889425544122,1154.3535620052771,,133693.95,6064.0
21077,523.1,227.51,123.3,19.19273730307013,56.9,15.241902885803585,13.913174321102318,6.722858453324133,107.7,87.82,16.307861103970072,5.970557431721412,,17.171525399026272,50204.0,14.292237442922374,,0.0,2.1,25.11415525114155,11.643835616438356,10.41095890410959,10.468036529680363,5.109406718153625,,,11994.3,8760.0
21079,549.1,193.86,119.3,33.84,60.7,17.13,13.913174321102318,6.722858453324133,89.2,64.05,20.2,5.970557431721412,123.9,17.171525399026272,49888.0,18.126922638714824,,0.0,1.3,23.373590064942466,11.59849606927196,6.6081804716873656,6.141050472826707,4.1813731149405005,,,21585.1,17554.0
21081,548.4,225.03,144.9,19.19273730307013,50.7,19.72,24.9,6.722858453324133,97.5,73.1,23.4,5.970557431721412,98.3,17.171525399026272,,13.781017246186323,,2.315302895142324,0.2,22.682917114748875,8.539451149081929,4.2219301390050585,6.73119050464014,4.995243828937147,99.57382403313817,,10548.65,25107.0
21083,490.7,177.98,108.5,15.58,45.5,12.6,13.4,6.65,73.2,52.55,20.4,5.970557431721412,91.3,18.25,,18.44848484848485,4343.0,7.769187252498586,3.2,31.156902356902357,7.6282828282828286,7.016835016835017,13.818181818181818,4.950975134510082,288.2154882154882,,290272.05,37125.0
21085,552.0,218.72,,18.36,56.6,22.46,17.8,6.722858453324133,100.3,68.17,24.5,5.970557431721412,,17.171525399026272,,17.58826435602174,4184.0,9.554882311815428,0.7,35.69338349865085,11.80405122943032,6.323870330255008,4.317257629308706,4.797087885547292,285.0302132025995,,46253.05,26313.0
21087,525.4,169.32,148.1,19.19273730307013,55.4,15.241902885803585,13.913174321102318,6.722858453324133,92.9,55.36,24.2,5.970557431721412,105.7,17.171525399026272,,19.963636363636365,4147.0,4.201456741872446,2.0,37.47272727272728,17.118181818181817,7.963636363636363,5.827272727272727,3.803320330122199,318.1818181818182,,70756.95,11000.0
21089,527.5,202.95,122.1,17.25,49.7,18.56,13.4,6.57,101.1,66.05,23.7,7.56,97.9,19.88,49343.0,20.8405215079612,,6.973719859116771,0.2,23.951469215758365,7.240023756327949,4.2704827625215644,3.868887694787748,6.295600913375255,537.345513164965,43.0,5292.7,35359.0
21091,,185.71,,19.19273730307013,39.8,15.241902885803585,13.913174321102318,6.722858453324133,71.8,57.97,16.307861103970072,5.970557431721412,127.9,17.171525399026272,52019.0,16.986739826245998,4194.0,4.9854057209573845,0.3,23.67398262459991,10.219478737997257,2.914951989026063,4.766803840877915,4.382058340029591,,46.0,20856.5,8748.0
21093,535.4,192.97,126.3,24.17,43.9,16.1,16.9,7.92,95.1,57.92,21.4,6.31,118.7,23.49,53168.0,14.108750581517327,4149.0,8.918639796102063,1.8,20.078995138059057,5.521450007753565,4.06560427631879,24.29146104518048,6.258587353730765,424.1655796473496,47.0,77266.25,109627.0
21095,547.4,253.69,,20.99,53.5,23.55,18.9,9.57,123.6,88.82,17.5,5.970557431721412,,34.32,,18.348728475310757,,2.896372703053488,0.3,47.42083856007906,18.8618998745581,4.922644163150492,5.086098756984833,4.2555342620374805,570.1904436081651,,845.75,26307.0
21097,519.3,208.23,121.8,19.19273730307013,46.8,15.09,21.0,6.722858453324133,108.6,75.95,20.9,5.970557431721412,,30.64,49696.0,18.68571124020679,,4.658813541335031,0.6,27.28241752385013,11.14427330384267,5.441560518040825,6.256995150029312,4.766686308090261,325.1079251718808,,38028.0,18763.0
21099,549.0,238.73,,19.19273730307013,52.4,22.74,13.913174321102318,6.722858453324133,114.3,73.98,21.0,5.970557431721412,96.7,38.24,,16.8427759783359,4163.0,4.533216110775317,2.0,35.44841501619498,15.4781500557532,9.515212658631128,8.490415759570965,3.946001324230633,132.74571231349228,,32071.6,18833.0
21101,501.0,191.71,134.5,23.37,48.1,14.68,16.7,8.54,92.4,53.39,21.0,6.77,99.4,21.57,,17.580680570801317,4233.0,3.195675675675676,1.0,24.86278814489572,9.088913282107574,3.5740944017563114,14.430296377607023,6.16999732712983,421.5148188803512,47.0,220472.75,45550.0
21103,536.2,204.75,132.4,19.19273730307013,,19.62,16.7,6.722858453324133,87.4,50.02,23.0,5.970557431721412,104.7,17.171525399026272,51447.0,17.094818426151633,,1.167618059159315,1.6,27.6642290143134,11.069441840115008,9.88811800737546,8.894305894118384,4.999536275805426,,,33587.25,15999.0
21105,,167.58,,19.19273730307013,,15.241902885803585,13.913174321102318,6.722858453324133,79.8,48.64,16.307861103970072,5.970557431721412,,17.171525399026272,,24.14256893073302,4362.0,1.244390044879641,0.3,31.96592692221475,10.827168796234028,3.183142793095718,13.98789509078682,4.700707822584063,,,171197.0,4461.0
21107,477.4,207.85,113.1,25.62,50.2,14.3,20.4,7.93,85.1,61.99,19.6,10.29,,21.66,,18.43086759612823,4258.0,7.35080988917306,0.3,28.922831009679424,8.445075925761477,5.572329278039251,11.779593286564248,5.228765183256176,865.820087026019,,104766.4,45044.0
21109,498.5,203.24,111.1,19.19273730307013,49.5,15.241902885803585,13.913174321102318,6.722858453324133,104.0,76.25,23.4,5.970557431721412,,17.171525399026272,,17.392280071813286,,3.705350526159775,0.2,40.581986834231,19.63644524236984,4.136744464392579,2.139437462597247,3.870784416335228,,,3030.9,13368.0
21111,525.5,176.85,136.6,22.01,45.2,14.19,16.7,6.62,84.0,51.51,20.3,5.66,126.4,18.7,54357.0,16.135467759126207,4116.0,6.481346546196444,4.7,21.57533845467121,6.367489611787319,4.893684305047116,33.38308917400533,11.3057150195719,668.7757590585345,44.0,3176.15,768419.0
21113,509.2,176.97,117.3,16.04,40.6,12.46,17.4,7.25,93.7,65.42,14.9,5.970557431721412,113.5,21.39,56728.0,15.18812177425387,,7.695632486724571,3.0,18.93185728177126,7.809110629067245,5.5464133443039865,11.665046001944798,7.943827655248598,,46.0,7792.55,53476.0
21115,559.1,241.11,,25.61,54.4,21.82,24.0,13.56,108.8,78.22,19.0,5.970557431721412,120.7,17.171525399026272,,18.085343559102867,,1.8068162356567905,0.8,37.22744905694029,12.034601150399071,4.21367102153654,2.8938333259018147,4.669431919142188,321.0416016408793,,1280.25,22427.0
21117,504.0,183.35,136.8,21.13,47.5,16.97,13.7,5.72,80.8,50.27,19.3,7.01,99.7,22.01,61606.0,14.358878908689178,,7.27648384673178,2.2,18.101854075604017,6.154234113069792,5.220591767135789,11.880373697103607,9.915950160539255,646.6448916854797,43.0,2942.4,166552.0
