Demographics, US by County, Population, White (Both Sexes - 2014 to 2018), 2014 - 2018
Area,County FIPS,Percent
"Kinney, Texas","48271","96.7"
"Orange, Vermont","50017","96.7"
"Jersey, Illinois","17083","96.7"
"Juniata, Pennsylvania","42067","96.7"
"Lawrence, Arkansas","5075","96.7"
"Dickey, North Dakota","38021","96.7"
"Murray, Minnesota","27101","96.6"
"Hamilton, New York","36041","96.6"
"Marinette, Wisconsin","55075","96.6"
"Smith, Kansas","20183","96.6"
"Phillips, Kansas","20147","96.6"
"Shiawassee, Michigan","26155","96.6"
"Lake, Minnesota","27075","96.6"
"Rutland, Vermont","50021","96.6"
"Morgan, Utah","49029","96.6"
"Spink, South Dakota","46115","96.6"
"Mills, Iowa","19129","96.6"
"Taylor, West Virginia","54091","96.6"
"Stone, Arkansas","5137","96.6"
"Randolph, West Virginia","54083","96.6"
"Ogemaw, Michigan","26129","96.6"
"Crittenden, Kentucky","21055","96.6"
"Iowa, Wisconsin","55049","96.6"
"Roscommon, Michigan","26143","96.6"
"Ashland, Ohio","39005","96.6"
"Tioga, New York","36107","96.6"
"Christian, Illinois","17021","96.6"
"Giles, Virginia","51071","96.6"
"Baxter, Arkansas","5005","96.6"
"Cameron, Pennsylvania","42023","96.6"
"Harrison, Indiana","18061","96.6"
"Franklin, Maine","23007","96.6"
"Oconto, Wisconsin","55083","96.6"
"Iron, Wisconsin","55051","96.6"
"Logan, West Virginia","54045","96.6"
"Clay, Indiana","18021","96.5"
"Kearney, Nebraska","31099","96.5"
"Cedar, Missouri","29039","96.5"
"Claiborne, Tennessee","47025","96.5"
"Howard, Nebraska","31093","96.5"
"Clarion, Pennsylvania","42031","96.5"
"Belknap, New Hampshire","33001","96.5"
"Gage, Nebraska","31067","96.5"
"Washington, Kansas","20201","96.5"
"Lawrence, Indiana","18093","96.5"
"Knox, Ohio","39083","96.5"
"Waldo, Maine","23027","96.5"
"Knox, Missouri","29103","96.5"
"Grant, Wisconsin","55043","96.5"
"Lac qui Parle, Minnesota","27073","96.5"
"Unicoi, Tennessee","47171","96.5"
"Furnas, Nebraska","31065","96.5"
"Carter, Tennessee","47019","96.5"
"Nicholas, Kentucky","21181","96.5"
"Sanborn, South Dakota","46111","96.5"
"Snyder, Pennsylvania","42109","96.5"
"Miner, South Dakota","46097","96.5"
"Presque Isle, Michigan","26141","96.5"
"Hodgeman, Kansas","20083","96.4"
"Sullivan, New Hampshire","33019","96.4"
"Macon, Tennessee","47111","96.4"
"Door, Wisconsin","55029","96.4"
"Perkins, South Dakota","46105","96.4"
"Putnam, West Virginia","54079","96.4"
"Pawnee, Nebraska","31133","96.4"
"Phelps, Nebraska","31137","96.4"
"Decatur, Indiana","18031","96.4"
"Trimble, Kentucky","21223","96.4"
"Schuyler, New York","36097","96.4"
"Richland, Illinois","17159","96.4"
"Fulton, Pennsylvania","42057","96.4"
"Brooke, West Virginia","54009","96.4"
"Stone, Missouri","29209","96.4"
"Bowman, North Dakota","38011","96.4"
"Orleans, Vermont","50019","96.4"
"Orange, Indiana","18117","96.4"
"Essex, Vermont","50009","96.4"
"Dallas, Missouri","29059","96.4"
"Anderson, Kansas","20003","96.4"
"Knox, Maine","23013","96.4"
"Hancock, Kentucky","21091","96.4"
"Wright, Missouri","29229","96.4"
"Putnam, Missouri","29171","96.4"
"Camden, Missouri","29029","96.4"
"Mitchell, North Carolina","37121","96.4"
"Boone, Iowa","19015","96.4"
"Treasure, Montana","30103","96.3"
"Hamilton, Nebraska","31081","96.3"
"Kenedy, Texas","48261","96.3"
"Fulton, Arkansas","5049","96.3"
"Ripley, Missouri","29181","96.3"
"Tuscola, Michigan","26157","96.3"
"Polk, Wisconsin","55095","96.3"
"Morrow, Ohio","39117","96.3"
"Dawson, Georgia","13085","96.3"
"Waupaca, Wisconsin","55135","96.3"
"Oxford, Maine","23017","96.3"
"Phillips, Colorado","8095","96.3"
"Douglas, Illinois","17041","96.3"
"Sublette, Wyoming","56035","96.3"
"Fayette, Indiana","18041","96.3"
"Winston, Alabama","1133","96.3"
"Clark, Wisconsin","55019","96.3"
"Harrison, Missouri","29081","96.3"
"Ottawa, Kansas","20143","96.3"
"Meigs, Tennessee","47121","96.3"
"Cass, Nebraska","31025","96.3"
"Livingston, Michigan","26093","96.3"
"Metcalfe, Kentucky","21169","96.3"
"Arenac, Michigan","26011","96.3"
"Polk, Tennessee","47139","96.3"
"Green Lake, Wisconsin","55047","96.3"
"Posey, Indiana","18129","96.3"
"Spencer, Kentucky","21215","96.3"
"McIntosh, North Dakota","38051","96.3"
"Rooks, Kansas","20163","96.3"
"Keith, Nebraska","31101","96.3"
"Howell, Missouri","29091","96.3"
"Kanabec, Minnesota","27065","96.3"
"Clare, Michigan","26035","96.3"
"Osborne, Kansas","20141","96.2"
"De Witt, Illinois","17039","96.2"
"Washington, Virginia","51191","96.2"
"Osceola, Michigan","26133","96.2"
"Hickory, Missouri","29085","96.2"
"Wabasha, Minnesota","27157","96.2"
"Hot Springs, Wyoming","56017","96.2"
"Renville, North Dakota","38075","96.2"
"Rusk, Wisconsin","55107","96.2"
"Martin, Minnesota","27091","96.2"
"Clinton, Pennsylvania","42035","96.2"
"Rock, Minnesota","27133","96.2"
"Oneida, Wisconsin","55085","96.2"
"Carbon, Pennsylvania","42025","96.2"
"Hardin, Ohio","39065","96.2"
"Green, Wisconsin","55045","96.2"
"Wabash, Illinois","17185","96.2"
"Missaukee, Michigan","26113","96.2"
"Ozark, Missouri","29153","96.2"
"Fleming, Kentucky","21069","96.2"
"Red Willow, Nebraska","31145","96.2"
"Elliott, Kentucky","21063","96.2"
"Trego, Kansas","20195","96.2"
"Miller, Missouri","29131","96.2"
"Tipton, Indiana","18159","96.2"
"Bremer, Iowa","19017","96.2"
"Seward, Nebraska","31159","96.2"
"Franklin, Idaho","16041","96.2"
"Warren, Iowa","19181","96.2"
"Benton, Missouri","29015","96.2"
"Pulaski, Kentucky","21199","96.2"
"Yates, New York","36123","96.2"
"Washington, Iowa","19183","96.2"
"Wood, West Virginia","54107","96.2"
"Van Wert, Ohio","39161","96.2"
"Barry, Michigan","26015","96.2"
"Piscataquis, Maine","23021","96.1"
"Palo Alto, Iowa","19147","96.1"
"Greene, Iowa","19073","96.1"
"Emmons, North Dakota","38029","96.1"
"Boone, Arkansas","5009","96.1"
"Nemaha, Nebraska","31127","96.1"
"Marion, Arkansas","5089","96.1"
"Shackelford, Texas","48417","96.1"
"Yancey, North Carolina","37199","96.1"
"Le Sueur, Minnesota","27079","96.1"
"Wells, Indiana","18179","96.1"
"Harper, Kansas","20077","96.1"
"Broadwater, Montana","30007","96.1"
"Hutchinson, South Dakota","46067","96.1"
"Doddridge, West Virginia","54017","96.1"
"Dickinson, Michigan","26043","96.1"
"Crawford, Michigan","26039","96.1"
"Iron, Michigan","26071","96.1"
"Crow Wing, Minnesota","27035","96.1"
"Caledonia, Vermont","50005","96.1"
"Garrard, Kentucky","21079","96.1"
"Franklin, Missouri","29071","96.1"
"Pocahontas, Iowa","19151","96.1"
"Highland, Ohio","39071","96.1"
"Ransom, North Dakota","38073","96.1"
"Hidalgo, New Mexico","35023","96.0"
"Hawkins, Tennessee","47073","96.0"
"Antrim, Michigan","26009","96.0"
"Jefferson, Missouri","29099","96.0"
"Park, Montana","30067","96.0"
"Ravalli, Montana","30081","96.0"
"Osage, Kansas","20139","96.0"
"Rowan, Kentucky","21205","96.0"
"Cannon, Tennessee","47015","96.0"
"Huntington, Indiana","18069","96.0"
"Chenango, New York","36017","96.0"
"Bath, Kentucky","21011","96.0"
"Wabaunsee, Kansas","20197","96.0"
"Rush, Kansas","20165","96.0"
"Morris, Kansas","20127","96.0"
"Monroe, Iowa","19135","96.0"
"Barbour, West Virginia","54001","96.0"
"Wexford, Michigan","26165","96.0"
"Willacy, Texas","48489","96.0"
"Pierce, Wisconsin","55093","96.0"
"Wayne, Utah","49055","96.0"
"Bullitt, Kentucky","21029","96.0"
"Owen, Kentucky","21187","96.0"
"Ontonagon, Michigan","26131","96.0"
"Caldwell, Missouri","29025","96.0"
"Perry, Kentucky","21193","96.0"
"Marquette, Wisconsin","55077","96.0"
"Sibley, Minnesota","27143","95.9"
"Sweet Grass, Montana","30097","95.9"
"Benzie, Michigan","26019","95.9"
"Ray, Missouri","29177","95.9"
"Clay, Arkansas","5021","95.9"
"Randolph, Indiana","18135","95.9"
"Herkimer, New York","36043","95.9"
"Jackson, Tennessee","47087","95.9"
"Marion, Kansas","20115","95.9"
"Kennebec, Maine","23011","95.9"
"Converse, Wyoming","56009","95.9"
"Lincoln, Wyoming","56023","95.9"
"White, Tennessee","47185","95.9"
"Hancock, Maine","23009","95.9"
"Butler, Pennsylvania","42019","95.9"
"Van Buren, Arkansas","5141","95.9"
"Beaver, Utah","49001","95.9"
"Washington, Vermont","50023","95.9"
"Stillwater, Montana","30095","95.8"
"McPherson, Nebraska","31117","95.8"
"Grundy, Missouri","29079","95.8"
"Monroe, Kentucky","21171","95.8"
"McPherson, South Dakota","46089","95.8"
"Kalkaska, Michigan","26079","95.8"
"Washington, Ohio","39167","95.8"
"Lapeer, Michigan","26087","95.8"
"Iosco, Michigan","26069","95.8"
"Tazewell, Illinois","17179","95.8"
"Windsor, Vermont","50027","95.8"
"Lamoille, Vermont","50015","95.8"
"Carroll, Indiana","18015","95.8"
"Yoakum, Texas","48501","95.8"
"St. Croix, Wisconsin","55109","95.8"
"Mingo, West Virginia","54059","95.8"
"Grayson, Kentucky","21085","95.8"
"Ness, Kansas","20135","95.8"
"Washington, Colorado","8121","95.8"
"Adams, Idaho","16003","95.8"
"Warren, New York","36113","95.8"
"Calhoun, Iowa","19025","95.7"
"Morgan, Missouri","29141","95.7"
"Price, Wisconsin","55099","95.7"
"Smyth, Virginia","51173","95.7"
"Logan, Kansas","20109","95.7"
"Webster, Missouri","29225","95.7"
"Montgomery, Indiana","18107","95.7"
"Brown, Minnesota","27015","95.7"
"Floyd, Virginia","51063","95.7"
"Iron, Missouri","29093","95.7"
"Wadena, Minnesota","27159","95.7"
"St. Clair, Missouri","29185","95.7"
"Arthur, Nebraska","31005","95.7"
"Randolph, Arkansas","5121","95.7"
"Bennington, Vermont","50003","95.7"
"Andrew, Missouri","29003","95.7"
"Emmet, Iowa","19063","95.7"
"Carroll, Illinois","17015","95.7"
"York, Maine","23031","95.7"
"Schoharie, New York","36095","95.7"
"Wabash, Indiana","18169","95.7"
"Caribou, Idaho","16029","95.6"
"San Miguel, Colorado","8113","95.6"
"Washburn, Wisconsin","55129","95.6"
"Daggett, Utah","49009","95.6"
"Dodge, Minnesota","27039","95.6"
"Harrison, Ohio","39067","95.6"
"Carroll, Missouri","29033","95.6"
"Madison, North Carolina","37115","95.6"
"Dent, Missouri","29065","95.6"
"Edmonson, Kentucky","21061","95.6"
"Vernon, Missouri","29217","95.6"
"Linn, Kansas","20107","95.6"
"Coffey, Kansas","20031","95.6"
"Haywood, North Carolina","37087","95.6"
"Jefferson, Kansas","20087","95.6"
"Chariton, Missouri","29041","95.6"
"Pendleton, West Virginia","54071","95.6"
"Ottawa, Ohio","39123","95.6"
"Crawford, Pennsylvania","42039","95.6"
"Oswego, New York","36075","95.6"
"Otsego, Michigan","26137","95.6"
"Sagadahoc, Maine","23023","95.6"
"Lawrence, Missouri","29109","95.5"
"Harlan, Nebraska","31083","95.5"
"Miami, Kansas","20121","95.5"
"Page, Virginia","51139","95.5"
"Fremont, Iowa","19071","95.5"
"Pulaski, Indiana","18131","95.5"
"Jefferson, Tennessee","47089","95.5"
"Jim Wells, Texas","48249","95.5"
"Oregon, Missouri","29149","95.5"
"Sherman, Oregon","41055","95.5"
"Langlade, Wisconsin","55067","95.5"
"Armstrong, Texas","48011","95.5"
"Gove, Kansas","20063","95.5"
"Bates, Missouri","29013","95.5"
"Shannon, Missouri","29203","95.5"
"Cheyenne, Nebraska","31033","95.5"
"Lawrence, Ohio","39087","95.5"
"Polk, Missouri","29167","95.5"
"Edwards, Kansas","20047","95.5"
"Richland, Wisconsin","55103","95.5"
"Blair, Pennsylvania","42013","95.5"
"Pike, Ohio","39131","95.5"
"Jasper, Iowa","19099","95.5"
"Marion, Iowa","19125","95.5"
"Boyd, Nebraska","31015","95.5"
"Barber, Kansas","20007","95.5"
"McCook, South Dakota","46087","95.5"
"Harrison, West Virginia","54033","95.5"
"Blount, Alabama","1009","95.5"
"Lawrence, Tennessee","47099","95.5"
"Jones, Iowa","19105","95.4"
"Clay, Iowa","19041","95.4"
"Sully, South Dakota","46119","95.4"
"Merrick, Nebraska","31121","95.4"
"Webb, Texas","48479","95.4"
"Hood, Texas","48221","95.4"
"Lewis, Tennessee","47101","95.4"
"Cloud, Kansas","20029","95.4"
"Taylor, Iowa","19173","95.4"
"Hardin, Iowa","19083","95.4"
