Demographics, US by County, Population, Hispanic (Both Sexes - 2014 to 2018), 2014 - 2018
Area,County FIPS,Percent
"Williamson, Texas","48491","24.3"
"Galveston, Texas","48167","24.3"
"Fort Bend, Texas","48157","24.3"
"Westchester, New York","36119","24.3"
"Elko, Nevada","32007","24.2"
"Pershing, Nevada","32027","24.2"
"Washoe, Nevada","32031","24.2"
"Taylor, Texas","48441","24.1"
"Monroe, Florida","12087","23.9"
"Grimes, Texas","48185","23.9"
"Jackson, Oklahoma","40065","23.8"
"Carson City, Nevada","32510","23.7"
"Scotts Bluff, Nebraska","31157","23.7"
"Montgomery, Texas","48339","23.7"
"Lehigh, Pennsylvania","42077","23.6"
"Kendall, Texas","48259","23.6"
"Cottle, Texas","48101","23.5"
"Stephens, Texas","48429","23.5"
"Mason, Texas","48319","23.5"
"Lee, Texas","48287","23.4"
"Harper, Oklahoma","40059","23.3"
"Liberty, Texas","48291","23.3"
"Hutchinson, Texas","48233","23.0"
"Yuma, Colorado","8125","23.0"
"Greeley, Kansas","20071","23.0"
"Sacramento, California","6067","23.0"
"Prince William, Virginia","51153","23.0"
"Beaver, Oklahoma","40007","23.0"
"Falls, Texas","48145","23.0"
"Morton, Kansas","20129","23.0"
"Gillespie, Texas","48171","22.9"
"Madison, Texas","48313","22.9"
"Cherokee, Texas","48073","22.8"
"Suffolk, Massachusetts","25025","22.7"
"Essex, New Jersey","34013","22.7"
"Alameda, California","6001","22.5"
"San Luis Obispo, California","6079","22.4"
"Providence, Rhode Island","44007","22.3"
"Burnet, Texas","48053","22.1"
"Angelina, Texas","48005","21.9"
"Phillips, Colorado","8095","21.9"
"Duplin, North Carolina","37061","21.9"
"Brown, Texas","48049","21.9"
"Palm Beach, Florida","12099","21.9"
"Chambers, Texas","48071","21.8"
"Blaine, Idaho","16013","21.8"
"Limestone, Texas","48293","21.7"
"Inyo, California","6027","21.7"
"Lincoln, Colorado","8073","21.7"
"Cimarron, Oklahoma","40025","21.6"
"Hardeman, Texas","48197","21.5"
"Polk, Florida","12105","21.5"
"Boone, Illinois","17007","21.4"
"Lake, Illinois","17097","21.4"
"Benton, Washington","53005","21.3"
"Coke, Texas","48081","21.3"
"Marshall, Iowa","19127","21.3"
"Walla Walla, Washington","53071","21.2"
"Lyon, Kansas","20111","21.0"
"Randall, Texas","48381","20.9"
"Gwinnett, Georgia","13135","20.9"
"Glades, Florida","12043","20.9"
"Erath, Texas","48143","20.9"
"Johnson, Texas","48251","20.8"
"Middlesex, New Jersey","34023","20.8"
"Fayette, Texas","48149","20.8"
"Seminole, Florida","12117","20.7"
"Lee, Florida","12071","20.7"
"Kaufman, Texas","48257","20.6"
"Robertson, Texas","48395","20.6"
"Hill, Texas","48217","20.5"
"Montrose, Colorado","8085","20.5"
"Burleson, Texas","48051","20.5"
"Foard, Texas","48155","20.5"
"Essex, Massachusetts","25009","20.4"
"Edwards, Kansas","20047","20.3"
"Berks, Pennsylvania","42011","20.3"
"Jefferson, Texas","48245","20.2"
"San Juan, New Mexico","35045","20.1"
"Yell, Arkansas","5149","20.0"
"Lake, California","6033","20.0"
"Jefferson, Oregon","41031","20.0"
"Orange, New York","36071","20.0"
"Palo Pinto, Texas","48363","19.9"
"Real, Texas","48385","19.8"
"Okanogan, Washington","53047","19.7"
"Mills, Texas","48333","19.7"
"Highlands, Florida","12055","19.6"
"Jackson, Colorado","8057","19.6"
"Del Norte, California","6015","19.5"
"Lampasas, Texas","48281","19.5"
"Motley, Texas","48345","19.4"
"Bergen, New Jersey","34003","19.4"
"Smith, Texas","48423","19.3"
"Montgomery, Maryland","24031","19.3"
"Sampson, North Carolina","37163","19.3"
"Harrisonburg, Virginia","51660","19.3"
"Blanco, Texas","48031","19.3"
"Fairfield, Connecticut","9001","19.3"
"Lee, North Carolina","37105","19.2"
"Kings, New York","36047","19.2"
"Kit Carson, Colorado","8063","19.2"
"Nacogdoches, Texas","48347","19.2"
"Denton, Texas","48121","19.2"
"Arapahoe, Colorado","8005","19.1"
"Wise, Texas","48497","19.0"
"Esmeralda, Nevada","32009","19.0"
"Colquitt, Georgia","13071","19.0"
"Suffolk, New York","36103","18.9"
"Wichita, Texas","48485","18.8"
"Somervell, Texas","48425","18.8"
"Lassen, California","6035","18.7"
"Atlantic, New Jersey","34001","18.7"
"Cass, Illinois","17017","18.7"
"Lake, Indiana","18089","18.7"
"Gila, Arizona","4007","18.7"
"Gregg, Texas","48183","18.6"
"Stonewall, Texas","48433","18.5"
"Lavaca, Texas","48285","18.5"
"St. Lucie, Florida","12111","18.5"
"Bandera, Texas","48019","18.4"
"Young, Texas","48503","18.4"
"Meade, Kansas","20119","18.4"
"Platte, Nebraska","31141","18.4"
"Archuleta, Colorado","8007","18.4"
"Richmond, New York","36085","18.3"
"Skagit, Washington","53057","18.3"
"Sullivan, Missouri","29211","18.2"
"Weber, Utah","49057","18.2"
"Coryell, Texas","48099","18.1"
"Kendall, Illinois","17093","18.1"
"Shelby, Texas","48419","18.1"
"Salt Lake, Utah","49035","18.1"
"Carbon, Wyoming","56007","18.0"
"Bingham, Idaho","16011","18.0"
"Bosque, Texas","48035","18.0"
"Custer, Oklahoma","40039","18.0"
"Prince George's, Maryland","24033","17.9"
"Walker, Texas","48471","17.9"
"Scott, Kansas","20171","17.9"
"Catron, New Mexico","35003","17.9"
"Cooke, Texas","48097","17.8"
"Wasco, Oregon","41065","17.8"
"Muscatine, Iowa","19139","17.8"
"Hartford, Connecticut","9003","17.6"
"Los Alamos, New Mexico","35028","17.6"
"New Haven, Connecticut","9009","17.6"
"Anderson, Texas","48001","17.5"
"Coleman, Texas","48083","17.5"
"Rockland, New York","36087","17.4"
"Winchester, Virginia","51840","17.4"
"Marshall, Oklahoma","40095","17.4"
"Rockwall, Texas","48397","17.3"
"Mercer, New Jersey","34021","17.2"
"Payette, Idaho","16075","17.2"
"Stewart, Georgia","13259","17.2"
"Will, Illinois","17197","17.1"
"Oklahoma, Oklahoma","40109","17.1"
"Teton, Idaho","16081","17.1"
"Washington, Idaho","16087","17.1"
"Cheyenne, Colorado","8017","17.0"
"Oldham, Texas","48359","16.9"
"Franklin, Alabama","1059","16.9"
"Fairfax, Virginia","51600","16.9"
"Alexandria, Virginia","51510","16.8"
"El Paso, Colorado","8041","16.8"
"King, Texas","48269","16.7"
"Washington, Arkansas","5143","16.7"
"Hopkins, Texas","48223","16.7"
"Elmore, Idaho","16039","16.7"
"Nassau, New York","36059","16.6"
"Galax, Virginia","51640","16.6"
"Jack, Texas","48237","16.6"
"Lyon, Nevada","32019","16.6"
"Rusk, Texas","48401","16.5"
"Washington, Oregon","41067","16.5"
"Benton, Arkansas","5007","16.4"
"Camden, New Jersey","34007","16.4"
"Kent, Texas","48263","16.3"
"Manatee, Florida","12081","16.2"
"Eastland, Texas","48133","16.2"
"Woodbury, Iowa","19193","16.2"
"Mohave, Arizona","4015","16.2"
"Fairfax, Virginia","51059","16.2"
"Twin Falls, Idaho","16083","16.1"
"Butte, California","6007","16.0"
"Sweetwater, Wyoming","56037","16.0"
"Geary, Kansas","20061","16.0"
"Logan, Colorado","8075","15.9"
"Marin, California","6041","15.9"
"Hunt, Texas","48231","15.8"
"Louisa, Iowa","19115","15.8"
"Washington, Texas","48477","15.8"
"Yamhill, Oregon","41071","15.8"
"Loving, Texas","48301","15.7"
"Gray, Kansas","20069","15.7"
"Sullivan, New York","36105","15.7"
"Dundy, Nebraska","31057","15.7"
"Saluda, South Carolina","45081","15.6"
"Elkhart, Indiana","18039","15.6"
"Kingfisher, Oklahoma","40073","15.6"
"White Pine, Nevada","32033","15.6"
"Clinton, Indiana","18023","15.6"
"Gordon, Georgia","13129","15.6"
"Arlington, Virginia","51013","15.6"
"Morrill, Nebraska","31123","15.5"
"Monroe, Pennsylvania","42089","15.4"
"Chattahoochee, Georgia","13053","15.4"
"Montgomery, North Carolina","37123","15.3"
"Jefferson, Colorado","8059","15.3"
"San Francisco, California","6075","15.2"
"Collin, Texas","48085","15.2"
"Love, Oklahoma","40085","15.2"
"Moffat, Colorado","8081","15.2"
"Freestone, Texas","48161","15.1"
"Bradley, Arkansas","5011","15.1"
"Delta, Colorado","8029","15.1"
"Polk, Texas","48373","15.0"
"Throckmorton, Texas","48447","15.0"
"Carroll, Arkansas","5015","15.0"
"Teton, Wyoming","56039","14.9"
"Lake, Florida","12069","14.9"
"Cass, Indiana","18017","14.9"
"Murray, Georgia","13213","14.8"
"Greene, North Carolina","37079","14.8"
"Madison, Nebraska","31119","14.8"
"Oceana, Michigan","26127","14.8"
"Barton, Kansas","20009","14.7"
"Milwaukee, Wisconsin","55079","14.7"
"Modoc, California","6049","14.5"
"Beckham, Oklahoma","40009","14.5"
"Laramie, Wyoming","56021","14.5"
"Pasco, Florida","12101","14.5"
"Philadelphia, Pennsylvania","42101","14.5"
"Somerset, New Jersey","34035","14.5"
"Habersham, Georgia","13137","14.5"
"Sedgwick, Kansas","20173","14.4"
"Yavapai, Arizona","4025","14.4"
"Nye, Nevada","32023","14.4"
"Mesa, Colorado","8077","14.4"
"Jefferson, Louisiana","22051","14.4"
"Leon, Texas","48289","14.4"
"Lafayette, Florida","12067","14.4"
"DeKalb, Alabama","1049","14.4"
"Putnam, New York","36079","14.3"
"McKinley, New Mexico","35031","14.3"
"Summit, Colorado","8117","14.3"
"Washakie, Wyoming","56043","14.2"
"Franklin, Texas","48159","14.2"
"DuPage, Illinois","17043","14.2"
"Sebastian, Arkansas","5131","14.0"
"Coconino, Arizona","4005","14.0"
"Roberts, Texas","48393","13.9"
"Aleutians West, Alaska","2016","13.9"
"Tallahatchie, Mississippi","28135","13.8"
"Johnson, Arkansas","5071","13.8"
"Placer, California","6061","13.8"
"Boulder, Colorado","8013","13.8"
"Montgomery, New York","36057","13.7"
"Polk, Oregon","41053","13.7"
"Churchill, Nevada","32001","13.6"
"Marshall, Alabama","1095","13.6"
"Amador, California","6005","13.6"
"Sedgwick, Colorado","8115","13.6"
"Johnston, North Carolina","37101","13.5"
"Loudoun, Virginia","51107","13.5"
"Durham, North Carolina","37063","13.4"
"Wasatch, Utah","49051","13.4"
"Volusia, Florida","12127","13.4"
"Martin, Florida","12085","13.4"
"Carbon, Utah","49007","13.3"
"Dixon, Nebraska","31051","13.3"
"Stafford, Kansas","20185","13.3"
"Clayton, Georgia","13063","13.2"
"Fremont, Colorado","8043","13.2"
"Clarke, Iowa","19039","13.2"
"Jasper, South Carolina","45053","13.2"
"Polk, Georgia","13233","13.1"
"Grayson, Texas","48181","13.1"
"Morris, New Jersey","34027","13.1"
"Hoke, North Carolina","37093","13.1"
"Millard, Utah","49027","13.1"
"Mecklenburg, North Carolina","37119","13.0"
"Harrison, Texas","48203","12.9"
"Comanche, Oklahoma","40031","12.9"
"Racine, Wisconsin","55101","12.9"
"Hernando, Florida","12053","12.9"
"Bonneville, Idaho","16019","12.9"
"Kenosha, Wisconsin","55059","12.9"
"La Plata, Colorado","8067","12.8"
"Northampton, Pennsylvania","42095","12.8"
"McHenry, Illinois","17111","12.8"
"Cobb, Georgia","13067","12.8"
"San Jacinto, Texas","48407","12.8"
"Hempstead, Arkansas","5057","12.7"
"El Dorado, California","6017","12.7"
"Hawaii, Hawaii","15001","12.7"
"Klamath, Oregon","41035","12.7"
"Rock Island, Illinois","17161","12.7"
"Marion, Florida","12083","12.7"
"Forsyth, North Carolina","37067","12.6"
"Liberty, Georgia","13179","12.6"
"Lebanon, Pennsylvania","42075","12.6"
"Fremont, Idaho","16043","12.6"
"Jackson, Oregon","41029","12.5"
"Winnebago, Illinois","17201","12.5"
"Caddo, Oklahoma","40015","12.5"
"Woodward, Oklahoma","40153","12.5"
"Douglas, Nevada","32005","12.5"
"Henderson, Texas","48213","12.5"
"Onslow, North Carolina","37133","12.4"
"Box Butte, Nebraska","31013","12.4"
"Alamance, North Carolina","37001","12.4"
"Montezuma, Colorado","8083","12.4"
"Harnett, North Carolina","37085","12.4"
"Franklin, Iowa","19069","12.4"
"Douglas, Nebraska","31055","12.4"
"Tulsa, Oklahoma","40143","12.4"
"Chatham, North Carolina","37037","12.4"
"Indian River, Florida","12061","12.3"
"Stafford, Virginia","51179","12.3"
"Dodge, Nebraska","31053","12.3"
"Hood, Texas","48221","12.3"
"Siskiyou, California","6093","12.3"
"Hamilton, Texas","48193","12.3"
"Broomfield, Colorado","8014","12.2"
"Tooele, Utah","49045","12.2"
"Shawnee, Kansas","20177","12.2"
"Howard, Arkansas","5061","12.2"
"Garfield, Oklahoma","40047","12.2"
"Klickitat, Washington","53039","12.1"
"Sherman, Kansas","20181","12.1"
"Mineral, Nevada","32021","12.1"
"Tuolumne, California","6109","12.1"
"Parker, Texas","48367","12.0"
"Bedford, Tennessee","47003","12.0"
"Whiteside, Illinois","17195","11.9"
"Dutchess, New York","36027","11.9"
"Kandiyohi, Minnesota","27067","11.9"
"Harvey, Kansas","20079","11.8"
"Calaveras, California","6009","11.7"
"Jeff Davis, Georgia","13161","11.7"
"Evans, Georgia","13109","11.7"
"Telfair, Georgia","13271","11.7"
"Hamblen, Tennessee","47063","11.6"
"Candler, Georgia","13043","11.6"
"Wright, Iowa","19197","11.6"
"Toombs, Georgia","13279","11.6"
"Utah, Utah","49049","11.6"
"McDonald, Missouri","29119","11.6"
"Shackelford, Texas","48417","11.6"
"Gilmer, Georgia","13123","11.5"
"Kiowa, Oklahoma","40075","11.5"
"Summit, Utah","49043","11.5"
"Wayne, North Carolina","37191","11.5"
"Tift, Georgia","13277","11.5"
"Windham, Connecticut","9015","11.5"
"Coffee, Georgia","13069","11.5"
"Multnomah, Oregon","41051","11.4"
"Van Buren, Michigan","26159","11.4"
"Cumberland, North Carolina","37051","11.4"
"Walsh, North Dakota","38099","11.4"
"Mower, Minnesota","27099","11.3"
"Larimer, Colorado","8069","11.3"
"Beaver, Utah","49001","11.3"
"Humboldt, California","6023","11.3"
"Greer, Oklahoma","40055","11.3"
"Long, Georgia","13183","11.3"
"Rice, Kansas","20159","11.3"
"Navajo, Arizona","4017","11.3"
"Beaufort, South Carolina","45013","11.2"
"Randolph, North Carolina","37151","11.2"
"Worcester, Massachusetts","25027","11.2"
"Maui, Hawaii","15009","11.2"
"Saline, Kansas","20169","11.1"
"Scott, Mississippi","28123","11.1"
"Sierra, California","6091","11.1"
"Grady, Georgia","13131","11.1"
"Luzerne, Pennsylvania","42079","11.0"
"Pulaski, Missouri","29169","11.0"
"DeKalb, Illinois","17037","11.0"
"Fannin, Texas","48147","11.0"
"Tattnall, Georgia","13267","11.0"
"Walworth, Wisconsin","55127","11.0"
"Union, North Carolina","37179","11.0"
"Donley, Texas","48129","11.0"
"Rich, Utah","49033","10.9"
"Houston, Texas","48225","10.9"
"Yadkin, North Carolina","37197","10.9"
"District of Columbia, District of Columbia","11001","10.9"
"Kauai, Hawaii","15007","10.9"
"Montague, Texas","48337","10.9"
"Mariposa, California","6043","10.9"
"Fredericksburg, Virginia","51630","10.8"
"Floyd, Georgia","13115","10.8"
"Cowley, Kansas","20035","10.8"
"Clarke, Georgia","13059","10.7"
"Kimball, Nebraska","31105","10.7"
"Monmouth, New Jersey","34025","10.7"
"Pike, Pennsylvania","42103","10.7"
"Wapello, Iowa","19179","10.7"
"Baca, Colorado","8009","10.7"
"Falls Church, Virginia","51610","10.7"
"Cache, Utah","49005","10.7"
"Goshen, Wyoming","56015","10.6"
"Van Zandt, Texas","48467","10.6"
"Pierce, Washington","53053","10.6"
"Sioux, Iowa","19167","10.5"
"Jefferson, Idaho","16051","10.5"
"Crockett, Tennessee","47033","10.4"
"Barrow, Georgia","13013","10.4"
"Blaine, Oklahoma","40011","10.4"
"Kent, Michigan","26081","10.4"
"Grand, Utah","49019","10.4"
"Jefferson, Oklahoma","40067","10.4"
"Lancaster, Pennsylvania","42071","10.3"
"Tillamook, Oregon","41057","10.3"
"Culpeper, Virginia","51047","10.3"
"New London, Connecticut","9011","10.3"
"Cherokee, Georgia","13057","10.3"
"San Miguel, Colorado","8113","10.3"
"Surry, North Carolina","37171","10.3"
"Baylor, Texas","48023","10.3"
"Washington, Utah","49053","10.2"
"Marion, Indiana","18097","10.2"
"Llano, Texas","48299","10.2"
"Kankakee, Illinois","17091","10.2"
"Davidson, Tennessee","47037","10.2"
"Cabarrus, North Carolina","37025","10.2"
