Mortality, US by County, All Races, Leukemia: Total (Both Sexes), 2014 - 2018
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Baltimore, Maryland","24005","6.01","5.35","6.74","317"
"Angelina, Texas","48005","6.01","4.04","8.64","30"
"Robeson, North Carolina","37155","6.01","4.33","8.15","44"
"Dallas, Texas","48113","6.01","5.54","6.51","634"
"Minnehaha, South Dakota","46099","6.01","4.46","7.91","53"
"Hardin, Texas","48199","6.00","3.65","9.37","20"
"St. Clair, Alabama","1115","6.00","4.03","8.64","31"
"Orange, California","6059","5.99","5.62","6.37","1022"
"Atlantic, New Jersey","34001","5.98","4.87","7.29","103"
"Laramie, Wyoming","56021","5.98","4.10","8.45","34"
"Kings, California","6031","5.98","4.21","8.23","38"
"Goodhue, Minnesota","27049","5.98","3.44","9.78","18"
"Bell, Texas","48027","5.97","4.74","7.41","84"
"Cleveland, Oklahoma","40027","5.97","4.70","7.47","78"
"Terrebonne, Louisiana","22109","5.97","4.11","8.39","34"
"Franklin, New York","36033","5.97","3.51","9.59","18"
"Wood, West Virginia","54107","5.97","4.15","8.40","36"
"Madison, Tennessee","47113","5.96","4.11","8.41","34"
"Kitsap, Washington","53035","5.95","4.77","7.34","93"
"Olmsted, Minnesota","27109","5.95","4.44","7.84","53"
"Oswego, New York","36075","5.95","4.22","8.17","41"
"Marathon, Wisconsin","55073","5.95","4.40","7.90","51"
"Weber, Utah","49057","5.94","4.55","7.60","64"
"Washington, Minnesota","27163","5.94","4.68","7.45","78"
"Greenbrier, West Virginia","54025","5.93","3.30","10.14","16"
"Lehigh, Pennsylvania","42077","5.93","4.96","7.05","136"
"Peoria, Illinois","17143","5.93","4.58","7.59","67"
"St. Tammany, Louisiana","22103","5.92","4.70","7.37","84"
"Erie, Pennsylvania","42049","5.92","4.83","7.20","108"
"Washington, Vermont","50023","5.92","3.66","9.17","22"
"Multnomah, Oregon","41051","5.92","5.15","6.77","227"
"St. Johns, Florida","12109","5.92","4.75","7.32","94"
"Queen Anne's, Maryland","24035","5.91","3.38","9.68","17"
"Denton, Texas","48121","5.91","5.01","6.91","170"
"Linn, Iowa","19113","5.90","4.65","7.40","78"
"Broward, Florida","12011","5.90","5.46","6.36","698"
"Dutchess, New York","36027","5.90","4.83","7.15","111"
"Jefferson, Colorado","8059","5.90","5.07","6.82","191"
"Orangeburg, South Carolina","45075","5.90","4.12","8.28","36"
"Wise, Texas","48497","5.90","3.57","9.20","20"
"Montgomery, Alabama","1101","5.89","4.59","7.45","71"
"Tehama, California","6103","5.89","3.76","8.89","25"
"Carver, Minnesota","27019","5.88","3.86","8.57","28"
"Tipton, Tennessee","47167","5.88","3.50","9.29","19"
"Clallam, Washington","53009","5.87","3.99","8.49","39"
"Los Angeles, California","6037","5.87","5.66","6.09","3063"
"Chester, Pennsylvania","42029","5.87","5.04","6.81","183"
"Nash, North Carolina","37127","5.86","3.99","8.35","33"
"Gwinnett, Georgia","13135","5.85","5.00","6.78","192"
"Blair, Pennsylvania","42013","5.85","4.37","7.75","56"
"New Hanover, North Carolina","37129","5.85","4.64","7.31","82"
"Beaver, Pennsylvania","42007","5.85","4.59","7.40","78"
"Clearfield, Pennsylvania","42033","5.85","4.07","8.28","36"
"Washington, Tennessee","47179","5.84","4.29","7.82","48"
"Warren, Ohio","39165","5.84","4.52","7.43","68"
"New London, Connecticut","9011","5.84","4.74","7.15","102"
"Monongalia, West Virginia","54061","5.84","3.82","8.54","27"
"Otsego, New York","36077","5.84","3.61","9.09","24"
"Franklin, Virginia","51067","5.84","3.60","9.12","24"
"Passaic, New Jersey","34031","5.84","4.96","6.84","159"
"Lee, Florida","12071","5.84","5.22","6.53","378"
"Waupaca, Wisconsin","55135","5.83","3.60","9.13","23"
"Marin, California","6041","5.83","4.79","7.07","115"
"Lebanon, Pennsylvania","42075","5.83","4.37","7.66","57"
"Mohave, Arizona","4015","5.83","4.63","7.28","104"
"Cayuga, New York","36011","5.83","3.94","8.42","32"
"Grand Traverse, Michigan","26055","5.83","4.00","8.26","35"
"Mahoning, Ohio","39099","5.82","4.72","7.13","105"
"Williamson, Texas","48491","5.82","4.85","6.93","131"
"Baxter, Arkansas","5005","5.81","3.47","9.55","24"
"Orange, New York","36071","5.81","4.76","7.01","112"
"Fayette, Georgia","13113","5.81","4.06","8.09","39"
"Flathead, Montana","30029","5.80","4.06","8.10","37"
"Franklin, Ohio","39049","5.80","5.18","6.47","337"
"Burlington, New Jersey","34005","5.80","4.92","6.79","163"
"Cumberland, Pennsylvania","42041","5.80","4.66","7.15","94"
"Clarke, Georgia","13059","5.80","3.86","8.37","29"
"Delaware, Pennsylvania","42045","5.80","5.01","6.68","206"
"Gibson, Tennessee","47053","5.80","3.46","9.26","19"
"Mifflin, Pennsylvania","42087","5.79","3.62","9.06","22"
"Branch, Michigan","26023","5.79","3.28","9.60","16"
"Beaufort, North Carolina","37013","5.79","3.42","9.37","20"
"Wilson, Tennessee","47189","5.79","4.15","7.88","43"
"Arapahoe, Colorado","8005","5.79","4.94","6.74","174"
"Sacramento, California","6067","5.79","5.26","6.36","453"
"Woodbury, Iowa","19193","5.78","3.95","8.18","33"
"Snyder, Pennsylvania","42109","5.77","3.35","9.52","17"
"Hampden, Massachusetts","25013","5.77","4.91","6.74","169"
"Hillsborough, New Hampshire","33011","5.77","4.82","6.86","137"
"Prince George's, Maryland","24033","5.77","5.05","6.56","245"
"Miami-Dade, Florida","12086","5.77","5.41","6.16","941"
"Guilford, North Carolina","37081","5.77","4.90","6.74","161"
"Mercer, Ohio","39107","5.76","3.23","9.66","16"
"Johnston, North Carolina","37101","5.76","4.24","7.62","51"
"Horry, South Carolina","45051","5.75","4.76","6.91","131"
"Cullman, Alabama","1043","5.75","3.79","8.42","28"
"Bartholomew, Indiana","18005","5.75","3.80","8.38","28"
"Worcester, Massachusetts","25027","5.75","5.07","6.50","272"
"Buchanan, Missouri","29021","5.74","3.85","8.28","30"
"Middlesex, Massachusetts","25017","5.74","5.25","6.26","533"
"Iredell, North Carolina","37097","5.74","4.29","7.54","53"
"Franklin, Illinois","17055","5.74","3.21","9.67","16"
"Pottawatomie, Oklahoma","40125","5.73","3.64","8.61","24"
"Kenton, Kentucky","21117","5.72","4.25","7.54","53"
"Martin, Florida","12085","5.72","4.57","7.19","101"
"San Luis Obispo, California","6079","5.72","4.71","6.92","116"
"Crawford, Pennsylvania","42039","5.72","3.86","8.24","34"
"Will, Illinois","17197","5.71","4.91","6.62","186"
"Cameron, Texas","48061","5.70","4.71","6.84","117"
"Denver, Colorado","8031","5.70","4.87","6.63","176"
"Davidson, Tennessee","47037","5.70","4.89","6.62","182"
"Robertson, Tennessee","47147","5.70","3.51","8.76","22"
"Rock, Wisconsin","55105","5.70","4.28","7.46","55"
"Dona Ana, New Mexico","35013","5.70","4.40","7.28","67"
"Westchester, New York","36119","5.69","5.11","6.33","369"
"San Bernardino, California","6071","5.69","5.20","6.20","540"
"Baldwin, Alabama","1003","5.69","4.49","7.15","80"
"Boone, Indiana","18011","5.68","3.39","8.94","19"
"Stokes, North Carolina","37169","5.68","3.36","9.23","19"
"Dorchester, South Carolina","45035","5.68","4.04","7.76","41"
"Shelby, Alabama","1117","5.68","4.35","7.31","64"
"Belknap, New Hampshire","33001","5.68","3.66","8.60","27"
"Riverside, California","6065","5.67","5.25","6.10","710"
"Fairfield, Connecticut","9001","5.67","5.06","6.34","326"
"Clackamas, Oregon","41005","5.66","4.73","6.71","140"
"Lamar, Mississippi","28073","5.66","3.27","9.11","17"
"Forsyth, Georgia","13117","5.66","4.18","7.49","51"
"San Diego, California","6073","5.66","5.30","6.03","981"
"Norfolk, Massachusetts","25021","5.65","4.96","6.41","254"
"Fairbanks North Star, Alaska","2090","5.65","3.25","8.99","19"
"Essex, Massachusetts","25009","5.65","4.99","6.38","280"
"Lewis, Washington","53041","5.64","3.75","8.24","30"
"Payne, Oklahoma","40119","5.64","3.42","8.77","20"
"Pittsylvania, Virginia","51143","5.63","3.48","8.75","24"
"Litchfield, Connecticut","9005","5.62","4.40","7.11","77"
"Edgecombe, North Carolina","37065","5.62","3.38","8.91","20"
"Baltimore, Maryland","24510","5.62","4.81","6.53","180"
"Montgomery, Maryland","24031","5.62","5.03","6.27","340"
"Grady, Oklahoma","40051","5.62","3.29","9.03","18"
"Troup, Georgia","13285","5.61","3.49","8.60","22"
"Marshall, Alabama","1095","5.61","3.86","7.94","34"
"Manitowoc, Wisconsin","55071","5.61","3.85","8.04","34"
"Sarasota, Florida","12115","5.61","4.87","6.48","279"
"Bannock, Idaho","16005","5.61","3.56","8.39","24"
"Barry, Michigan","26015","5.61","3.45","8.74","21"
"Bay, Florida","12005","5.61","4.27","7.26","62"
"Champaign, Illinois","17019","5.59","4.19","7.32","56"
"Osceola, Florida","12097","5.59","4.49","6.88","91"
"Clinton, Michigan","26037","5.59","3.60","8.34","25"
"New York, New York","36061","5.58","5.10","6.09","532"
"Warrick, Indiana","18173","5.57","3.36","8.74","20"
"Middlesex, Connecticut","9007","5.57","4.28","7.18","66"
"Rensselaer, New York","36083","5.57","4.17","7.31","56"
"Cherokee, Georgia","13057","5.57","4.24","7.18","63"
"Maui, Hawaii","15009","5.57","4.14","7.37","53"
"Washington, New York","36115","5.56","3.48","8.56","23"
"Morris, New Jersey","34027","5.56","4.76","6.47","180"
"Douglas, Georgia","13097","5.56","3.72","7.93","32"
"La Salle, Illinois","17099","5.56","3.97","7.62","43"
"Macon, Illinois","17115","5.56","3.98","7.61","44"
"Rice, Minnesota","27131","5.55","3.45","8.54","22"
"Smith, Texas","48423","5.55","4.33","7.03","72"
"Santa Fe, New Mexico","35049","5.55","4.16","7.29","57"
"Osage, Oklahoma","40113","5.55","3.17","9.17","17"
"DuPage, Illinois","17043","5.55","4.91","6.25","285"
"Douglas, Colorado","8035","5.55","4.30","7.03","74"
"Tolland, Connecticut","9013","5.54","4.05","7.45","48"
"Wagoner, Oklahoma","40145","5.54","3.53","8.31","25"
"Wayne, North Carolina","37191","5.54","3.96","7.58","41"
"Williamson, Tennessee","47187","5.54","4.17","7.22","57"
"Pickaway, Ohio","39129","5.52","3.26","8.82","18"
"Carroll, New Hampshire","33003","5.51","3.55","8.63","25"
"Taney, Missouri","29213","5.51","3.42","8.57","22"
"Berrien, Michigan","26021","5.51","4.17","7.19","60"
"Oxford, Maine","23017","5.50","3.42","8.56","23"
"Pima, Arizona","4019","5.50","4.94","6.11","371"
"Pender, North Carolina","37141","5.50","3.37","8.59","22"
"Shelby, Kentucky","21211","5.48","3.08","9.13","16"
"Clinton, Iowa","19045","5.48","3.26","8.84","19"
"Union, New Jersey","34039","5.48","4.67","6.39","171"
"Hampshire, Massachusetts","25015","5.47","4.08","7.23","55"
"Frederick, Maryland","24021","5.47","4.30","6.88","77"
"Essex, New Jersey","34013","5.46","4.77","6.23","232"
"Cheshire, New Hampshire","33005","5.46","3.51","8.18","26"
"Harnett, North Carolina","37085","5.46","3.71","7.73","32"
"Knox, Maine","23013","5.45","3.24","9.02","19"
"Broomfield, Colorado","8014","5.45","3.20","8.68","18"
"Philadelphia, Pennsylvania","42101","5.45","4.95","5.99","441"
"Suffolk, Massachusetts","25025","5.43","4.69","6.26","198"
"Hinds, Mississippi","28049","5.43","4.17","6.94","65"
"Kaufman, Texas","48257","5.43","3.60","7.84","29"
"Union, Pennsylvania","42119","5.43","3.12","8.97","17"
"Orange, North Carolina","37135","5.43","3.79","7.55","37"
"DeKalb, Georgia","13089","5.43","4.65","6.30","182"
"Warren, New Jersey","34041","5.42","3.87","7.49","41"
"Wake, North Carolina","37183","5.40","4.73","6.14","243"
"Fulton, Georgia","13121","5.40","4.72","6.14","240"
"Cobb, Georgia","13067","5.39","4.59","6.27","174"
"Duplin, North Carolina","37061","5.39","3.22","8.55","19"
"Pasco, Florida","12101","5.39","4.67","6.19","220"
"Grafton, New Hampshire","33009","5.39","3.72","7.68","35"
"Northumberland, Pennsylvania","42097","5.38","3.83","7.48","41"
"Stevens, Washington","53065","5.38","3.11","8.94","18"
"Douglas, Nevada","32005","5.38","3.34","8.62","22"
"Jackson, Georgia","13157","5.38","3.19","8.52","19"
"Washington, Oregon","41067","5.38","4.54","6.33","150"
"Steuben, New York","36101","5.37","3.78","7.49","38"
"Arlington, Virginia","51013","5.36","3.94","7.12","50"
"Christian, Kentucky","21047","5.36","3.15","8.52","18"
"Howard, Maryland","24027","5.35","4.24","6.67","83"
"Brazos, Texas","48041","5.35","3.80","7.28","41"
"Dale, Alabama","1045","5.35","3.05","8.82","16"
"Florence, South Carolina","45041","5.35","3.84","7.29","42"
"Manatee, Florida","12081","5.35","4.56","6.28","185"
"Bibb, Georgia","13021","5.34","3.89","7.16","47"
"Jefferson, Missouri","29099","5.34","4.05","6.91","60"
"Napa, California","6055","5.34","3.96","7.08","52"
"Kosciusko, Indiana","18085","5.33","3.45","7.92","26"
"Danville, Virginia","51590","5.33","3.12","8.81","18"
"Portage, Ohio","39133","5.32","3.94","7.06","52"
"Somerset, New Jersey","34035","5.32","4.32","6.49","104"
"San Francisco, California","6075","5.31","4.68","6.01","271"
"Wayne, Pennsylvania","42127","5.31","3.32","8.36","22"
"Calhoun, Michigan","26025","5.31","3.87","7.14","47"
"Chelan, Washington","53007","5.30","3.44","7.90","27"
"King, Washington","53033","5.29","4.85","5.75","569"
"Santa Clara, California","6085","5.28","4.82","5.76","514"
"Yolo, California","6113","5.27","3.92","6.92","53"
"Richmond, Virginia","51760","5.27","3.95","6.88","57"
"Henrico, Virginia","51087","5.27","4.24","6.47","95"
"Queens, New York","36081","5.26","4.87","5.68","701"
"Cherokee, South Carolina","45021","5.25","3.02","8.55","17"
"Centre, Pennsylvania","42027","5.24","3.76","7.13","42"
"Wilson, North Carolina","37195","5.24","3.40","7.78","26"
"Tuscola, Michigan","26157","5.24","3.06","8.51","19"
"Alameda, California","6001","5.23","4.75","5.75","441"
"St. Landry, Louisiana","22097","5.22","3.32","7.84","24"
"Larimer, Colorado","8069","5.22","4.21","6.41","96"
"Cumberland, Tennessee","47035","5.22","3.51","7.82","31"
"Gaston, North Carolina","37071","5.22","4.01","6.69","65"
"York, Maine","23031","5.22","4.06","6.65","73"
"Alamance, North Carolina","37001","5.22","3.90","6.87","54"
"Chaves, New Mexico","35005","5.22","3.16","8.17","20"
"Adams, Colorado","8001","5.21","4.24","6.33","107"
"Bronx, New York","36005","5.21","4.69","5.77","374"
"San Juan, New Mexico","35045","5.20","3.58","7.31","34"
"Hancock, Maine","23009","5.20","3.17","8.26","23"
"Pitt, North Carolina","37147","5.20","3.74","7.03","43"
"Kings, New York","36047","5.20","4.81","5.60","700"
"Dallas, Iowa","19049","5.19","3.14","8.06","20"
"Gallatin, Montana","30031","5.19","3.21","7.88","22"
"Livingston, Michigan","26093","5.19","3.87","6.82","55"
"Benton, Arkansas","5007","5.19","4.01","6.59","67"
"Missoula, Montana","30063","5.18","3.50","7.40","32"
"Delaware, Indiana","18035","5.18","3.60","7.26","36"
"Yuma, Arizona","4027","5.18","3.99","6.64","68"
"McLean, Illinois","17113","5.16","3.69","7.00","42"
"McDowell, North Carolina","37111","5.16","2.92","8.64","16"
"Nueces, Texas","48355","5.15","4.16","6.30","97"
"St. Lawrence, New York","36089","5.15","3.50","7.35","33"
"Coffee, Tennessee","47031","5.15","3.04","8.29","18"
"Caldwell, North Carolina","37027","5.15","3.36","7.62","27"
"Matanuska-Susitna, Alaska","2170","5.15","3.13","7.93","23"
"Anderson, Tennessee","47001","5.15","3.45","7.54","30"
"Greene, Ohio","39057","5.14","3.78","6.86","50"
"Walla Walla, Washington","53071","5.13","3.16","8.00","22"
"Highlands, Florida","12055","5.13","3.60","7.22","54"
"Crawford, Ohio","39033","5.12","2.85","8.70","16"
"Navajo, Arizona","4017","5.11","3.52","7.21","35"
"Fort Bend, Texas","48157","5.11","4.28","6.04","150"
"Bernalillo, New Mexico","35001","5.10","4.41","5.89","198"
"Contra Costa, California","6013","5.09","4.55","5.68","332"
"Cass, Missouri","29037","5.09","3.49","7.22","33"
"Deschutes, Oregon","41017","5.08","3.83","6.63","58"
"Weld, Colorado","8123","5.07","3.92","6.45","69"
"Mecklenburg, North Carolina","37119","5.07","4.41","5.79","225"
"St. Louis, Missouri","29510","5.06","3.97","6.35","78"
"Washington, Virginia","51191","5.06","3.19","7.88","23"
"Pinal, Arizona","4021","5.06","4.20","6.05","132"
"Monroe, Florida","12087","5.06","3.35","7.52","29"
"Imperial, California","6025","5.05","3.67","6.78","45"
"Montgomery, Virginia","51121","5.05","3.18","7.67","23"
"Fulton, New York","36035","5.03","3.05","8.02","20"
"Aroostook, Maine","23003","5.03","3.22","7.65","28"
"Pinellas, Florida","12103","5.02","4.52","5.57","414"
"Tioga, Pennsylvania","42117","5.01","2.91","8.39","17"
"Houston, Alabama","1069","5.01","3.42","7.13","33"
"Marshall, Indiana","18099","4.98","2.82","8.32","16"
"Ascension, Louisiana","22005","4.96","3.11","7.43","24"
"Albany, New York","36001","4.96","4.01","6.09","99"
"Tuscarawas, Ohio","39157","4.95","3.40","7.06","34"
"Lee, Mississippi","28081","4.94","3.12","7.46","23"
"La Plata, Colorado","8067","4.94","2.75","8.26","17"
"Greene, Missouri","29077","4.94","3.93","6.13","86"
"Black Hawk, Iowa","19013","4.93","3.49","6.79","40"
"Jefferson, Wisconsin","55055","4.93","3.17","7.38","25"
"Yellowstone, Montana","30111","4.93","3.61","6.61","48"
"Orleans, Louisiana","22071","4.92","3.98","6.01","100"
"York, Virginia","51199","4.91","2.98","7.69","20"
"Bonneville, Idaho","16019","4.91","3.19","7.21","26"
"Calaveras, California","6009","4.90","2.84","8.27","18"
"Washington, Maryland","24043","4.90","3.60","6.57","48"
"Hays, Texas","48209","4.88","3.43","6.70","40"
"Walker, Georgia","13295","4.87","3.07","7.46","23"
"Portage, Wisconsin","55097","4.85","2.94","7.61","20"
"Nez Perce, Idaho","16069","4.83","2.74","8.22","16"
"Hawaii, Hawaii","15001","4.82","3.66","6.24","65"
"Greenwood, South Carolina","45047","4.81","3.03","7.35","23"
"San Mateo, California","6081","4.79","4.16","5.48","219"
"Chesapeake, Virginia","51550","4.79","3.60","6.24","56"
"Burnet, Texas","48053","4.79","2.82","7.90","18"
"Nevada, California","6057","4.79","3.24","6.92","38"
"Nacogdoches, Texas","48347","4.78","2.76","7.74","17"
"District of Columbia, District of Columbia","11001","4.78","4.05","5.61","159"
"El Paso, Texas","48141","4.77","4.11","5.51","187"
"Coconino, Arizona","4005","4.76","3.10","6.97","27"
"Cole, Missouri","29051","4.76","2.88","7.43","20"
"Fairfax, Virginia","51059","4.72","4.15","5.34","262"
"Travis, Texas","48453","4.71","4.06","5.42","209"
"Island, Washington","53029","4.69","3.11","6.93","30"
"Collier, Florida","12021","4.68","3.95","5.53","184"
"Columbia, New York","36021","4.64","2.96","7.19","24"
"Tuscaloosa, Alabama","1125","4.63","3.38","6.20","47"
"Montrose, Colorado","8085","4.59","2.61","7.85","16"
"Windsor, Vermont","50027","4.58","2.73","7.45","21"
"Talbot, Maryland","24041","4.57","2.34","8.42","16"
"Lauderdale, Alabama","1077","4.57","3.07","6.65","30"
"Albemarle, Virginia","51003","4.57","3.06","6.62","31"
"Chatham, Georgia","13051","4.53","3.50","5.76","69"
"Santa Cruz, California","6087","4.52","3.49","5.76","70"
"Lancaster, South Carolina","45057","4.52","2.96","6.70","28"
"Ector, Texas","48135","4.50","3.03","6.43","31"
"Monroe, Indiana","18105","4.48","2.95","6.52","28"
"Walton, Florida","12131","4.47","2.66","7.15","19"
"San Patricio, Texas","48409","4.46","2.53","7.32","16"
"Honolulu, Hawaii","15003","4.46","3.93","5.04","280"
"Macon, North Carolina","37113","4.45","2.54","7.93","16"
"Fremont, Colorado","8043","4.42","2.51","7.52","16"
"Clayton, Georgia","13063","4.41","3.08","6.07","42"
"Tazewell, Illinois","17179","4.41","3.17","6.04","42"
"Stafford, Virginia","51179","4.39","2.82","6.49","27"
"Delaware, Ohio","39041","4.38","3.10","6.00","40"
"Midland, Texas","48329","4.36","2.94","6.21","32"
"Prince William, Virginia","51153","4.36","3.36","5.55","72"
"Alexandria, Virginia","51510","4.36","2.90","6.29","30"
"Webb, Texas","48479","4.35","3.16","5.81","47"
"Columbia, Georgia","13073","4.30","2.85","6.20","29"
"Sandoval, New Mexico","35043","4.29","2.93","6.07","34"
"Androscoggin, Maine","23001","4.25","2.84","6.17","30"
"Shiawassee, Michigan","26155","4.23","2.52","6.77","19"
"Rankin, Mississippi","28121","4.21","2.93","5.88","36"
"Marquette, Michigan","26103","4.18","2.49","6.73","19"
"Kauai, Hawaii","15007","4.13","2.41","6.66","19"
"Paulding, Georgia","13223","4.08","2.61","6.04","26"
"Hudson, New Jersey","34017","4.07","3.38","4.85","128"
"Apache, Arizona","4001","3.96","2.24","6.52","16"
"Moore, North Carolina","37125","3.95","2.75","5.64","36"
"Cattaraugus, New York","36009","3.85","2.36","6.05","21"
"Salem, New Jersey","34033","3.82","2.20","6.31","17"
"Augusta, Virginia","51015","3.82","2.36","6.01","21"
"Benton, Oregon","41003","3.80","2.30","6.02","20"
"Henderson, North Carolina","37089","3.63","2.59","5.10","40"
"Hidalgo, Texas","48215","3.46","2.88","4.12","128"
"Stone, Arkansas","5137","no data/suppressed","undefined","undefined","undefined"
"Logan, Oklahoma","40083","no data/suppressed","undefined","undefined","undefined"
"Mississippi, Arkansas","5093","no data/suppressed","undefined","undefined","undefined"
"Lauderdale, Tennessee","47097","no data/suppressed","undefined","undefined","undefined"
"Graham, North Carolina","37075","no data/suppressed","undefined","undefined","undefined"
"Marshall, Tennessee","47117","no data/suppressed","undefined","undefined","undefined"
"Bedford, Tennessee","47003","no data/suppressed","undefined","undefined","undefined"
"Independence, Arkansas","5063","no data/suppressed","undefined","undefined","undefined"
"Roger Mills, Oklahoma","40129","no data/suppressed","undefined","undefined","undefined"
"Lewis, Tennessee","47101","no data/suppressed","undefined","undefined","undefined"
"Grundy, Tennessee","47061","no data/suppressed","undefined","undefined","undefined"
"Marlboro, South Carolina","45069","no data/suppressed","undefined","undefined","undefined"
"Chesterfield, South Carolina","45025","no data/suppressed","undefined","undefined","undefined"
"Cherokee, North Carolina","37039","no data/suppressed","undefined","undefined","undefined"
"Polk, Tennessee","47139","no data/suppressed","undefined","undefined","undefined"
"Poinsett, Arkansas","5111","no data/suppressed","undefined","undefined","undefined"
"Clay, North Carolina","37043","no data/suppressed","undefined","undefined","undefined"
"Chester, South Carolina","45023","no data/suppressed","undefined","undefined","undefined"
"Johnson, Arkansas","5071","no data/suppressed","undefined","undefined","undefined"
"Dillon, South Carolina","45033","no data/suppressed","undefined","undefined","undefined"
"Collingsworth, Texas","48087","no data/suppressed","undefined","undefined","undefined"
"Cleburne, Arkansas","5023","no data/suppressed","undefined","undefined","undefined"
"Lincoln, Tennessee","47103","no data/suppressed","undefined","undefined","undefined"
"Gray, Texas","48179","no data/suppressed","undefined","undefined","undefined"
"Wheeler, Texas","48483","no data/suppressed","undefined","undefined","undefined"
"Towns, Georgia","13281","no data/suppressed","undefined","undefined","undefined"
"Prairie, Arkansas","5117","no data/suppressed","undefined","undefined","undefined"
"Okfuskee, Oklahoma","40107","no data/suppressed","undefined","undefined","undefined"
"McNairy, Tennessee","47109","no data/suppressed","undefined","undefined","undefined"
"Conway, Arkansas","5029","no data/suppressed","undefined","undefined","undefined"
"Fannin, Georgia","13111","no data/suppressed","undefined","undefined","undefined"
"Cross, Arkansas","5037","no data/suppressed","undefined","undefined","undefined"
"Fairfield, South Carolina","45039","no data/suppressed","undefined","undefined","undefined"
"White, Georgia","13311","no data/suppressed","undefined","undefined","undefined"
"Lee, South Carolina","45061","no data/suppressed","undefined","undefined","undefined"
"Clay, Texas","48077","no data/suppressed","undefined","undefined","undefined"
"Newberry, South Carolina","45071","no data/suppressed","undefined","undefined","undefined"
"Lumpkin, Georgia","13187","no data/suppressed","undefined","undefined","undefined"
"Tishomingo, Mississippi","28141","no data/suppressed","undefined","undefined","undefined"
"Alcorn, Mississippi","28003","no data/suppressed","undefined","undefined","undefined"
"Hart, Georgia","13147","no data/suppressed","undefined","undefined","undefined"
"Lawrence, Alabama","1079","no data/suppressed","undefined","undefined","undefined"
"Tippah, Mississippi","28139","no data/suppressed","undefined","undefined","undefined"
"Dawson, Georgia","13085","no data/suppressed","undefined","undefined","undefined"
"Marshall, Mississippi","28093","no data/suppressed","undefined","undefined","undefined"
"Perry, Arkansas","5105","no data/suppressed","undefined","undefined","undefined"
"Pickens, Georgia","13227","no data/suppressed","undefined","undefined","undefined"
"Chattooga, Georgia","13055","no data/suppressed","undefined","undefined","undefined"
"Latimer, Oklahoma","40077","no data/suppressed","undefined","undefined","undefined"
"Saluda, South Carolina","45081","no data/suppressed","undefined","undefined","undefined"
"Clarendon, South Carolina","45027","no data/suppressed","undefined","undefined","undefined"
"Lee, Arkansas","5077","no data/suppressed","undefined","undefined","undefined"
"Tate, Mississippi","28137","no data/suppressed","undefined","undefined","undefined"
"Williamsburg, South Carolina","45089","no data/suppressed","undefined","undefined","undefined"
"Tunica, Mississippi","28143","no data/suppressed","undefined","undefined","undefined"
"Cherokee, Alabama","1019","no data/suppressed","undefined","undefined","undefined"
"Jackson, Oklahoma","40065","no data/suppressed","undefined","undefined","undefined"
"Franklin, Alabama","1059","no data/suppressed","undefined","undefined","undefined"
"McCormick, South Carolina","45065","no data/suppressed","undefined","undefined","undefined"
"Calhoun, South Carolina","45017","no data/suppressed","undefined","undefined","undefined"
"Edgefield, South Carolina","45037","no data/suppressed","undefined","undefined","undefined"
"Union, Mississippi","28145","no data/suppressed","undefined","undefined","undefined"
"Coal, Oklahoma","40029","no data/suppressed","undefined","undefined","undefined"
"Phillips, Arkansas","5107","no data/suppressed","undefined","undefined","undefined"
"Lincoln, Georgia","13181","no data/suppressed","undefined","undefined","undefined"
"Polk, Arkansas","5113","no data/suppressed","undefined","undefined","undefined"
"Lafayette, Mississippi","28071","no data/suppressed","undefined","undefined","undefined"
"Atoka, Oklahoma","40005","no data/suppressed","undefined","undefined","undefined"
"Tillman, Oklahoma","40141","no data/suppressed","undefined","undefined","undefined"
"Arkansas, Arkansas","5001","no data/suppressed","undefined","undefined","undefined"
"Coahoma, Mississippi","28027","no data/suppressed","undefined","undefined","undefined"
"Winston, Alabama","1133","no data/suppressed","undefined","undefined","undefined"
"Hardeman, Texas","48197","no data/suppressed","undefined","undefined","undefined"
"Marion, Alabama","1093","no data/suppressed","undefined","undefined","undefined"
"Hot Spring, Arkansas","5059","no data/suppressed","undefined","undefined","undefined"
"McCurtain, Oklahoma","40089","no data/suppressed","undefined","undefined","undefined"
"Johnston, Oklahoma","40069","no data/suppressed","undefined","undefined","undefined"
"Morgan, Georgia","13211","no data/suppressed","undefined","undefined","undefined"
"Hale, Texas","48189","no data/suppressed","undefined","undefined","undefined"
"Greene, Georgia","13133","no data/suppressed","undefined","undefined","undefined"
"Cleburne, Alabama","1029","no data/suppressed","undefined","undefined","undefined"
"Floyd, Texas","48153","no data/suppressed","undefined","undefined","undefined"
"Haralson, Georgia","13143","no data/suppressed","undefined","undefined","undefined"
"Barnwell, South Carolina","45011","no data/suppressed","undefined","undefined","undefined"
"Pike, Arkansas","5109","no data/suppressed","undefined","undefined","undefined"
"Clark, Arkansas","5019","no data/suppressed","undefined","undefined","undefined"
"Yalobusha, Mississippi","28161","no data/suppressed","undefined","undefined","undefined"
"Calhoun, Mississippi","28013","no data/suppressed","undefined","undefined","undefined"
"Monroe, Mississippi","28095","no data/suppressed","undefined","undefined","undefined"
"Jefferson, Oklahoma","40067","no data/suppressed","undefined","undefined","undefined"
