Mortality, US by County, All Races, Leukemia: Total (Both Sexes), 2014 - 2018
Area,County FIPS,"Age-Adjusted Rate per 100,000",Lower CI,Upper CI,Count
"Hamilton, Tennessee","47065","7.21","6.10","8.47","158"
"Duval, Florida","12031","7.21","6.45","8.03","344"
"Tompkins, New York","36109","7.21","5.03","10.05","37"
"Sauk, Wisconsin","55111","7.20","4.84","10.42","31"
"Fannin, Texas","48147","7.20","4.17","11.85","17"
"Roanoke, Virginia","51161","7.20","5.32","9.62","51"
"Buncombe, North Carolina","37021","7.19","5.90","8.69","118"
"Calcasieu, Louisiana","22019","7.19","5.62","9.05","74"
"Fayette, Pennsylvania","42051","7.18","5.55","9.21","71"
"Polk, Georgia","13233","7.18","4.09","11.73","16"
"Armstrong, Pennsylvania","42005","7.18","4.94","10.23","36"
"Henry, Illinois","17073","7.17","4.69","10.71","27"
"Harrison, Texas","48203","7.17","4.84","10.33","31"
"Virginia Beach, Virginia","51810","7.17","6.09","8.39","161"
"Berks, Pennsylvania","42011","7.16","6.15","8.30","189"
"McHenry, Illinois","17111","7.16","5.86","8.66","111"
"Sangamon, Illinois","17167","7.15","5.72","8.84","91"
"Dearborn, Indiana","18029","7.15","4.49","10.97","23"
"Webster, Iowa","19187","7.15","4.08","11.79","17"
"Whatcom, Washington","53073","7.14","5.71","8.83","91"
"Josephine, Oregon","41033","7.14","5.23","9.64","53"
"Polk, Texas","48373","7.14","4.26","11.30","20"
"Botetourt, Virginia","51023","7.14","4.12","11.93","17"
"Gloucester, New Jersey","34015","7.14","5.90","8.59","120"
"Champaign, Ohio","39021","7.14","4.28","11.42","19"
"Merced, California","6047","7.13","5.65","8.85","82"
"Lafourche, Louisiana","22057","7.13","5.01","9.84","38"
"Oldham, Kentucky","21185","7.13","4.23","11.19","19"
"Mendocino, California","6045","7.13","5.10","9.78","43"
"Lonoke, Arkansas","5085","7.12","4.57","10.56","25"
"Lake, Illinois","17097","7.12","6.26","8.08","254"
"Butler, Ohio","39017","7.12","5.97","8.44","138"
"Okmulgee, Oklahoma","40111","7.12","4.12","11.59","18"
"Milwaukee, Wisconsin","55079","7.12","6.38","7.92","352"
"Santa Rosa, Florida","12113","7.12","5.50","9.09","68"
"Onondaga, New York","36067","7.11","6.13","8.21","202"
"St. Louis, Minnesota","27137","7.11","5.75","8.74","102"
"Erie, New York","36029","7.10","6.43","7.83","435"
"Ocean, New Jersey","34029","7.10","6.35","7.93","350"
"Canadian, Oklahoma","40017","7.10","5.13","9.55","44"
"Utah, Utah","49049","7.10","5.89","8.46","127"
"Sumter, South Carolina","45085","7.10","5.12","9.63","43"
"Jefferson, Ohio","39081","7.10","4.91","10.09","36"
"Hamilton, Indiana","18057","7.10","5.74","8.67","99"
"Clay, Florida","12019","7.10","5.56","8.93","76"
"Snohomish, Washington","53061","7.10","6.26","8.02","269"
"Grundy, Illinois","17063","7.09","4.18","11.26","18"
"Geauga, Ohio","39055","7.08","5.06","9.71","44"
"Campbell, Tennessee","47013","7.07","4.18","11.38","19"
"Maury, Tennessee","47119","7.07","5.01","9.75","40"
"Kent, Rhode Island","44003","7.07","5.54","8.92","78"
"Nelson, Kentucky","21179","7.06","4.07","11.44","17"
"St. Francois, Missouri","29187","7.06","4.67","10.31","28"
"Newaygo, Michigan","26123","7.06","4.42","10.86","23"
"Rutherford, North Carolina","37161","7.06","4.76","10.19","32"
"Cumberland, Maine","23005","7.06","5.89","8.42","132"
"Rockland, New York","36087","7.06","5.90","8.38","137"
"Muskegon, Michigan","26121","7.06","5.51","8.94","74"
"Liberty, Texas","48291","7.06","4.59","10.34","27"
"Medina, Ohio","39103","7.06","5.55","8.89","77"
"Nassau, Florida","12089","7.05","5.04","9.72","42"
"Orleans, New York","36073","7.05","4.02","11.57","17"
"Buffalo, Nebraska","31019","7.05","4.04","11.41","17"
"Lake, Indiana","18089","7.04","6.10","8.09","208"
"Habersham, Georgia","13137","7.04","4.28","11.06","20"
"Story, Iowa","19169","7.03","4.69","10.14","30"
"Montgomery, Ohio","39113","7.03","6.16","8.00","245"
"Washington, Utah","49053","7.03","5.46","8.95","76"
"Cache, Utah","49005","7.03","4.75","9.96","31"
"Darke, Ohio","39037","7.03","4.53","10.57","26"
"Northampton, Pennsylvania","42095","7.02","5.90","8.31","147"
"Forrest, Mississippi","28035","7.02","4.56","10.34","26"
"Kenai Peninsula, Alaska","2122","7.02","4.44","10.65","25"
"Winnebago, Wisconsin","55139","7.02","5.46","8.90","72"
"Macomb, Michigan","26099","7.02","6.32","7.79","379"
"Wayne, West Virginia","54099","7.02","4.25","11.14","20"
"Umatilla, Oregon","41059","7.02","4.71","10.10","30"
"Cass, North Dakota","38017","7.02","5.24","9.20","55"
"Lake, Florida","12069","7.01","6.03","8.12","209"
"Jackson, Florida","12063","7.01","4.47","10.65","24"
"Somerset, Pennsylvania","42111","7.00","4.94","9.76","40"
"Luzerne, Pennsylvania","42079","6.99","5.91","8.22","162"
"Williamson, Illinois","17199","6.99","4.79","9.97","33"
"Scott, Missouri","29201","6.99","4.04","11.39","17"
"Dubuque, Iowa","19061","6.98","5.12","9.37","48"
"Walworth, Wisconsin","55127","6.98","5.02","9.49","44"
"Colquitt, Georgia","13071","6.98","4.03","11.27","17"
"Washington, Oklahoma","40147","6.98","4.65","10.28","29"
"Anoka, Minnesota","27003","6.98","5.77","8.37","123"
"St. Charles, Missouri","29183","6.97","5.87","8.22","146"
"Oneida, Wisconsin","55085","6.97","4.06","11.57","20"
"Taylor, Texas","48441","6.97","5.20","9.17","53"
"Sussex, Delaware","10005","6.96","5.79","8.34","135"
"Frederick, Virginia","51069","6.96","4.79","9.81","34"
"Wayne, New York","36117","6.95","4.92","9.60","41"
"Crow Wing, Minnesota","27035","6.95","4.79","9.92","35"
"York, Pennsylvania","42133","6.95","5.97","8.04","188"
"Winona, Minnesota","27169","6.94","4.20","10.91","21"
"Hernando, Florida","12053","6.94","5.68","8.46","122"
"Forsyth, North Carolina","37067","6.93","5.84","8.17","147"
"Sarpy, Nebraska","31153","6.93","5.16","9.09","53"
"Porter, Indiana","18127","6.93","5.32","8.89","65"
"Marion, Indiana","18097","6.92","6.16","7.74","315"
"Haywood, North Carolina","37087","6.92","4.74","9.95","35"
"Lauderdale, Mississippi","28075","6.92","4.69","9.90","32"
"Thurston, Washington","53067","6.92","5.67","8.37","111"
"Chautauqua, New York","36013","6.91","5.28","8.95","65"
"Brown, Minnesota","27015","6.91","3.87","12.03","16"
"Benton, Washington","53005","6.91","5.37","8.76","70"
"Schoharie, New York","36095","6.91","3.93","11.72","16"
"Isanti, Minnesota","27059","6.91","3.87","11.50","16"
"Waukesha, Wisconsin","55133","6.90","5.93","8.00","190"
"Dakota, Minnesota","27037","6.90","5.80","8.15","145"
"Jackson, Mississippi","28059","6.90","5.15","9.06","54"
"Montgomery, Texas","48339","6.89","5.89","8.00","178"
"Bedford, Virginia","51917","6.88","4.91","9.52","41"
"Wright, Minnesota","27171","6.88","4.96","9.30","43"
"Ozaukee, Wisconsin","55089","6.88","4.95","9.42","44"
"Jasper, Missouri","29097","6.88","5.05","9.18","48"
"Boone, Missouri","29019","6.87","5.12","9.00","54"
"St. Louis, Missouri","29189","6.87","6.23","7.56","449"
"Hamilton, Ohio","39061","6.87","6.13","7.68","325"
"Allen, Indiana","18003","6.86","5.73","8.15","134"
"Washtenaw, Michigan","26161","6.86","5.67","8.22","122"
"Covington, Alabama","1039","6.86","3.94","11.30","18"
"Wayne, Indiana","18177","6.85","4.66","9.82","33"
"Ottawa, Ohio","39123","6.85","4.00","11.19","21"
"Lucas, Ohio","39095","6.85","5.84","7.99","171"
"Schuylkill, Pennsylvania","42107","6.85","5.29","8.78","70"
"Howard, Indiana","18067","6.84","4.70","9.65","35"
"Tarrant, Texas","48439","6.84","6.29","7.43","584"
"Rusk, Texas","48401","6.83","4.19","10.57","21"
"Kennebec, Maine","23011","6.83","5.19","8.88","61"
"Coles, Illinois","17029","6.83","4.24","10.55","22"
"Franklin, Vermont","50011","6.83","3.96","11.00","17"
"Crawford, Arkansas","5033","6.82","4.38","10.18","25"
"Jasper, Iowa","19099","6.82","4.00","11.12","18"
"Jefferson, West Virginia","54037","6.82","4.25","10.45","23"
"Lafayette, Louisiana","22055","6.82","5.37","8.54","79"
"Pulaski, Arkansas","5119","6.81","5.74","8.04","147"
"Riley, Kansas","20161","6.81","4.07","10.70","20"
"Rapides, Louisiana","22079","6.81","5.07","8.98","52"
"Boone, Kentucky","21015","6.79","4.82","9.28","40"
"Stark, Ohio","39151","6.79","5.79","7.94","172"
"Creek, Oklahoma","40037","6.79","4.51","9.88","29"
"Christian, Missouri","29043","6.79","4.56","9.75","30"
"Cherokee, Oklahoma","40021","6.78","3.93","10.92","18"
"Logan, Ohio","39091","6.78","4.10","10.70","20"
"Hanover, Virginia","51085","6.77","4.83","9.27","42"
"Marinette, Wisconsin","55075","6.77","4.31","10.53","24"
"Guadalupe, Texas","48187","6.77","5.07","8.85","55"
"Okanogan, Washington","53047","6.76","4.18","10.62","22"
"Trumbull, Ohio","39155","6.76","5.45","8.32","100"
"Gordon, Georgia","13129","6.76","4.10","10.52","20"
"Jackson, Missouri","29095","6.76","5.95","7.65","263"
"Muscogee, Georgia","13215","6.76","5.22","8.62","67"
"Woodford, Illinois","17203","6.76","3.94","11.03","18"
"Camden, New Jersey","34007","6.75","5.82","7.78","199"
"Greene, Tennessee","47059","6.75","4.62","9.67","33"
"Chesterfield, Virginia","51041","6.75","5.52","8.17","110"
"Suwannee, Florida","12121","6.74","3.94","10.87","19"
"Ventura, California","6111","6.74","6.01","7.54","318"
"Lycoming, Pennsylvania","42081","6.74","5.08","8.84","57"
"Blount, Alabama","1009","6.74","4.33","10.11","25"
"Grayson, Texas","48181","6.73","5.02","8.87","54"
"Cocke, Tennessee","47029","6.73","3.96","11.05","18"
"Randolph, Illinois","17157","6.73","3.89","11.22","17"
"Schenectady, New York","36093","6.73","5.20","8.60","69"
"Bedford, Pennsylvania","42009","6.73","4.44","10.06","28"
"Tom Green, Texas","48451","6.72","4.93","8.99","47"
"Ramsey, Minnesota","27123","6.72","5.81","7.75","201"
"Galveston, Texas","48167","6.72","5.52","8.11","114"
"Columbus, North Carolina","37047","6.71","4.31","10.08","26"
"Harford, Maryland","24025","6.71","5.42","8.22","98"
"Canyon, Idaho","16027","6.71","5.19","8.54","68"
"Bastrop, Texas","48021","6.71","4.37","9.84","27"
"Door, Wisconsin","55029","6.70","3.91","11.59","18"
"Caddo, Louisiana","22017","6.70","5.45","8.17","104"
"Lawrence, Missouri","29109","6.70","3.95","10.85","18"
"Humboldt, California","6023","6.69","5.00","8.80","57"
"Adams, Pennsylvania","42001","6.69","4.94","8.94","50"
"Jefferson, Louisiana","22051","6.69","5.71","7.81","172"
"Union, Ohio","39159","6.69","3.84","10.77","17"
"St. Joseph, Indiana","18141","6.69","5.43","8.15","105"
"Waller, Texas","48473","6.68","3.76","10.99","16"
"Hampton, Virginia","51650","6.68","4.87","8.95","48"
"El Paso, Colorado","8041","6.68","5.79","7.68","206"
"Marion, Florida","12083","6.67","5.75","7.73","217"
"Lafayette, Missouri","29107","6.67","3.78","11.21","16"
"Kent, Delaware","10001","6.67","5.19","8.47","70"
"Escambia, Florida","12033","6.67","5.55","7.96","128"
"White, Arkansas","5145","6.67","4.52","9.54","31"
"Randolph, North Carolina","37151","6.66","5.05","8.66","59"
"Lowndes, Mississippi","28087","6.66","4.13","10.19","22"
"Russell, Alabama","1113","6.66","4.04","10.36","20"
"Roane, Tennessee","47145","6.66","4.14","10.30","25"
"Henry, Indiana","18065","6.66","3.99","10.54","20"
"Madison, New York","36053","6.66","4.47","9.65","31"
"Barnstable, Massachusetts","25001","6.65","5.56","7.96","151"
"Norfolk, Virginia","51710","6.65","5.16","8.44","72"
"Warren, Pennsylvania","42123","6.65","4.04","10.64","21"
"Graves, Kentucky","21083","6.65","3.73","11.08","16"
"Genesee, Michigan","26049","6.65","5.67","7.77","169"
"Smyth, Virginia","51173","6.65","3.76","11.29","16"
"Warren, Iowa","19181","6.64","3.91","10.59","18"
"Greene, Pennsylvania","42059","6.64","3.89","10.86","18"
"Wyoming, New York","36121","6.64","3.83","10.89","17"
"York, South Carolina","45091","6.64","5.28","8.24","86"
"Summit, Ohio","39153","6.64","5.79","7.58","235"
"Etowah, Alabama","1055","6.64","4.79","9.02","44"
"Cambria, Pennsylvania","42021","6.64","5.16","8.48","75"
"Hillsdale, Michigan","26059","6.64","4.09","10.40","21"
"Clark, Indiana","18019","6.63","4.76","9.01","43"
"Douglas, Nebraska","31055","6.63","5.68","7.70","178"
"Union, North Carolina","37179","6.63","5.10","8.47","67"
"Chilton, Alabama","1021","6.63","3.81","10.78","17"
"Jefferson, Texas","48245","6.62","5.31","8.16","91"
"Lapeer, Michigan","26087","6.62","4.64","9.25","38"
"Franklin, Tennessee","47051","6.62","3.91","10.69","19"
"Jefferson, Kentucky","21111","6.62","5.87","7.44","295"
"Newton, Georgia","13217","6.61","4.52","9.32","34"
"Franklin, Pennsylvania","42055","6.61","5.11","8.45","70"
"Richmond, Georgia","13245","6.61","5.11","8.42","69"
"St. Martin, Louisiana","22099","6.61","3.92","10.46","19"
"Floyd, Georgia","13115","6.60","4.62","9.15","38"
"Saratoga, New York","36091","6.60","5.29","8.16","91"
"Monroe, Pennsylvania","42089","6.60","5.09","8.44","68"
"Hillsborough, Florida","12057","6.60","6.01","7.23","473"
"Hall, Georgia","13139","6.60","5.09","8.42","66"
"Sequoyah, Oklahoma","40135","6.60","3.79","10.82","17"
"Hood, Texas","48221","6.58","4.51","9.53","33"
"Flagler, Florida","12035","6.58","4.99","8.66","67"
"Kern, California","6029","6.58","5.76","7.47","243"
"Carteret, North Carolina","37031","6.58","4.65","9.26","39"
"Sullivan, New York","36105","6.58","4.49","9.40","33"
"Cape Girardeau, Missouri","29031","6.57","4.49","9.35","33"
"Greenup, Kentucky","21089","6.57","3.87","10.77","18"
"Stanly, North Carolina","37167","6.57","4.24","9.83","26"
"Pierce, Washington","53053","6.57","5.82","7.39","288"
"Allegany, New York","36003","6.56","4.04","10.27","21"
"Whitfield, Georgia","13313","6.56","4.53","9.18","34"
"Fairfield, Ohio","39045","6.55","4.98","8.49","60"
"Carroll, Maryland","24013","6.55","5.03","8.41","66"
"Carbon, Pennsylvania","42025","6.55","4.39","9.56","31"
"Palm Beach, Florida","12099","6.55","6.08","7.05","830"
"New Castle, Delaware","10003","6.54","5.66","7.52","205"
"St. Lucie, Florida","12111","6.54","5.50","7.73","158"
"Grays Harbor, Washington","53027","6.53","4.45","9.36","33"
"Beaufort, South Carolina","45013","6.53","5.15","8.20","90"
"Marion, West Virginia","54049","6.53","4.23","9.79","26"
"Barron, Wisconsin","55005","6.52","4.16","10.02","24"
"Fayette, Kentucky","21067","6.52","5.28","7.96","99"
"Outagamie, Wisconsin","55087","6.52","5.02","8.34","65"
"Bradford, Pennsylvania","42015","6.52","4.25","9.68","28"
"Carson City, Nevada","32510","6.52","4.22","9.80","26"
"Rogers, Oklahoma","40131","6.52","4.47","9.22","33"
"Tallapoosa, Alabama","1123","6.52","3.93","10.46","20"
"Madison, Alabama","1089","6.52","5.43","7.76","130"
"Randall, Texas","48381","6.51","4.79","8.68","48"
"Vermilion, Louisiana","22113","6.51","4.05","9.95","22"
"Wichita, Texas","48485","6.50","4.79","8.63","49"
"Cabarrus, North Carolina","37025","6.50","4.97","8.34","63"
"Lincoln, Oregon","41041","6.50","4.31","9.81","29"
"Cumberland, New Jersey","34011","6.50","4.87","8.50","55"
"Davis, Utah","49011","6.50","5.16","8.07","83"
"Spartanburg, South Carolina","45083","6.49","5.31","7.85","110"
"Mayes, Oklahoma","40097","6.49","3.73","10.65","17"
"Oneida, New York","36065","6.49","5.24","7.96","103"
"Monroe, New York","36055","6.49","5.77","7.29","306"
"Seneca, Ohio","39147","6.49","4.03","9.99","23"
"Pueblo, Colorado","8101","6.49","5.02","8.28","70"
"Allegan, Michigan","26005","6.49","4.67","8.82","43"
"Lincoln, Maine","23015","6.48","4.03","10.51","22"
"Washington, Wisconsin","55131","6.48","4.84","8.53","55"
"Venango, Pennsylvania","42121","6.48","4.15","9.84","26"
"Clermont, Ohio","39025","6.48","5.05","8.19","73"
"Richland, Ohio","39139","6.48","4.88","8.49","58"
"Sonoma, California","6097","6.47","5.59","7.45","208"
"Eddy, New Mexico","35015","6.47","3.98","10.00","21"
"Strafford, New Hampshire","33017","6.47","4.66","8.77","44"
"Allegheny, Pennsylvania","42003","6.47","5.94","7.05","573"
"Marion, Ohio","39101","6.47","4.31","9.44","29"
"Butler, Kansas","20015","6.47","4.07","9.80","23"
"Camden, Missouri","29029","6.47","3.87","10.43","22"
"Victoria, Texas","48469","6.47","4.49","9.07","35"
"Rockwall, Texas","48397","6.46","4.27","9.36","29"
"Knox, Ohio","39083","6.45","4.12","9.72","25"
"Orange, Florida","12095","6.45","5.81","7.14","387"
"Broome, New York","36007","6.45","5.13","8.05","89"
"Cuyahoga, Ohio","39035","6.45","5.90","7.04","544"
"Scott, Iowa","19163","6.45","4.96","8.27","66"
"Barren, Kentucky","21009","6.45","3.78","10.40","18"
"Lane, Oregon","41039","6.44","5.45","7.57","156"
"Putnam, West Virginia","54079","6.44","4.03","9.86","23"
"Bristol, Massachusetts","25005","6.44","5.60","7.37","224"
"Livingston, New York","36051","6.44","4.14","9.68","26"
"Mason, Washington","53045","6.44","4.29","9.45","30"
"Huron, Michigan","26063","6.44","3.87","10.69","19"
"Franklin, Massachusetts","25011","6.44","4.38","9.29","34"
"San Joaquin, California","6077","6.43","5.59","7.36","215"
"Jefferson, Pennsylvania","42065","6.43","3.94","10.15","22"
"Harris, Texas","48201","6.42","6.05","6.81","1170"
"Johnson, Iowa","19103","6.42","4.55","8.79","40"
"Oakland, Michigan","26125","6.42","5.85","7.04","482"
"Jackson, Oregon","41029","6.42","5.16","7.93","97"
"Talladega, Alabama","1121","6.41","4.27","9.28","30"
"Montgomery, Pennsylvania","42091","6.41","5.74","7.14","355"
"Ravalli, Montana","30081","6.41","4.04","10.07","23"
"Plymouth, Massachusetts","25023","6.40","5.54","7.35","208"
"Kendall, Texas","48259","6.40","3.56","10.72","16"
"Placer, California","6061","6.40","5.44","7.49","166"
"Cumberland, North Carolina","37051","6.39","5.14","7.84","94"
"Craighead, Arkansas","5031","6.39","4.43","8.94","35"
"Sutter, California","6101","6.39","4.46","8.90","36"
"Okaloosa, Florida","12091","6.39","5.00","8.05","75"
"Essex, New York","36031","6.39","3.70","10.61","19"
"Tulare, California","6107","6.39","5.32","7.62","128"
"Bucks, Pennsylvania","42017","6.38","5.63","7.21","274"
"Gilmer, Georgia","13123","6.38","3.60","10.99","16"
"Calhoun, Alabama","1015","6.38","4.61","8.64","45"
"Winnebago, Illinois","17201","6.38","5.23","7.72","112"
"Kenosha, Wisconsin","55059","6.38","4.81","8.31","57"
"Rock Island, Illinois","17161","6.38","4.89","8.23","65"
"Chatham, North Carolina","37037","6.37","4.32","9.19","35"
"East Baton Rouge, Louisiana","22033","6.37","5.35","7.54","140"
"St. Mary, Louisiana","22101","6.37","3.78","10.12","19"
"Solano, California","6095","6.37","5.37","7.51","149"
"Jackson, North Carolina","37099","6.36","3.55","10.66","16"
"Lee, Alabama","1081","6.36","4.50","8.69","39"
"Ohio, West Virginia","54069","6.36","3.81","10.22","20"
"Santa Barbara, California","6083","6.36","5.40","7.45","163"
"Niagara, New York","36063","6.36","5.12","7.84","96"
"Knox, Tennessee","47093","6.36","5.42","7.43","166"
"Johnson, Kansas","20091","6.35","5.46","7.34","191"
"Greenville, South Carolina","45045","6.35","5.44","7.38","177"
"Wilkes, North Carolina","37193","6.34","4.35","9.10","33"
"Volusia, Florida","12127","6.34","5.60","7.17","288"
"Columbia, Pennsylvania","42037","6.34","4.24","9.26","30"
"Franklin, Washington","53021","6.34","3.82","9.78","21"
"Sumter, Florida","12119","6.33","4.85","8.52","120"
"Delta, Michigan","26041","6.33","3.66","10.54","19"
"Sullivan, New Hampshire","33019","6.33","3.87","10.06","21"
"Durham, North Carolina","37063","6.32","5.08","7.77","94"
"Charles, Maryland","24017","6.31","4.58","8.45","47"
"Ashland, Ohio","39005","6.31","3.96","9.69","23"
"Bartow, Georgia","13015","6.31","4.30","8.93","33"
"Collin, Texas","48085","6.31","5.50","7.21","230"
"Sebastian, Arkansas","5131","6.31","4.57","8.51","44"
"Roanoke, Virginia","51770","6.31","4.38","8.83","36"
"Pottawattamie, Iowa","19155","6.30","4.40","8.79","37"
"Eau Claire, Wisconsin","55035","6.30","4.37","8.83","36"
"Loudoun, Virginia","51107","6.30","5.00","7.82","86"
"Grand Forks, North Dakota","38035","6.30","3.93","9.61","23"
"Brown, Texas","48049","6.30","3.64","10.41","17"
"Henry, Georgia","13151","6.29","4.70","8.22","57"
"Polk, Florida","12105","6.29","5.57","7.08","293"
"Vigo, Indiana","18167","6.29","4.45","8.65","41"
"Colleton, South Carolina","45029","6.28","3.64","10.36","18"
"Fresno, California","6019","6.28","5.56","7.06","286"
"DeKalb, Alabama","1049","6.28","4.10","9.25","27"
"Lake, California","6033","6.27","4.15","9.25","30"
"Coffee, Alabama","1031","6.27","3.68","10.02","18"
"Spotsylvania, Virginia","51177","6.26","4.44","8.57","40"
"Richmond, New York","36085","6.26","5.34","7.29","172"
"St. Clair, Illinois","17163","6.26","5.02","7.71","93"
"Grant, Washington","53025","6.26","4.21","8.95","31"
"Lamar, Texas","48277","6.26","3.81","9.82","21"
"Sullivan, Tennessee","47163","6.26","4.88","7.97","74"
"Jefferson, New York","36045","6.24","4.34","8.69","36"
"Lee, North Carolina","37105","6.24","3.93","9.48","23"
"Webster, Louisiana","22119","6.24","3.59","10.26","17"
"Transylvania, North Carolina","37175","6.24","3.32","11.04","19"
"Newport News, Virginia","51700","6.23","4.67","8.13","55"
"Clay, Minnesota","27027","6.23","3.82","9.62","21"
"Tuolumne, California","6109","6.22","4.05","9.42","28"
"Iberia, Louisiana","22045","6.21","3.96","9.29","24"
"Maricopa, Arizona","4013","6.21","5.89","6.55","1418"
"Coweta, Georgia","13077","6.21","4.43","8.45","42"
"Suffolk, New York","36103","6.21","5.71","6.76","573"
"Monmouth, New Jersey","34025","6.21","5.43","7.07","244"
"Loudon, Tennessee","47105","6.21","3.96","9.51","27"
"Bossier, Louisiana","22015","6.20","4.43","8.45","41"
"Stanislaus, California","6099","6.20","5.28","7.23","164"
"Dodge, Wisconsin","55027","6.20","4.31","8.71","36"
"Hennepin, Minnesota","27053","6.20","5.59","6.86","396"
"Gregg, Texas","48183","6.20","4.49","8.37","44"
"Monterey, California","6053","6.19","5.17","7.35","134"
"Richland, South Carolina","45079","6.19","5.07","7.46","113"
"Cerro Gordo, Iowa","19033","6.19","3.79","9.82","22"
"Seminole, Florida","12117","6.19","5.25","7.25","159"
"Charlotte, Florida","12015","6.19","4.88","7.85","128"
"Lenawee, Michigan","26091","6.19","4.34","8.61","39"
"Carter, Oklahoma","40019","6.19","3.71","9.81","19"
"Walton, Georgia","13297","6.19","4.23","8.80","33"
"Wayne, Ohio","39169","6.18","4.47","8.36","45"
"Shelby, Tennessee","47157","6.18","5.46","6.96","284"
"Bexar, Texas","48029","6.18","5.67","6.73","547"
"Coos, Oregon","41011","6.18","4.25","8.93","35"
"Salt Lake, Utah","49035","6.18","5.47","6.96","281"
"Warren, Kentucky","21227","6.17","4.32","8.55","37"
"Clinton, New York","36019","6.17","4.16","8.89","31"
"Madison, Kentucky","21151","6.16","4.03","9.02","27"
"Rockdale, Georgia","13247","6.16","3.98","9.08","26"
"Hartford, Connecticut","9003","6.16","5.52","6.86","356"
"Monroe, Tennessee","47123","6.16","3.56","10.03","19"
"Washington, Arkansas","5143","6.16","4.69","7.93","61"
"Livingston, Illinois","17105","6.15","3.45","10.37","16"
"Effingham, Georgia","13103","6.15","3.40","10.15","16"
"Mercer, Pennsylvania","42085","6.15","4.59","8.17","54"
"El Dorado, California","6017","6.15","4.83","7.77","79"
"Highland, Ohio","39071","6.15","3.62","9.95","18"
"Greene, New York","36039","6.15","3.86","9.59","23"
"Brown, Wisconsin","55009","6.15","4.90","7.62","86"
"Sheboygan, Wisconsin","55117","6.14","4.45","8.31","45"
"Providence, Rhode Island","44007","6.14","5.36","7.02","232"
"Potter, Texas","48375","6.14","4.29","8.52","37"
"Yavapai, Arizona","4025","6.14","5.11","7.40","138"
"Sherburne, Minnesota","27141","6.14","3.94","9.09","26"
"Houston, Georgia","13153","6.13","4.41","8.27","43"
"Wilson, Texas","48493","6.13","3.50","10.03","17"
"Middlesex, New Jersey","34023","6.13","5.42","6.90","282"
"Lexington, South Carolina","45063","6.13","4.95","7.51","97"
"Merrimack, New Hampshire","33013","6.12","4.61","8.01","58"
"Mercer, New Jersey","34021","6.12","5.10","7.30","132"
"Penobscot, Maine","23019","6.12","4.68","7.92","62"
"Jefferson, Alabama","1073","6.12","5.35","6.97","236"
"Fauquier, Virginia","51061","6.12","3.87","9.25","24"
"Davidson, North Carolina","37057","6.12","4.67","7.91","62"
"Hunterdon, New Jersey","34019","6.12","4.45","8.26","48"
"Nassau, New York","36059","6.12","5.61","6.67","564"
"Lubbock, Texas","48303","6.11","4.86","7.57","85"
"Dane, Wisconsin","55025","6.11","5.17","7.17","158"
"Kerr, Texas","48265","6.11","3.97","9.29","31"
"Lowndes, Georgia","13185","6.11","4.13","8.69","31"
"Cochise, Arizona","4003","6.11","4.65","7.96","60"
"Jones, Mississippi","28067","6.11","3.95","9.09","26"
"Wayne, Michigan","26163","6.11","5.63","6.63","611"
"Charleston, South Carolina","45019","6.10","5.08","7.25","134"
"New Haven, Connecticut","9009","6.10","5.46","6.81","340"
"Clark, Nevada","32003","6.09","5.62","6.58","661"
"Anchorage, Alaska","2020","6.09","4.65","7.81","65"
"Itasca, Minnesota","27061","6.08","3.69","9.69","22"
"Leon, Florida","12073","6.08","4.78","7.61","79"
"Brown, Ohio","39015","6.08","3.59","9.84","18"
"Eaton, Michigan","26045","6.08","4.38","8.29","43"
"Faulkner, Arkansas","5045","6.07","4.15","8.55","33"
"Bergen, New Jersey","34003","6.07","5.46","6.73","379"
"Rockingham, Virginia","51165","6.07","4.19","8.62","34"
"Washington, Rhode Island","44009","6.06","4.51","8.07","55"
"Kent, Michigan","26081","6.06","5.24","6.99","200"
"Clark, Washington","53011","6.06","5.10","7.15","146"
"Delaware, Oklahoma","40041","6.06","3.76","9.61","22"
"Marion, Oregon","41047","6.06","4.99","7.30","115"
"Darlington, South Carolina","45031","6.05","3.82","9.17","24"
"Berkeley, South Carolina","45015","6.05","4.53","7.90","57"
"Chittenden, Vermont","50007","6.04","4.51","7.93","55"
"Henry, Virginia","51089","6.04","3.82","9.32","25"
"Midland, Michigan","26111","6.04","4.16","8.56","34"
"Cook, Illinois","17031","6.04","5.75","6.34","1713"
"Richmond, North Carolina","37153","6.04","3.48","9.86","17"
"Lorain, Ohio","39093","6.04","4.97","7.28","117"
"Shelby, Indiana","18145","6.04","3.45","9.95","17"
"Boulder, Colorado","8013","6.04","4.86","7.43","94"
"Surry, North Carolina","37171","6.03","4.10","8.69","32"
"Rockingham, New Hampshire","33015","6.03","4.95","7.30","114"
"Anne Arundel, Maryland","24003","6.03","5.18","6.99","183"
"Berkshire, Massachusetts","25003","6.02","4.51","7.94","61"
"Shawnee, Kansas","20177","6.02","4.64","7.70","69"
"Worcester, Maryland","24047","6.02","3.72","9.46","26"
"Polk, Oregon","41053","6.02","4.06","8.66","31"
"Kane, Illinois","17089","6.01","5.09","7.06","154"
"Butler, Missouri","29023","6.01","3.46","9.88","17"
"Amador, California","6005","6.01","3.47","10.12","19"
"Washoe, Nevada","32031","6.01","5.07","7.07","155"
