fips,total_beds,hospital_beds_per_100000
19127,125,314.0387900713496
19129,851,5664.647540437995
19131,25,236.116358141292
19133,25,288.18443804034587
19135,25,322.12343770132713
19137,25,249.60063897763578
19139,48,112.40428072969112
19141,39,282.690634966657
19143,25,415.5585106382979
19145,75,493.2587964485367
19147,47,525.6682697684822
19149,25,99.43916312000317
19151,25,371.74721189591077
19153,1826,376.17064056133063
19155,514,549.8619996148826
19157,49,266.4346691316405
19159,16,325.0711093051605
19161,25,257.4400164761611
19163,1315,760.3881159721982
19165,25,216.56271656271656
19167,200,573.0659025787966
19169,279,286.580042113913
19175,25,203.20247094204666
19177,25,351.9144144144144
19179,217,618.1983932539456
19183,25,113.12217194570135
19185,25,389.0445066915655
19187,200,550.2366017387476
19191,25,124.4400199104032
19193,830,808.2814767205197
19197,47,371.717810819361
20001,50,399.9040230344717
20003,12,152.34226228259487
20005,25,154.22578655151142
20007,93,2069.8864900957046
20009,81,309.0541417070472
20011,61,419.5611802737465
20013,50,522.1932114882507
20015,106,158.4691284197937
20019,25,762.1951219512194
20021,61,304.740970175351
20023,16,606.2902614626753
20025,43,2143.569292123629
20027,25,311.33250311332506
20029,25,283.0936473785528
20031,25,304.21027013871986
20033,12,682.2057987492893
20035,57,162.43944143630665
20037,114,293.2551319648094
20039,18,636.9426751592357
20041,50,268.61502095197164
20045,157,129.42689441403417
20047,12,425.2303330970943
20051,206,716.5965144188958
20053,18,291.4507772020725
20055,100,274.3408959973663
20057,99,293.61172074263004
20059,44,171.58678781733806
20061,92,276.2016271878471
20063,21,792.4528301886793
20065,15,608.7662337662338
20067,26,354.997269251775
20071,18,1557.0934256055361
20073,25,415.97337770382694
20075,25,979.6238244514107
20077,75,1362.1503814021069
20079,163,473.36934425277343
20081,13,325.81453634085216
20083,50,2670.940170940171
20085,12,90.5728734244094
20087,63,332.03330873827343
20089,25,875.9635599159075
20091,2137,357.61261366793065
20093,25,647.1654154801968
20095,25,348.52920674752545
20097,15,604.1079339508658
20099,111,556.7258501354198
20101,25,1641.4970453053184
20103,304,373.0107117878747
20105,14,464.6531695984069
20109,25,896.3786303334527
20111,25,75.21737822306466
20113,91,318.6609237665021
20115,57,480.4045512010114
20117,25,257.3870071038814
20119,20,485.43689320388347
20121,427,1265.560165975104
20123,25,413.0183380142078
20125,87,270.90988353988917
20127,21,378.3102143757882
20129,20,753.0120481927711
20131,47,464.932238599268
20133,25,156.1719140429785
20135,50,1761.8040873854827
20137,25,461.5952732644018
20141,16,457.9278763594734
20143,25,432.8254847645429
20145,638,9756.843554060253
20147,25,471.9652633566169
20149,50,206.58596041812999
20151,35,375.37537537537537
20153,15,602.4096385542169
20155,200,320.4049919097739
20157,25,542.6524853483829
20159,25,262.27444397817874
20161,163,220.09478928962045
20163,22,441.3239719157473
20165,25,846.5966813410091
20167,25,362.52900232018567
20169,392,720.8002353633422
20171,25,510.9339873288371
20173,2848,552.5633662905303
20175,69,315.0397223997808
20177,1263,712.3800714072186
20179,18,715.7057654075547
20181,25,423.44173441734415
20183,16,445.1864218141347
20185,25,606.060606060606
20187,18,886.6995073891626
20189,25,454.71080392870135
20191,86,375.08722958827633
20193,25,322.66391326794013
20195,25,892.2198429693076
20201,50,913.4088417975887
20203,25,1183.7121212121212
20205,40,465.1162790697675
20209,2440,1474.7925317473268
21001,74,382.1129815139936
21003,25,118.68027533823879
21009,180,408.84931631308774
21013,216,817.3768258533263
21015,271,204.7322615737943
21017,58,290.02900290029004
21019,455,960.7060661725893
21021,197,654.7025589896975
21025,55,429.6203718169036
21027,25,123.25592861016614
21033,25,197.17643347267133
21035,152,389.83355133235875
21037,178,190.1546876335356
21041,25,233.84154896642033
21045,24,150.3006012024048
21047,786,1099.7621379599832
21049,54,149.36932949767646
21051,49,243.659870711089
21053,42,412.7764127764128
21055,48,536.9127516778524
21057,25,375.3753753753753
21059,527,521.7770121087909
21065,25,176.21766405864525
21067,2592,804.4692737430167
21069,25,172.188167229148
21071,224,623.4171050068186
21073,173,340.92700614851015
21075,70,1154.3535620052771
21081,25,99.57382403313817
21083,107,288.2154882154882
21085,75,285.0302132025995
21087,35,318.1818181818182
21089,190,537.345513164965
21093,465,424.1655796473496
21095,150,570.1904436081651
21097,61,325.1079251718808
21099,25,132.74571231349228
21101,192,421.51481888035124
21107,390,865.820087026019
21111,5139,668.7757590585345
21115,72,321.0416016408793
21117,1077,646.6448916854797
21121,25,79.90283814881104
21125,150,247.3981956424931
21127,90,576.775185849782
21131,25,247.9912707072711
21133,90,410.2844638949672
21137,25,102.06997917772425
21139,25,272.56868730920195
21141,75,277.27457576989906
21145,708,1081.1636252576925
21151,130,141.16625040721033
21155,75,389.4687646050787
21157,25,80.06405124099278
21161,100,584.0439201027917
21167,25,115.2604887044721
21171,49,461.56744536548604
21173,42,149.77533699450822
21175,25,188.39487565938205
21177,90,292.06555249067014
21179,40,87.11749972775782
21181,18,250.38252886354152
21183,25,103.81628669905734
21185,187,281.1691826547182
21187,25,230.4784733105928
21193,358,1362.978755805985
21195,453,773.1035071251814
21199,283,436.80254364166757
21203,26,154.80797856504913
21205,149,607.320453248553
21207,25,140.0874145466771
21209,75,134.0219081145798
21211,140,291.0602910602911
21213,50,272.940662699929
21217,90,351.94744251525105
21221,25,171.59722698881188
21225,50,342.88849266218625
21227,733,560.2433580971598
21231,25,122.26732527999216
21235,273,753.0619000331016
21239,25,94.38948878652874
22001,189,303.0254445174841
22003,76,297.20006256843425
22005,127,101.55044338362879
22007,15,67.45817593092282
22009,93,229.82824663289261
22011,48,128.38687244229277
22013,21,156.82174594877156
22015,428,337.1352952296931
22017,2676,1100.1344334677667
22019,986,486.0542842776721
22021,77,773.1699969876494
22023,49,703.7196610656326
22027,47,296.4551532736218
22029,96,491.47596375364765
22031,34,124.1102390947253
22033,2606,588.0521168522288
22035,23,331.07816323592914
22037,811,4217.807364260453
22039,148,441.90976680302174
22041,43,213.83460142224877
22045,201,284.04674759408164
22047,10,30.650401520259916
22049,25,158.00783718872455
22051,2420,556.4459201247174
22053,105,334.1288782816229
22055,1341,550.2847857131133
22057,243,248.00979791794245
22059,84,561.8729096989966
22061,216,458.42353240799696
22063,59,41.9857106259429
22065,25,224.47696866301519
22067,119,472.4284409861447
22069,117,303.8566419945462
22071,1875,479.23445171744845
22073,973,629.0446666968367
22077,60,274.18544075309603
22079,1224,938.8230962753881
22081,37,437.2488773339636
22083,56,276.52955409609405
22085,48,200.71085093037843
22087,40,85.66411102068788
22089,59,111.62403511427273
22091,25,244.45096313679477
22093,49,231.7661526818655
22095,104,241.5515038903728
22097,607,733.2157611190297
22099,43,80.21340496576939
22101,186,371.8512594962015
22103,2474,957.2562266151281
22105,610,456.064536870201
22109,567,509.4476940079247
22111,58,260.44005388414905
22113,95,158.89741917139176
22115,141,285.9170637736997
22117,143,308.6886130599029
22119,219,564.2439388864556
22123,30,274.3735138101335
22125,12,77.71517388770158
22127,87,614.18990469467
23001,483,447.3962096370811
23003,228,338.12341504649197
23005,1240,421.0240391144914
23007,70,233.85561086426353
23009,114,207.90779107090748
23011,726,594.3122840910951
23013,99,248.68748273003592
23015,77,223.73964840912393
23017,75,129.89037252558842
23019,773,509.5717751292058
23021,50,296.4895635673624
23025,50,98.86698435924308
23027,25,62.935830627092614
23029,50,159.347313404296
23031,294,142.66719722041597
24001,323,454.9167629080871
24003,650,112.96077133090381
24005,2429,293.2891246364072
24009,73,79.26683605880947
24013,683,405.9845571320728
24015,75,72.8940897472033
24017,99,61.32005351568307
24019,133,415.7029443020566
24021,269,105.096599011545
24023,26,89.17852855427886
24025,243,95.76883059557966
24027,693,214.94570527314852
24029,12,61.67763157894736
24031,1724,164.5570466019065
24033,1087,119.37826656606823
24037,93,82.16854270113622
24039,89,346.3169773142924
24041,117,315.4744250006741
24043,382,253.69417233936576
24045,396,383.63914669353437
24047,40,76.97192449054208
24510,4741,787.183242178809
25001,662,310.06299618275915
25003,657,521.7308440604478
25005,1748,310.3136688910547
25007,50,286.8617326448652
25009,1241,157.6798070741184
25011,89,126.18922712643027
25013,1676,359.1579930868515
25015,310,192.11581484993275
25017,4301,267.8250624727956
25019,14,124.86621476988941
25021,2060,292.7217438258448
25023,1295,249.7122042742245
25025,7034,877.9747416876985
25027,2225,269.1570243934894
26003,11,120.90569355902396
26005,68,58.06804208225167
26007,139,488.9029580387605
26011,25,166.52234729900752
26013,15,179.92083483267362
26015,25,40.95339503644852
26017,446,430.8928950978687
26019,8,45.190080777269394
26021,361,234.72499463578612
26023,87,200.3315833103067
26025,373,278.4766654472425
26027,25,48.43740917985779
26029,25,95.43077451616598
26033,102,272.59607675450314
26035,49,159.84341869189367
26037,102,129.18423952277823
26039,71,510.644418872267
26041,25,69.6883536823326
26043,66,260.11902415953966
26045,45,41.009751207509346
26047,202,608.8922381311229
26049,1247,306.56144750104477
26051,25,98.76738305941845
26053,25,169.89466530750934
26055,442,477.11571675302247
26057,97,238.37609358104788
26059,75,164.08865162885337
26061,61,169.9637782112009
26063,98,315.0618871564057
26065,1101,378.4506553280421
26067,22,34.16096023353675
26069,47,186.41177170507277
26071,25,225.24551761419946
26073,118,167.7017750806532
26075,429,271.2203016930722
26077,856,323.8474285152201
26079,8,45.13399153737659
26081,2162,331.2815939517359
26087,203,230.74737141233305
26091,113,114.94252873563218
26093,107,56.070260752913555
26095,25,397.7091950365893
26097,15,139.13366107040162
26099,1301,149.3868936826912
26101,45,183.3815558906231
26103,511,769.5435447193651
26105,45,154.84137361502994
26107,49,112.69290034727813
26111,324,388.2797051950386
26115,238,158.66666666666666
26117,148,233.0121544177845
26121,440,253.34093356134017
26123,25,51.348409226282165
26125,5032,400.8475791419058
26127,24,90.41250706347711
26129,88,421.15338597750656
26131,18,310.2378490175801
26133,25,107.19032714487845
26137,46,186.893105269573
26139,325,112.3937446829113
