fips,total_beds,hospital_beds_per_100000
26141,58,457.1608733349097
26145,1107,579.0778694956216
26147,398,249.86659133000595
26149,144,236.88496273996938
26151,65,157.84744651399987
26153,37,460.71473041962395
26155,126,184.81577094578736
26157,50,94.90727559174685
26159,34,45.08327145433329
26161,1930,523.9084110373658
26163,6380,363.93526971995806
26165,49,146.56178027697186
27001,25,157.96790092253252
27003,996,281.53487386050455
27005,87,254.18529231308614
27007,157,335.58481532147744
27011,40,804.1817450743869
27013,272,403.75252345327164
27015,78,311.05439464029354
27017,61,170.82528214175696
27019,109,105.25197709562481
27021,5,16.971013508926752
27023,30,252.6103065005052
27025,61,109.23286297543154
27029,25,281.78539224526605
27031,16,296.1865975564606
27033,26,230.5168897951946
27035,220,339.63720571208023
27037,244,57.37517959136644
27041,143,378.1068217874141
27043,43,313.25125664748305
27047,159,521.9103889709503
27049,83,179.14957910641053
27051,30,503.1868500503187
27053,5624,448.02182114815946
27057,50,234.88514116596983
27059,86,214.97850214978502
27061,104,230.19034971226208
27063,20,202.57267294641954
27065,49,302.3758099352052
27067,152,354.23803863991236
27069,15,351.12359550561797
27071,25,202.34722784297855
27073,27,406.3205417607224
27075,25,236.49607416516886
27077,15,400.3202562049639
27079,15,52.770448548812666
27081,44,780.0035454706612
27083,74,287.98256537982564
27085,115,321.3367609254499
27087,18,326.79738562091507
27089,32,342.13621297979256
27091,57,288.79768961848305
27093,35,151.19443604475356
27095,28,107.8457805338366
27097,49,147.95132703282104
27099,82,205.35423605719868
27101,25,303.14053595246753
27103,25,73.1507490636704
27105,48,221.53505330687221
27107,14,216.5171667182184
27109,2930,1872.8506960868287
27111,149,255.06710490276635
27113,42,297.661233167966
27115,70,239.28351678402953
27117,44,480.1920768307323
27119,92,293.1430028039765
27121,34,306.11326190690556
27123,1925,352.1783833823029
27127,25,164.54946356874876
27129,41,281.3615152346967
27131,49,73.6299568738824
27133,28,298.3166418069465
27135,25,163.83773510714988
27137,1121,561.9075784841027
27139,142,96.46673595967418
27141,54,56.24121231057647
27143,20,134.48994687647098
27145,592,370.49090044308707
27147,86,234.26859166439664
27149,49,501.5353121801433
27151,36,385.8934505306035
27153,71,288.5826931674999
27155,25,761.7306520414381
27157,25,115.93396401409757
27159,49,358.16095314669985
27161,35,187.58709400793225
27163,183,70.63673418972331
27165,50,458.58937906998074
27167,25,399.1060025542784
27169,49,96.56314046980924
27171,120,87.98492524947393
27173,55,562.6598465473146
28001,280,900.2347040478411
28003,200,539.6945328943817
28005,25,202.57677659833075
28007,25,136.55232685164955
28011,164,524.7496240360925
28013,25,173.40639522785602
28017,84,492.37983587338806
28019,50,609.3102607847917
28021,32,353.90400353904005
28023,25,160.13323084806558
28025,49,251.08890596976687
28027,181,797.8840643597091
28029,50,176.43530117505912
28031,35,186.07123870281765
28033,514,282.0208936879993
28035,578,769.005614539262
28037,25,324.0020736132711
28039,48,199.18665449414888
28041,7,51.39878111461928
28043,142,678.5492426052467
28045,102,215.46716238196836
28047,1550,751.8104079662801
28049,2637,1119.250946503455
28051,25,143.56265074078328
28053,34,414.7353012929983
28059,571,399.65843552270564
28061,16,97.24079251245898
28063,30,420.816383784542
28065,35,313.00304060096585
28067,285,417.2339584522816
28069,25,254.3493743005392
28071,434,802.8265413714645
28073,261,416.31442106774284
28075,907,1200.4182272985959
28077,25,198.4914648670107
28079,25,109.69242244745733
28081,690,808.8717996811404
28083,248,862.1888471700737
28085,99,289.49907886656723
28087,315,534.841075794621
28089,67,63.51794618987125
28091,49,197.70022190841235
28093,40,112.66970874880289
28095,130,365.58958350909757
28097,25,251.10486139011653
28099,68,232.4786324786325
28101,73,344.0961583785058
28103,25,236.607987885671
28105,96,193.57570624886577
28107,96,281.69840664338744
28109,74,133.30451073641737
28111,22,183.6240714464569
28113,191,485.2025911342563
28115,25,78.13476684585572
28117,114,453.1902206320811
28119,33,468.8832054560955
28121,2111,1369.7208001609147
28123,60,212.10407239819003
28125,29,655.0711542805512
28127,79,294.57826832724294
28129,29,182.17224700043974
28131,25,136.74652663822337
28133,175,679.3741993089794
28135,18,128.19599743608003
28137,76,267.42672155952005
28139,25,113.76046596286858
28141,48,247.47370591874613
28145,153,535.3768633214361
28147,25,173.33425778270816
28149,396,860.3084944601347
28151,364,807.596734114306
28153,49,240.85725521038142
28155,38,390.66515883622907
28157,25,286.4672854360032
28159,49,270.4791344667697
28161,26,211.79537308569567
28163,25,87.68545473676828
29001,93,365.1641275325899
29005,18,347.4903474903475
29007,70,276.2867066624566
29009,43,120.73564509335954
29011,25,213.09239686327993
29013,60,368.5050976538509
29019,1336,743.444775853626
29021,501,569.9399344739716
29023,468,1099.3657505285412
29027,75,166.87433250267
29029,132,288.06494555136067
29031,683,866.3774513534769
29033,25,286.59864725438496
29037,96,91.70193051668306
29039,41,289.8755656108597
29047,865,350.94125283998704
29049,58,282.8854314002829
29051,268,349.73248075166384
29053,70,399.4977742266865
29055,25,104.2361574382922
29065,25,161.10323495295785
29069,116,391.1386856391408
29071,140,135.0973183182314
29073,24,163.5657329789409
29075,25,380.17031630170317
29077,2033,697.2500977453408
29079,22,222.55943348507842
29081,19,225.46576480360747
29083,110,503.34034959275186
29091,139,346.3742835783703
29093,15,147.7832512315271
29095,3695,527.3049792146224
29097,366,303.66387893269615
29099,321,142.8082054658617
29101,62,114.92548379921406
29105,58,162.55605381165918
29107,32,97.86830596079152
29109,132,345.17925786459557
29113,25,43.410314290675466
29115,25,208.26391202932356
29117,25,167.01182443717016
29121,25,164.97294443711232
29123,25,205.32194480946126
29127,99,346.49307013859726
29145,731,1254.1174855888005
29147,81,364.8813009595027
29155,167,1022.657685241886
29157,25,130.02548499505903
29159,99,233.37497937342354
29161,242,542.759100186153
29163,25,137.68036127326798
29165,97,94.31393901680148
29167,86,268.4899004089788
29169,46,87.85500105044024
29171,15,316.05562579013906
29175,99,399.6931648431507
29177,34,148.471615720524
29181,21,155.74013645802435
29183,1001,251.20962075126985
29185,12,126.91697514542571
29186,47,262.7606641695086
29187,562,843.1728504343391
29189,5237,525.7087330690568
29195,75,327.0538984824699
29199,25,507.8204346942921
29201,125,324.35518189838604
29207,48,164.07451717655104
29211,25,405.6466006814863
29213,157,282.56213667368576
29215,66,258.64095932283095
29217,140,680.9338521400778
29221,25,100.72927998710665
29510,5014,1645.5043992793126
30001,18,190.3955997461392
30003,18,135.31799729364005
30007,25,411.1842105263158
30009,10,93.55412105903265
30011,25,1915.7088122605362
30013,436,534.4709228204374
30015,50,872.4480893386843
30017,25,216.20686673008734
30019,25,1466.275659824047
30021,25,283.3182230281052
30023,199,2174.1505517316727
30025,25,840.3361344537816
30027,25,223.87391421151605
30029,270,264.70328722267425
30031,133,119.38851536341686
30033,25,2378.6869647954327
30035,46,335.6194367430323
30039,25,751.8796992481202
30041,49,298.38022165387895
30047,47,154.69176842313135
30049,211,307.069883866461
30051,25,1018.3299389002037
30053,25,125.97631645250694
30055,25,1369.1128148959476
30057,15,175.84994138335287
30059,25,1392.7576601671308
30061,25,577.3672055427252
30063,404,339.31901026356013
30065,25,533.9598462195643
30067,50,302.7917398413371
30071,6,148.8095238095238
30073,20,338.35222466587715
30077,16,233.81557796288175
30079,25,2151.4629948364886
30081,25,57.57184966838614
30083,25,225.28611336397225
30085,67,604.0934090704175
30087,24,264.7545504688362
30089,16,135.54727211114874
30091,19,560.6373561522572
30093,206,590.3424559392463
30095,16,167.32901066722442
30097,25,680.0870511425462
30099,25,408.03003101028236
30101,21,436.4089775561097
30105,25,336.7456896551724
30107,25,1169.3171188026192
30111,668,416.4848182555022
31001,170,538.9810088456295
31003,35,554.2359461599367
31011,25,478.194338179036
31013,25,230.5209774089442
31015,15,797.0244420828906
31017,23,796.674748874264
31019,328,661.3703270556922
31021,18,276.7953252345071
31023,20,250.09378516943855
31029,15,404.63987051524145
31031,21,362.00655059472507
31033,113,1198.5574883326262
31037,25,234.0604812283494
31039,25,281.46813780680026
31041,35,324.4345569150908
31045,25,287.85261945883707
31047,59,249.59810474659446
31053,75,205.11418022699303
31055,2843,502.52855115167944
31057,12,622.4066390041494
31059,30,541.3208228076506
31061,14,471.38047138047136
31065,20,424.44821731748726
31067,25,116.02004826434008
31069,10,521.9206680584551
31079,258,420.62017020444097
31081,12,130.16596160104135
31083,19,562.130177514793
31089,42,414.8967697322928
31093,10,155.56938394523957
31095,17,239.36919177696424
31097,18,351.69988276670574
31099,10,151.79113539769278
31101,18,223.65805168986086
31105,15,419.46308724832215
31107,23,273.8095238095238
31109,1549,490.227105856141
31111,116,331.03133382797785
31119,301,859.4352282785599
31121,20,255.55839509327882
31123,20,424.53831458289113
31125,19,539.0070921985816
31127,16,229.29206076239612
31129,25,594.6717411988582
31131,46,288.1302849984341
31133,11,416.6666666666667
31135,20,692.2810661128418
31137,25,276.24309392265195
31139,35,490.74593381940554
31141,50,150.37593984962405
31143,16,307.21966205837174
31145,25,233.1002331002331
31147,24,303.29836977126246
31149,24,1678.3216783216783
31151,43,302.36973489909286
31153,185,100.56752701733022
31155,16,74.92039707810451
31157,172,479.32226061754545
31159,24,139.39710751001917
31161,25,479.3863854266539
31169,17,340.0
31173,21,290.93931837073984
31175,16,390.2439024390244
31177,21,102.20967584931374
31179,21,223.68981678738814
31181,13,371.74721189591077
31185,38,277.9606466242411
32001,25,101.60123547102333
32003,7650,343.2238636149504
32005,23,47.436373386132075
32007,75,142.75653349068276
32013,67,398.00403944398244
32015,30,539.0835579514825
32017,20,386.3241259416651
32019,63,113.17297501212568
32021,35,780.0312012480499
32023,69,151.60170496989937
32027,38,576.5437718100441
32031,2177,468.9970744233943
32033,25,261.23301985370955
32510,466,843.530519151401
33001,137,223.95135188151832
33003,50,103.17574957182065
33005,169,222.25144660704893
33007,66,209.616972622753
33009,506,560.1620706069899
33011,1164,280.2759417777296
33013,405,268.3861048892659
33015,617,200.18753386478744
33017,301,231.25206475057814
33019,25,57.90656197160262
34001,1127,425.8454562629888
34003,3011,323.320179324045
34005,1122,251.39984001828364
34007,2650,522.9702341130524
34009,242,261.0543575581709
34011,898,598.3276143518673
34013,4081,510.9565818369396
34015,897,307.4602820956657
34017,2207,328.4602551185181
34019,184,147.12584857231957
34021,1664,452.0694948177731
34023,3394,411.3864596401278
34025,2790,449.4049009295755
34027,2876,583.7045756674751
34029,1608,267.101648123478
34031,1493,296.95900454090696
34033,222,353.7623099722727
34035,1018,308.34375785625366
34037,294,208.51655366109676
34039,2025,364.72817394562037
34041,309,292.25385415681455
35001,2117,311.76504373104854
35005,232,357.40695094897706
35006,25,93.41254717333634
35007,25,206.5091690071039
35009,100,202.01203991757907
35013,681,312.82154931647807
35015,148,255.7677352458308
35017,35,127.77919754663941
35019,10,230.62730627306271
35025,143,203.243366164954
35027,25,127.29124236252547
35028,47,247.681281618887
35029,25,104.07126800432937
35031,229,318.2500416921452
35035,111,166.15771510687983
35037,50,604.9606775559589
35039,70,179.66223499820336
35041,24,128.18458580355713
35043,296,204.20271258468202
35045,269,214.15833386408508
35047,170,617.1494953895303
35049,268,178.28750856511817
35051,25,227.52093192573716
35053,24,143.51491957184717
35055,25,76.3149058274062
35059,25,608.8650754992693
36001,1590,519.3278134339326
36003,55,118.78023496890117
36005,4264,298.79696381921946
36007,853,444.1736703429458
36009,186,242.34527687296418
36011,99,128.64159671509134
36013,411,322.1407072987208
36015,471,559.9476906615943
36017,58,122.0358953857807
36019,300,373.50597609561754
36021,192,319.9146894161557
36023,162,340.20748456466043
36025,130,290.98397349807504
36027,1170,398.60454341041964
36029,3342,363.70640991736616
36031,50,134.11657412623052
36033,171,339.3597809045625
36035,74,138.44196662426103
36037,133,231.08732668450497
36043,25,40.493699180407525
36045,330,296.0862777468731
36047,5877,228.07614646392713
36049,31,117.17568793468399
36051,67,105.98247334619887
36053,126,177.48978729398507
36055,2272,305.75278165052674
36057,130,263.72377977035745
36059,4377,322.8630881998225
36061,10193,625.662537527169
36063,605,287.8964524494992
36065,1414,617.2677824633088
36067,1968,426.35146699134077
36069,384,349.8096088326926
36071,1237,323.7567296644394
36073,39,96.00236313509257
36075,196,166.62416050327298
36077,233,390.9855184333731
36079,164,166.13651559049376
36081,4864,214.18103934167513
36083,292,183.63278474087025
36085,1396,293.5264384057057
36087,1185,364.3765778120801
36089,279,257.49409332545775
36091,259,112.94606062456118
36093,538,346.9042982603201
36095,25,80.15646542050082
36097,25,140.09526478005043
36101,555,579.0720240393143
36103,4167,281.2948066781696
36105,169,224.3491882276414
36109,212,207.3613271124935
36111,325,182.20450633791367
36113,391,609.1576175861155
36117,120,133.18091517485544
36119,3544,365.836789720234
36121,62,154.89544557423739
36123,25,100.07605780393098
37001,238,143.24922958397534
37003,25,67.0762791446433
37005,41,369.8691926026161
37007,15,61.39991813344249
37009,76,281.38768558628607
37011,40,228.44089091947458
37013,142,301.10262934690417
37015,6,31.44489282532362
37017,48,144.5391309584751
37019,271,197.3736917620154
37021,1048,403.73532221777054
37023,446,494.74197985534903
37025,497,234.87157675858322
37027,137,166.9591498488837
37031,135,194.80238380398552
37035,596,376.0086305336673
37037,25,34.315676773777334
37039,57,200.61239573434696
37041,49,350.12504465880676
37045,470,480.74464276581597
37047,154,276.68481287842036
37049,350,342.1644344510705
37051,965,288.43682187457034
37055,21,57.223826911548315
37057,240,143.85298225213833
37059,131,307.92374773758314
37061,81,137.3696260493513
37063,1567,493.2869532369005
37065,117,224.70183794580268
37067,2134,563.8059809933447
37069,83,122.01037823217251
37071,475,213.84933301518555
37077,62,103.63906858566102
37081,1777,333.42339705341533
37083,204,402.54153676151384
37085,147,109.43362515633375
37087,154,248.9411916847176
37089,325,279.4545048066175
37091,114,479.9595823509599
37093,49,89.76002930939731
37097,466,260.54916607493305
37099,86,197.99700702198686
37101,199,97.88104747476734
37105,137,224.28498927688557
37107,199,353.14995563442767
37109,101,119.41357294868763
37111,65,143.1654993172107
37113,83,235.9831684294325
37117,49,216.392863451687
37119,4112,375.46682250244254
37121,46,307.50718630924524
37123,37,135.91448407596516
37125,410,413.0441352769914
37127,395,418.9336812073775
37129,800,345.64999481525007
37133,306,154.25175297539533
37135,923,630.6626399005152
37139,182,457.57385292269015
37141,43,69.47698372945986
37145,38,96.05419478779606
37147,974,541.2283772595174
37149,35,169.22928150082197
37151,145,101.07346995678238
37153,163,364.1725686454121
37155,337,255.97010390715198
37157,218,239.426255614985
37159,427,302.8841379506022
37161,143,214.26109887475465
37163,116,183.3006763162885
37165,104,297.8150682970132
37167,109,175.6647864625302
37169,59,129.13675363333917
37171,193,268.4134401424121
37173,66,463.4506003791868
37175,82,240.900143952525
37179,182,77.19485763486831
37181,205,459.49701887299955
37183,1961,179.63435568884876
37187,25,212.08008143875128
37189,117,210.17083116276564
37191,316,255.28133457204027
37193,120,175.59005574984272
37195,294,360.3868642665392
37197,22,58.52776078107957
38001,25,1100.8366358432409
38003,25,236.02719033232628
38009,25,389.52944842630103
38011,23,744.0957618893561
38015,521,545.4983300003141
38017,1124,624.6630765212269
38019,20,530.6447333510215
38021,20,411.77681696520483
38023,15,655.307994757536
38029,14,429.18454935622316
38031,25,773.7542556484061
38035,676,962.3734749370044
38037,25,1078.515962036238
38039,18,777.8738115816767
38051,44,1735.7001972386588
38053,24,173.46053772766695
38055,47,493.12768859511067
38057,13,155.52099533437016
38059,41,131.7565396233691
38061,11,106.30073444143795
38063,19,663.4078212290503
38067,20,291.970802919708
38069,25,615.6119182467372
38071,25,216.9950525128027
38073,25,475.46595663750475
38079,25,173.1661702569786
38089,50,160.4415351046079
38093,165,790.2677331289813
38095,20,912.8251939753537
38097,41,512.5640705088135
38099,28,263.1084382634843
38101,441,639.4826136132942
38103,25,642.8387760349705
38105,50,138.71934302519145
39001,25,90.30160736861117
39003,782,760.6411952377246
39005,124,231.63282461285564
39007,416,427.0345733760368
39009,248,376.0709682311017
39011,140,306.28541425102276
39013,184,272.8998576174656
39015,49,112.62296589133032
39017,1017,266.14049182344183
39021,35,90.06458917680965
39023,687,511.12648706559827
39025,178,86.56913858843669
39027,179,426.1904761904762
39029,497,484.811830579238
39031,56,153.18124623885333
39033,75,180.2754609042617
39035,8760,705.6122757204132
39037,104,202.38581742464046
39039,104,273.511466442247
39041,212,103.18611465340175
39043,570,765.933430978648
39045,255,163.2480602289314
39047,25,87.38508860847985
39049,7133,546.7094346274857
39051,46,109.04091404731427
39053,287,956.8261376896149
39055,271,289.3537055425649
39057,274,163.22445745739185
39059,261,669.2994153246487
39061,5900,723.2253398546195
39063,221,291.69141424140435
39065,25,79.63558755136496
39067,25,165.21279407877344
39069,31,114.52637801093543
39071,60,139.27576601671308
39073,35,123.64869638945808
39075,71,161.53251126177366
39077,139,238.5406119682175
39079,25,77.06535141800246
39081,366,555.024794140394
39083,117,189.3939393939394
39085,573,249.39609584122215
39089,262,149.36519790888724
39091,116,255.98587664128877
39093,961,310.86842599002375
39095,3258,757.1127465903203
39097,78,176.27915386006148
39099,1009,441.66827167194856
39101,276,423.44927047055035
39103,218,121.7088367315036
39107,88,214.45630452795243
39109,212,199.86047476290136
39113,3242,609.412242381407
39117,47,133.720268578582
39119,321,373.11264282310276
39123,25,61.6416401607614
39125,25,133.39024650517553
39129,82,141.1068281938326
39131,25,89.56079386687684
39133,267,164.33196287451685
39139,475,392.42252753153844
39141,407,529.8375338471152
39143,102,173.46643764561827
39145,446,591.1904667223392
39147,264,477.81940598360217
39149,90,185.14708907632175
39151,1766,475.34964846736074
39153,2861,529.021282890479
39155,850,426.8268187843972
39157,151,163.83659740682472
39159,99,171.07013875689034
39161,197,698.2596675291533
39165,363,156.10217596972564
39167,256,425.129116362489
39169,188,161.98099308134374
39171,123,334.60282916213276
39173,242,185.2106963003781
39175,25,114.11877482083354
40001,77,347.3005277163863
40005,25,180.96272167933407
40007,24,450.61960195268495
40009,105,480.3293687099726
40011,42,441.13013338934985
40013,138,291.60063391442156
40015,42,143.9391343089208
40017,123,85.05635848143282
40019,248,512.6085159156676
40021,118,241.45198584027338
40023,64,434.57594893732596
40025,25,1157.943492357573
40027,898,318.22643689158684
40029,20,358.61574323112785
40031,675,556.1322853329378
40035,50,350.28723553313716
40037,95,132.85784210894343
40039,92,318.0199799509143
40041,58,135.7010832689923
40043,18,368.474923234391
40045,25,635.1626016260162
40047,458,744.0500365526764
40049,69,248.29968692648168
40051,57,103.04619000271174
40055,18,310.88082901554407
40057,22,826.1359369132557
40059,25,670.2412868632708
40061,25,197.03656998738967
40063,25,188.46588767433096
40065,49,197.51693002257338
40067,18,295.85798816568047
40069,25,226.69568371418208
40071,165,374.3703770930707
40073,25,158.11776611220037
40075,38,431.0344827586207
40077,33,322.2970993261061
40079,43,86.00172003440069
40081,50,143.11884588962675
40083,25,52.74150334381132
40085,25,246.84044233807268
40087,39,97.69294356353798
40089,25,75.95782821377571
40091,10,50.82075519642222
40093,25,326.62660047034234
40095,25,149.80824544582933
40097,48,116.79400457443184
40099,25,178.92928714572
40101,481,702.6924369256841
40103,26,230.84435763118177
40105,25,244.0691203748902
40107,24,200.21690164344707
40109,5681,716.6934958898303
40111,116,300.88449666692605
40113,40,84.9725963376811
40115,167,533.8362689000415
40117,14,85.35544445799293
40119,253,308.8680535208517
40121,200,455.01080650665455
40123,244,635.6649732968607
40125,130,179.28314324723144
40127,23,208.05065581184985
40129,15,412.6547455295736
40131,49,53.230782601138486
40133,32,129.95451591942822
40135,41,98.3520042219397
40137,126,290.31589133890924
40139,33,159.93796345659865
40143,3996,614.4941264756854
40145,100,124.58885677265025
40147,133,255.79382632945473
40149,14,126.51364540032533
40151,25,280.4577069777878
40153,115,565.0550314465409
41001,25,155.37600994406466
41003,188,203.97534936203454
41005,672,161.8949417467308
41007,74,186.60480129110348
41011,220,342.8126217374367
41013,41,172.75523532633883
41015,67,292.71702564550657
41017,340,177.3151359329123
41019,190,172.7037222196973
41023,25,348.4806244772791
41025,25,341.9972640218878
41027,25,107.43446497636442
41029,595,271.96145917607106
41031,25,103.95874916833
41033,125,143.51814643443515
41035,176,260.33192320208263
41037,24,303.951367781155
41039,695,183.98460353303386
41041,50,101.34587319604346
41043,128,100.61627468242989
41045,49,159.963436928702
41047,1136,330.4804184533749
41049,21,183.80743982494528
41051,2671,329.8064254836276
41053,25,29.50548802077186
41057,49,182.95870360690014
41059,74,95.70739404286138
41061,25,94.33250320730512
41063,25,353.8570417551309
41065,49,186.49615589556217
41067,974,163.4883787290541
41071,100,94.2622564498949
42001,76,74.05458602512009
42003,8344,684.8438089922685
42005,147,224.92196584858314
42007,320,194.19714651567838
42009,40,83.0668272625327
42011,1505,359.1354023986904
42013,616,502.8776684762643
42015,327,538.5286803577015
42017,1350,215.08185856216983
42019,385,205.00750806717858
42021,610,463.48709454376916
42025,250,390.8448502282534
42027,452,278.5583986589755
42029,1362,260.92953753017355
42031,180,465.92291564206766
42033,266,334.73435179825333
42035,41,106.35814158603335
42037,152,232.4514451751032
42039,225,264.47563297834824
42041,696,276.7538679931766
42043,2051,740.2434754990599
42045,1327,234.73098802818896
42047,35,116.36798882867308
42049,1288,473.4493431257949
42051,206,158.06152122704847
42055,454,292.9901777301651
42057,21,144.90753519183
42059,23,63.041333187150535
42061,71,157.2710156163473
42063,166,196.5357612208896
42065,84,192.79320633463394
42069,970,461.54871004272894
42071,1308,240.86179909768896
42073,208,241.44495519338813
42075,494,351.8267929634642
42077,2426,660.4271815058611
42079,1332,419.46546495479413
42081,331,290.3152244461207
42083,131,319.3486263133517
42085,405,366.4528271156996
42087,167,361.63624158167136
42089,362,214.42448940908875
42091,3164,382.5044125825092
42093,786,4323.908020684344
42095,381,125.2329628935717
42097,173,189.62228993576954
42101,8767,554.3362728900034
42105,49,293.676955349116
42107,411,289.5691689858034
42111,185,250.52814040409513
42115,71,174.85961974189735
42117,25,61.336146617924875
42119,132,294.43911579041287
42121,151,294.03173985006333
42123,237,600.5169006233214
42125,596,287.81008397680137
42127,196,382.3047515019115
42129,1015,289.403002948204
42131,44,162.4935371888618
42133,1105,246.85676499235973
44003,359,218.73971801464765
44005,129,155.9270406498169
44007,3007,472.67908595465616
44009,225,178.37465018749157
45001,25,101.70043120982832
45003,273,160.638316651662
45005,25,284.4464671748777
45007,793,396.13753415624706
45013,348,183.41660869015243
45015,50,22.512077729701986
45019,2222,545.2185413563723
45021,125,218.87585361582907
45023,82,254.1847489150651
45025,59,128.7282089324286
45027,89,262.80820906540674
45029,135,358.81352328301085
45031,139,207.90331747883576
45033,79,259.24588980408885
45035,134,83.0703804499439
45037,25,92.52063210095851
45039,25,111.57725609211818
45041,1073,776.2031872798165
45043,284,456.9589702333065
45045,1863,360.95837063042745
45047,400,565.9950192438306
45049,32,166.46725277011913
45051,944,274.2703073338253
45053,41,138.71033222816158
45055,159,241.17950429269183
45057,274,287.27798863469565
45059,76,113.4497686221824
45061,20,116.65888940737284
45063,709,240.3121006802629
45067,124,400.5944304451767
45069,94,356.3845920533819
45071,90,234.80915233896005
45073,169,215.7979416196338
45075,301,346.16401964279555
45077,164,130.80131758400395
45079,2547,614.2381710316886
45083,935,297.96903034185175
45085,283,265.29177408015
45087,85,311.0704483074108
45089,25,81.14248620577735
45091,338,123.40855900426088
46003,66,2393.9064200217626
46005,25,136.32893445304833
46007,14,408.16326530612247
46009,65,940.1214926236622
46011,49,139.5415064787128
46013,123,315.4816866728224
46015,25,477.7374355054462
46023,37,396.8253968253968
46027,25,177.60727479397556
46029,81,287.91810329506274
46031,12,292.2552362396493
46033,12,135.96193065941534
46035,88,442.4333836098542
46037,25,458.547322083639
46039,10,232.07240659085633
46043,11,377.617576381737
46045,12,309.5975232198142
46047,50,743.9369141496801
46049,12,518.3585313174946
46051,25,350.87719298245617
46053,41,977.8201764846171
46055,18,930.232558139535
46059,11,359.0078328981723
46065,50,284.7380410022779
46067,50,684.1817186644772
46073,16,796.4161274265804
46077,6,121.55591572123177
46079,47,368.7142072644544
46081,96,372.006510113927
46083,158,268.31049297807664
46089,4,172.71157167530225
46091,20,409.7520999795124
46093,50,177.62620341752813
46099,1273,664.1207833808078
46101,18,276.58266748617086
46102,45,315.1922672830426
46103,561,498.64893692668704
46107,7,302.89917784508873
46109,25,242.48302618816683
46115,25,388.31935383659516
46121,35,339.5421032207994
46123,25,458.88399412628485
46125,12,144.14414414414415
46127,38,242.67194584583945
46129,25,460.3203829865587
46135,242,1063.923327178405
46137,8,289.1217925551138
47001,301,393.39720047573616
47003,237,484.29613584813126
47005,25,154.96187937767309
47007,25,167.10112960363614
47009,796,604.6748353476501
47011,802,750.0654670607161
47013,91,228.539856346376
47015,60,417.42034228468066
47017,192,689.6304012068532
47019,121,214.3413873733437
47021,12,29.601124842744028
47025,85,267.0688409212304
47027,33,431.9371727748691
47029,74,206.72123362292928
47031,220,392.68884763672713
47035,189,314.91602239402823
47037,7190,1041.2141222811133
47039,40,342.9649318357198
47041,71,353.16354954237966
47043,158,296.49646268460657
47045,225,604.8224510093814
47047,46,113.26701467546539
47049,85,461.8310241782125
47051,325,773.827948284483
47053,132,268.330860081719
47055,95,323.09628269224226
47059,381,551.5584058369645
47063,302,468.36954667411095
47065,6270,1719.136428692853
47067,10,152.25334957369063
47069,25,99.02166594050777
47071,58,225.98870056497177
47073,50,88.12902088657795
47075,49,281.75493071128744
47077,45,160.96723422521106
47079,142,440.2964249170568
47081,25,99.93204620857817
47083,25,304.84087306426045
47085,25,134.9309153713299
47087,33,280.44531316393306
47089,58,107.08614896052583
47091,2,11.264432554210082
47093,3880,832.2893964614831
47097,25,97.31791817509439
47099,99,226.13065326633165
47103,49,143.45102172258328
47105,50,94.03976001053245
47107,380,711.7171111777046
47111,25,103.27164573694647
47113,1632,1668.0635335963532
47115,673,2349.9423862565036
47117,25,74.16637000118666
47119,255,269.51329070443376
47123,59,127.11955702066231
47125,311,151.7132375897596
47131,137,451.50446560986063
47133,114,514.1851968788056
47135,50,623.4413965087282
47139,25,148.74754566549652
47141,269,342.49191515367573
47143,25,75.8403106419124
47145,180,337.51476627102437
47147,109,153.56005747936095
47149,690,212.87163840204357
47151,25,113.53315168029064
47153,49,328.06641671130154
47155,79,80.60648729172406
47157,14500,1548.1347112088156
47159,35,175.64990464719463
47163,1202,762.1728902331539
47165,599,319.1602728047741
47167,100,162.43786751567526
47169,25,229.147571035747
47171,20,112.22714774704001
47177,125,305.09384686729635
47179,1309,1015.720781538557
47181,25,150.25844452458227
47183,140,419.450519819037
47185,60,221.50847269908073
47187,243,104.57010069713401
47189,490,348.49648658644134
48001,160,276.2574028350916
48003,36,197.50918966368576
48005,478,548.674801134081
48013,67,133.48208949276804
48015,30,100.36130068245684
48017,25,361.4806246385194
48021,15,17.27334492566704
48023,25,702.2471910112359
48025,69,211.5980250850992
48027,1512,425.0773123418611
48029,9231,466.48871603668033
48035,25,135.66312133709573
48037,825,881.2031360150391
48039,376,102.15670186001272
48041,683,301.7184255864293
48043,25,270.8265626692666
48049,188,497.28871842348894
48051,25,137.08395021110928
48053,71,149.32278960208632
48055,58,135.4602144008221
48057,25,116.44154634373544
48061,1471,348.4667227308799
48063,25,193.229247178853
48067,68,226.6515565628958
48069,17,224.83798439359873
48071,44,103.35674520213291
48073,427,815.8040541831451
48075,39,540.2410306136584
48077,50,478.7437763309077
48079,18,629.3706293706293
48083,25,301.8959062915107
48085,3185,316.5884390052861
48087,13,442.3273222184417
48089,103,482.2774734279159
48091,332,222.93699343947463
48093,25,183.86408766639698
48095,16,530.1524188204108
48097,78,192.935589195607
48099,25,33.07928442891924
48103,50,1055.0749103186326
48107,2,34.76447071093343
48109,14,641.319285387082
48113,9506,362.46003064095106
48115,21,163.43684333411161
48117,42,225.6002578288661
48121,1524,176.86174842460747
48123,49,242.37028243557404
48127,25,244.33150899139955
48133,52,284.3239105473235
48135,652,402.30275133123956
