latitude,longitude,oil_barrels_spilled,spill_count
29.68112,-95.01403,1432.0,1
29.69373658,-95.03284979,108.4,1
29.69438,-95.02538,4.87,1
29.69581,-89.97761,0.3,1
29.701113,-94.967825,8.3,1
29.70158,-95.0414,6.15,1
29.705369,-95.249282,0.79,1
29.705972,-95.237834,77.82,2
29.70639,-95.23416,0.25,1
29.706473,-95.2338293,2.0,1
29.706587,-95.228165,52.0,1
29.706862,-95.249419,976.0,1
29.70687777,-95.24941107,764.71,1
29.708617,-95.1625,2.09,3
29.70989,-90.25945,3.43,1
29.712258,-95.880858,5.0,1
29.71478,-95.17611,0.48,1
29.715674,-95.178747,3.61,1
29.716111,-95.2219583,940.0,1
29.716471,-95.217226,20.0,1
29.7169,-95.2364,0.25,1
29.717115,-95.17842,0.76,1
29.717169,-95.179264,5.0,1
29.717371,-95.179389,0.36,1
29.7177027,-95.1871166,15.0,1
29.717845,-95.178373,0.55,1
29.71816,-95.17971,11.0,1
29.7182,-95.1278,3.0,1
29.71831,-95.18038,4.5,1
29.718312,-95.180385,14.0,1
29.71871,-95.17964,0.4,1
29.718767,-95.179554,0.83,1
29.718947,-95.059155,0.23,1
29.71897,-95.1793,43.0,3
29.71927,-95.1986,744.05,1
29.720014,-95.14234,60.0,1
29.72034,-95.10635,5.0,1
29.72056,-95.13222,1.97,1
29.724843,-95.884289,100.0,1
29.72536,-95.20334,695.01,6
29.726669,-90.592643,59.7,1
29.7268,-95.141,0.6,1
29.726944,-95.203333,0.8,2
29.72703,-95.1737,80.0,1
29.72941,-95.22026,0.12,1
29.72979,-95.22212,21.38,7
29.73069,-95.23189,3.0,1
29.73525,-95.02365,0.48,1
29.73667,-95.02522,0.89,1
29.74462,-95.20147,0.02,1
29.745503,-95.128159,0.5,1
29.74697,-95.12399,3.0,1
29.74734,-95.20455,522.0,1
29.747375,-95.130697,0.01,1
29.7474,-95.20457,38.0,1
29.747453,-95.127678,5.0,1
29.747625,-95.128797,0.5,1
29.74772,-95.13058,50.0,1
29.747769,-95.129993,0.0,1
29.74787,-95.0312,90.0,1
29.74789,-95.129407,1.0,1
29.747986,-95.129617,3.0,1
29.74799,-95.12934,0.2,1
29.74804,-95.127568,0.01,1
29.748058,-95.128737,2.0,1
29.748169,-95.130194,0.4,1
29.748201,-95.128672,4.0,1
29.74863,-95.20251,13.21,1
29.75023,-95.28087,3.0,1
29.75023,-95.20624,0.71,1
29.750786,-95.209372,0.23,1
29.75079,-95.20356,53.47,1
29.750895,-95.131758,0.6,1
29.752401,-95.207068,0.71,1
29.7525,-95.20551,1.0,1
29.758902,-95.143291,4.0,1
29.759006,-96.147803,1.0,1
29.760156,-96.148478,0.6000000000000001,2
29.7632,-96.14942,1.5,1
29.763813,-95.012758,86.0,1
29.763824,-95.012757,0.7,1
29.764311,-94.982056,0.25,1
29.765054,-95.0124,0.1,1
29.765783,-95.011627,0.2,1
29.76621,-95.012446,0.24,1
29.76673,-95.01269,1.0,1
29.766845,-95.012746,2.0,1
29.76713,-95.156254,0.48,1
29.7675,-95.012183,4.0,1
29.781516,-90.523835,0.89,1
29.787,-94.4015,0.5,1
29.78732,-94.40156,0.22,1
29.787397,-94.40137,0.48,2
29.79064,-95.2821,2.38,1
29.79114,-95.27918,0.2,1
29.79181,-95.28233,172.0,1
29.792012,-95.282365,0.7,1
29.79428,-95.28162,1855.0,1
29.79449,-95.28034,0.71,1
29.79477,-95.2821,0.47,1
29.79489,-95.28466,5.0,1
29.79545,-95.28304,4.0,1
29.79556,-95.27892,5.0,1
29.7961139,-90.0150778,0.1,1
29.79637,-95.27905,0.47,1
29.79733,-95.2787,10.0,1
29.79734,-95.27929,25.0,1
29.80955,-94.40048,0.33,1
29.816369,-95.18092,189.0,1
29.819151,-95.154632,20.0,1
29.81987246,-95.18024582,0.5,1
29.81987246,-95.15331796,3.59,2
29.821878,-94.811713,34.1,1
29.825329,-94.922859,0.02,1
29.8261,-94.86,0.3,1
29.8279,-94.9438,132.0,1
29.82961,-91.001564,1.0,1
29.841234,-94.892437,12.16,1
29.84136111,-95.07033333,2.0,1
29.8441496,-94.9113855,1.6,1
29.845934,-94.908022,30.8,2
29.84671,-94.9057,2.9,1
29.84692774,-91.65165833,0.6,1
29.847028,-94.897099,6.0,1
29.84722,-94.90222,0.16,1
29.847222,-94.902222,0.74,1
29.848528,-94.905557,288.5,1
29.84893,-94.895224,0.0,1
29.84904,-94.90535,0.0,1
29.84931,-94.89759,3.0,1
29.85325,-94.89837,23.0,1
29.8538,-93.95632,1.0,1
29.854022,-94.892908,13.0,1
29.854148,-94.916009,0.53,1
29.85635,-94.90781,662.0,1
29.856513,-94.892601,31.71,1
29.8567,-94.9945,2.1,1
29.85731,-94.895471,2.9,1
29.857514,-94.895203,4.4,1
29.857787,-94.898144,1.1,1
29.85836,-94.97929,0.48,1
29.858881,-93.956656,2.5,1
29.859222,-94.561908,0.1,1
29.86,-94.9017,0.1,1
29.862472,-94.905644,2005.0,1
29.86809,-93.95744,0.16,1
29.87283,-93.95767,23.0,1
29.87727,-93.95604,8.0,1
29.878747,-94.271826,24.0,1
29.878864,-93.986341,500.0,1
29.878953,-94.271735,0.28,1
29.885833,-95.410833,5.6,1
29.88604163,-93.99349166,0.12,1
29.887222,-95.374444,20.0,1
29.88794,-93.99386,0.2,1
29.88878,-94.84975,1.0,1
29.8916,-93.9897,0.6,1
29.893363,-93.9928,2.0,1
29.8964,-94.0054,3117.0,1
29.89936,-93.955483,0.24,1
29.9006722,-94.0055528,3.0,1
29.90083,-94.00556,0.1,1
29.90087416,-94.00565624,4.0,2
29.906433,-94.149808,250.0,1
29.90801,-94.01201,3.36,1
29.90848,-94.01228,86.8,2
29.90949,-94.26191,4.1,1
29.91122222,-94.00944444,0.2,1
29.91125,-94.010521,0.2,1
29.911449,-94.009073,0.2,1
29.911491,-94.008985,5.0,1
29.9115,-94.093194,2.0,1
29.91156,-94.00983,0.24,1
29.911676,-94.007095,3.0,1
29.912017,-94.008532,0.1,1
29.9121,-94.0067,3.0,1
29.91232,-94.01006,1.0,1
29.916355,-90.322616,0.1,1
29.920836,-94.020288,87.0,1
29.92317489,-97.1231789,400.0,1
29.926686,-94.698972,3.2,1
29.926983,-94.699149,4.79,1
29.935,-94.2833333,0.71,1
29.93538,-94.49051,0.3,1
29.94075,-89.9367,0.6,1
29.950028,-96.850184,3.0,1
29.95115,-93.5722,0.16,1
29.951987,-93.887925,1.3,1
29.952028,-93.887943,25.6,1
29.952065,-96.861438,3.0,1
29.952222,-96.861139,1.0,1
29.955034,-94.24222,5.0,1
29.95687,-90.71667,0.19,1
29.96887,-89.25292,2.0,1
29.970953,-93.938061,4.0,1
29.97101,-93.942296,364.0,1
29.974782,-94.056025,1.3,1
29.97496932,-94.0572917,0.37,1
29.974993,-94.05586,2.5,1
29.975,-94.056,3.57,1
29.97501,-94.05586,0.33,1
29.97504,-94.05633,0.83,1
29.97507,-94.05649,0.7,1
29.97523,-94.05578,0.3,1
29.97583,-94.05681,1.19,1
29.976335,-90.469736,0.02,1
29.9771376,-94.0563685,0.3,1
29.9774,-94.05766,1.0,1
29.977871,-94.811151,0.37,1
29.978557,-93.936008,2.38,1
29.9807,-94.06,0.36,1
29.98219,-94.06028,1.24,2
29.98266,-94.06191,11739.0,1
29.98722,-94.07171,43182.4,1
29.9877906,-94.0637716,45.16,1
29.99103,-93.989175,0.38,1
29.991106,-93.993675,1.0,1
29.9912,-93.990804,0.26,1
29.991266,-93.987165,0.59,1
29.991413,-93.987564,2.97,1
29.994064,-93.986846,2.82,1
29.9944083,-90.386475,0.6,1
29.99447,-93.99172,0.71,1
29.9948,-93.9853,31.0,1
29.99604,-94.074072,798.0,1
29.99763,-94.07668,15.0,1
29.997663,-94.076706,250.0,1
30.0016,-90.8521,161.0,1
30.0038889,-90.8547222,2.0,1
30.0039,-90.8566,123.0,1
30.00458,-90.85357,0.52,1
30.004722,-94.057583,10.0,1
30.0058083,-90.8609222,2.0,1
30.006233,-90.857162,0.71,1
30.0064,-90.4013,0.6,1
30.0065888,-90.4014277,0.48,1
30.006667,-90.856111,2.0,1
30.008867,-94.054261,2.0,2
30.008992,-90.854975,10.0,1
30.0095,-94.0594,21.0,1
30.010536,-90.861846,5.5,1
30.010784,-94.058079,0.1,1
30.010811,-94.056361,0.01,1
30.011111,-90.838889,0.5,1
30.0113,-94.057133,100.0,1
30.01172,-94.4075,0.5,1
30.01173,-94.40758,0.25,1
30.01177,-90.857704,84.9,3
30.0119001,-90.8508001,125.0,1
30.0124001,-90.4019001,10.7,1
30.013719,-94.053796,5.2,1
30.01372,-94.055864,0.1,1
30.0142962,-91.1162737,16.91,1
30.015334,-94.221792,0.1,1
30.01612,-90.865628,0.45,1
30.0166509,-90.844778,5.8,1
30.016667,-94.052778,0.14,1
30.016724,-90.853104,0.0,1
30.02448,-94.79471,0.5,1
30.0250818,-90.8409226,0.9,1
30.02609,-90.85108,0.6,1
30.02767,-94.5044,37.5,1
30.030029,-94.041199,1.4,1
30.03188,-94.06856,20.0,1
30.034033,-96.435533,0.35,1
30.042343,-96.914558,2.3,1
30.04236,-96.91462,0.47,1
30.042394,-94.025905,0.1,1
30.049461,-94.069686,4.25,1
30.05006,-94.07014,2.11,1
30.05012,-93.7743,0.25,1
30.0503,-93.721048,6.0,1
30.055571,-91.062652,18.7,1
30.056,-91.1357,3.76,1
30.056628,-91.13616,47.62,1
30.05777,-94.97769,3.0,1
30.060572,-93.5581,17825.0,1
30.06066,-93.55077,1030.0,1
30.066112,-93.820278,0.4,2
30.07313,-94.78327,0.36,1
30.07415,-94.41013,5.0,1
30.0751806,-94.064083,4.5,1
30.0795,-92.7465,5.0,1
30.08493,-94.44736,1.0,1
30.08533,-94.3805,0.24,1
30.08566,-94.026683,0.14,1
30.087494,-89.928927,0.0,1
30.0889,-94.6507,2.0,1
30.0889,-94.6502,0.12,1
30.10556,-92.88889,1.0,1
30.11356,-92.254,1.0,1
30.11472,-94.64583,0.38,1
30.1150416,-90.9009944,0.95,1
30.124278,-90.768367,0.24,1
30.1291,-94.63106,0.54,1
30.13945,-94.604717,1.2,1
30.14044,-94.39876,3.0,1
30.1408,-94.3989,5.0,1
30.14105,-94.39892,0.5,1
30.145154,-94.405099,788.0,2
30.1457,-94.4076,0.36,1
30.145766,-94.404044,1074.0,2
30.1458,-94.4014,0.3,1
30.1479,-94.4001,2.0,1
30.155076,-91.563535,5.0,1
30.15683,-90.853719,50.0,1
30.1571,-93.0463,15.67,1
30.15735228,-93.04560277,5254.0,1
30.158686,-93.339919,0.5,1
30.15957,-93.33989,0.6,1
30.16,-92.55346,2535.0,1
30.160197,-93.030086,0.59,1
30.16414,-94.43055,3.0,1
30.16485,-93.35127,85.0,1
30.164856,-93.35175,0.05,1
30.16801,-93.34001,7.88,1
30.16954,-93.33639,1.74,1
30.16968,-93.33548,0.36,1
30.170532,-93.339358,0.9,1
30.1724,-90.782,3.49,1
30.17253,-90.78807,56.0,1
30.17319,-90.78774,0.31,1
30.18148,-94.42918,15.0,1
30.18156,-90.9603,0.2,1
30.1824,-93.3524,2.0,1
30.18348,-93.3292,2.9,1
30.19071,-91.18293,1.31,1
30.19156,-95.35386,0.1,1
30.20382,-97.87389,7.6,1
30.2298122,-100.646116,20.0,1
30.2304266,-91.03874,509.0,1
30.239269,-93.290375,0.95,1
30.239319,-93.268658,0.83,1
30.239547,-93.277717,3.0,1
30.241,-93.27546,0.24,1
30.25989,-93.20991,2262.0,1
30.26630836,-95.35229159,14.0,1
30.26632292,-95.35229277,960.0,1
30.26667,-93.38114,4950.0,1
30.28649,-94.50634,0.5,1
30.2867,-94.5058,2.5,1
30.294432,-94.111877,15.0,1
30.30467,-92.82545,2.12,1
30.30867,-93.01369,0.2,1
30.314425,-95.016202,0.16,1
30.315859,-97.012587,36.4,1
30.318509,-91.2576912,0.7,1
30.32637,-93.35268,26.5,1
30.332597,-91.274491,580.0,1
30.354517,-92.709983,505.23,1
30.355333,-92.708299,500.23,1
30.383529,-95.724109,26.75,1
30.386817,-91.507267,18.61,1
30.3892333,-93.985233,12.0,1
30.390281,88.173136,4.64,1
30.4342,-92.9503,70191.29,1
30.43779,-95.62383,0.83,1
30.4446,-92.29089,0.24,1
30.44471,-92.29098,0.24,1
30.452391,-93.464003,12.0,1
30.45372,-94.97393,3.4000000000000004,1
30.47386943,-91.04321944,1.0,1
30.47832,-91.21973,20.0,1
30.479042,-91.202633,0.3,1
30.483056,-91.20275,0.18,1
30.484345,-91.203808,0.14,1
30.492551,-91.187577,0.23,1
30.496161,-91.560667,382.0,1
30.50214,-100.58349,26.42,1
30.5187,-91.4012,4.3,1
30.528648,-91.746802,3.3,1
30.528877,-91.746807,0.45,1
30.542863,-91.191888,130.0,1
30.54601111,-91.16789167,5.0,1
30.5471,-91.1703,0.28,1
30.54741,-90.16677,9.68,4
30.54774,-91.16217,0.79,1
30.54775,-91.169104,1.02,1
30.548063,-91.193891,0.4,1
30.549182,-91.164132,0.69,1
30.554483,-91.457458,2880.0,1
30.5572,-95.5842,100.0,1
30.566736,-97.621066,22.1,1
30.592658,-96.100507,6.4,1
30.61829,-94.97073,0.24,1
30.61843,-94.96992,10.0,1
30.6337,-94.21708,180.0,1
30.6688,-94.527,0.24,1
30.671323,-95.988297,0.01,1
30.684,-101.27111,694.0,1
30.70863,-91.27566,13.0,1
30.71051,-91.28333,0.3,1
30.71105,-91.28417,2.86,1
30.71116,-91.28204,0.7,1
30.71121,-91.28349,1.35,1
30.711259,-91.282986,0.13,1
30.71133,-91.28204,5.0,2
30.71133,-91.27589,0.79,1
30.71263,-91.28181,3.42,1
30.713929,-91.275048,80.30000000000001,5
30.718259,-91.278117,2.4,1
30.72194,-96.05064,0.71,1
30.737681,-95.340804,16.3,1
30.75774,-93.7767,0.02,1
30.77929,-96.06167,6911.0,1
30.78251,-90.75851,6.76,1
30.7932,-88.2085,4.0,1
30.793919,-88.204914,8.0,1
30.796962,-91.919893,3.06,1
30.79796,-96.27369,2.0,1
30.80147,-96.28436,0.12,1
30.81167,-94.76787,75.0,1
30.83705,-95.17334,7.0,1
30.83709,-95.17331,12.0,1
30.84377614,-95.49514204,90.86,4
30.8568,-96.45806,4.5,1
30.878502,-96.542335,20.0,1
30.909265,-90.871663,2.65,1
30.90931,-90.87143,1.1,1
30.90944,-90.87166,0.36,1
30.92696,-94.55099,7.0,1
30.92773,-94.54854,3.0,1
30.92979,-90.82982,2853.5,1
30.93182,-94.53129,550.0,1
30.94037,-94.40322,0.14,1
30.94062,-94.40307,10.0,1
30.942414,-101.357894,8.0,1
30.958681,-87.179142,11.0,1
31.01183,-102.01582,10.0,1
31.06576,-103.17361,299.0,1
31.1158,-102.2931,2097.8,2
31.12252,-97.19946,0.12,1
31.13193,-102.1906,123.0,1
31.13244,-102.19101,4.0,1
31.13284,-101.18974,9.0,1
31.13488,-102.188698,5.0,1
31.13575,-102.18757,10.0,1
31.136282,-102.189062,2.0,1
31.13665,-102.19186,1.0,1
31.136868,-102.192539,300.0,1
31.136905,-102.19236,15.0,1
31.137224,-102.19236,2.0,1
31.13735,-102.19177,5.0,1
31.15279,-97.37467,70.0,1
31.155589,-95.807206,0.02,1
31.15885,-94.67583,0.6,1
31.15903,-94.67588,1.0,1
31.1591,-94.6759,15.0,1
31.15918,-94.6758,60.0,1
31.1611,-94.6751,5.5,2
31.166,-90.7764,0.1,1
31.169097,-90.775614,14.0,1
31.19309,-102.98994,217.0,1
31.1931,-102.9898,27.0,1
31.215,-97.4765,5.0,1
31.219899,-103.333574,11.5,1
31.36115,-101.51412,30.0,1
31.362222,-101.7825,10.0,1
31.41808,-87.40189,1.0,1
31.42565,-102.32753,3.0,1
31.427166,-102.37033,0.24,1
31.42962,-102.380665,9.0,1
31.43275,-102.438656,2.5,1
31.432815,-102.43871,1.5,1
31.43284,-102.43828,3.0,1
31.434268,-102.440189,4.5,1
31.434858,-102.675917,1.0,1
31.436508,-94.759262,3.0,1
31.4396,-98.14535,2.0,1
31.47285,-102.89311,26.0,1
31.49797,-104.14246,1.0,1
31.504092,-93.416858,4.0,1
31.50653,-95.44006,4.8,1
31.50897,-104.35466,0.5,1
31.525701,-91.768142,10.0,1
31.52811,-103.56208,3.0,1
31.531786,-96.185508,1.5,1
31.54706,-97.03784,50.0,2
31.54937,-101.363,2.0,1
31.553051,-104.11549,473.0,1
31.55556,-90.3954,1.0,1
31.58929,-95.47697,2.2,1
31.6256,-98.8071,3.0,1
31.62733,-89.54218,14.6,1
31.63251,-89.52266,0.71,1
31.63511,-89.519143,1.05,1
31.635562,-89.517286,1.07,1
31.636831,-89.523521,17.85,1
31.647774,-89.528868,45.0,1
31.648653,-90.594702,80.5,2
31.64875,-89.51924,1.6,1
31.651352,-101.757395,4.2,1
31.651389,-101.757222,6.3,1
31.655975,-102.24834,10.0,1
31.65608,-94.84362,0.5,1
31.656494,-102.24815,4.0,1
31.66159,-102.20698,10.0,1
31.6777,-103.7683,10.0,1
31.68154,-102.07528,2880.0,1
31.70798,-105.40839,1.5,1
31.718902,-102.21213,104.5,2
31.7316,-102.988,90.5,1
31.76285,-102.34579,10.0,1
31.76762,-103.17699,14.0,1
31.76885,-103.17565,1.09,1
31.769437,-103.177333,222.0,1
31.76976,-103.1764,1.75,1
31.771673,-103.178171,4.0,1
31.77339,-96.40109,0.1,1
31.77393,-96.40047,13.0,1
31.7765,-96.3957,0.24,1
31.77654,-96.3958,0.48,1
31.776632,-96.39607,0.1,1
31.7767,-98.39635,70.0,1
31.7768,-96.3957,1.0,1
31.77691,-96.39599,3301.0,2
31.78341,-103.46442,3283.0,2
31.784903,-102.17472,1.0,1
31.78542,-102.55676,1.55,1
31.788398,-89.332383,0.5,1
31.790487,-103.132559,1.5,1
31.79133,-103.1334,275.0,1
31.7918,-103.13161,15.0,1
31.79747,-94.14222,0.24,1
31.79952,-103.80908,2582.0,1
31.80071,-103.79157,0.12,1
31.80148,-103.79509,17.0,1
31.8015,-103.79673,17.1,1
31.8029,-103.81378,0.69,2
31.8063,-103.81461,4.0,1
31.81685,-106.20994,6.0,1
31.81845,-102.33304,0.5,1
31.819742,-88.903921,4.0,1
31.8198,-88.9038,4.0,1
31.820486,-106.210326,0.02,1
31.821045,-106.209621,0.03,1
31.821442,-94.469056,100.0,1
31.83244,-104.24799,81.4,1
31.84825,-96.53672,1.0,1
31.852417,-104.557182,0.29,1
31.8526,-104.5573,1.5,1
31.85330114,-104.53896522,173.0,1
31.85557,-102.67191,5.0,1
31.870006,-89.678549,330.0,1
31.8768505,-102.4564661,0.5,1
31.88918,-96.63953,30.0,1
31.89631,-102.56548,80.0,1
31.899645,-102.638756,35.2,2
31.899768,-102.638984,0.2,1
31.91401,-100.86996,60.0,1
31.925091,-104.01825,443.0,1
31.93103,-89.51142,30699.1,1
31.931914,-102.580805,8.5,1
31.93856,-102.22691,4153.0,1
31.944422,-101.922341,3.0,1
31.948696,-102.602889,0.5,1
31.95023,-102.604223,0.22,1
31.950527,-102.603994,0.44,1
31.9525,-101.826667,24.0,1
31.9587,-100.54374,117.0,1
31.960602,-102.617793,73.0,1
31.96551,-89.24499,122.0,1
31.968284,-102.07291,890.0,1
31.97435,-89.58269,0.36,1
31.9810444,-97.2807222,649.0,1
31.98743,-102.63968,4618.0,1
32.000452,-102.26999,35.0,1
32.004805,-102.005505,6.0,1
32.0079,-102.2379,0.4,1
32.00836,-102.0054,130.0,3
32.008424,-102.013542,300.0,1
32.010188,-102.3365,1.0,1
32.011423,-102.012891,500.0,1
32.01202,-102.01668,85.0,1
32.0126,-102.02798,2.0,1
32.01425,-102.00725,20.0,1
32.01426,-102.02737,3.0,1
32.01435,-102.01776,3.0,1
32.01493,-102.02951,80.0,1
32.016023,-102.015705,0.8,1
32.017047,-102.026175,2.0,1
32.017924,-102.026822,150.0,1
32.01798,-102.026495,4.0,1
32.018203,-102.025425,1.0,1
32.01921,-102.013363,1.0,1
32.019332,-102.016355,0.1,1
