fips,pesticide_mass
28105,17519.95
28107,197834.45
28109,9706.699999999999
28111,10261.65
28113,5245.150000000001
28115,81782.55
28117,59954.05
28119,286265.9
28121,50176.35
28123,30519.55
28125,313302.9
28127,28277.45
28129,11849.449999999999
28131,10318.25
28133,733838.4
28135,475872.14999999997
28137,93149.05
28139,48759.0
28141,28434.05
28143,423147.3
28145,58328.65
28147,22722.65
28149,81073.4
28151,789664.2
28153,10860.95
28155,71585.25
28157,12810.5
28159,11551.4
28161,39277.799999999996
28163,348693.5
29001,121523.8
29003,202264.1
29005,425004.8
29007,406774.4
29009,45797.85
29011,218802.0
29013,261618.55000000002
29015,40510.7
29017,42378.2
29019,108320.90000000001
29021,189723.65
29023,340716.3
29025,144715.95
29027,135810.65
29029,3285.75
29031,275324.4
29033,463623.25
29035,1346.5
29037,178870.25
29039,21308.05
29041,373030.7
29043,9773.75
29045,222574.9
29047,59629.3
29049,181747.9
29051,27919.95
29053,153133.15
29055,9985.35
29057,93458.55
29059,9272.75
29061,176363.8
29063,136485.15
29065,9179.25
29067,10130.45
29069,667479.3
29071,85248.0
29073,50948.75
29075,130525.84999999999
29077,22667.65
29079,183521.1
29081,241884.59999999998
29083,164834.0
29085,12741.9
29087,291810.85
29089,117135.4
29091,16845.8
29093,2513.55
29095,69910.6
29097,128157.95
29099,17907.15
29101,170108.1
29103,151338.05
29105,12721.95
29107,308656.45
29109,57562.549999999996
29111,172606.0
29113,214615.65
29115,197997.75
29117,281769.4
29119,14451.4
29121,260588.90000000002
29123,3674.5
29125,13623.699999999999
29127,230493.69999999998
29129,94123.45
29131,12609.25
29133,406993.9
29135,63393.7
29137,233349.7
29139,199267.15
29141,43262.05
29143,895541.1
29145,38356.25
29147,394610.35000000003
29149,7927.650000000001
29151,39720.3
29153,8684.4
29155,570723.35
29157,138287.4
29159,220541.45
29161,4033.15
29163,223539.25
29165,158545.5
29167,25857.95
29169,3104.85
29171,89406.3
29173,194203.7
29175,134321.1
29177,198293.05000000002
29179,1770.0500000000002
29181,21676.95
29183,185521.30000000002
29185,73601.5
29186,70045.95
29187,12220.95
29189,22159.65
29195,433240.2
29197,61229.05
29199,177237.05
29201,339923.64999999997
29203,4028.7500000000005
29205,238012.0
29207,878404.2999999999
29209,11206.35
29211,95483.35
29213,4408.7
29215,19225.0
29217,246663.94999999998
29219,108910.75
29221,6035.15
29223,22518.25
29225,18899.05
29227,55899.75
29229,13571.85
30001,15920.2
30003,80608.35
30005,252754.2
30007,84270.40000000001
30009,45224.4
30011,31000.649999999998
30013,227560.09999999998
30015,677644.65
30017,22485.05
30019,185757.6
30021,144922.94999999998
30023,7864.650000000001
30025,29646.2
30027,251202.44999999998
30029,24818.5
30031,270636.6
30033,83601.35
30035,208448.95
30037,27815.1
30039,10081.199999999999
30041,607680.0
30043,9954.95
30045,100706.25
30047,64601.450000000004
30049,22726.3
30051,381169.05
30053,5380.2
30055,241788.05
30057,30988.45
30059,23745.7
30061,1055.55
30063,2893.5
30065,43880.75
30067,25614.800000000003
30069,31210.6
30071,184486.95
30073,276021.2
30075,15244.6
30077,6603.55
30079,34347.0
30081,7978.5
30083,200490.55
30085,295479.5
30087,45160.799999999996
30089,5957.7
30091,365526.39999999997
30093,2356.5499999999997
30095,54478.1
30097,15053.25
30099,180753.44999999998
30101,337991.3
30103,37564.45
30105,329223.2
30107,42997.1
30109,25241.4
30111,111754.79999999999
31001,699991.2
31003,453574.95
31005,4393.900000000001
31007,115692.35
31009,3734.75
31011,407331.15
31013,338852.6
31015,94769.1
31017,43165.7
31019,460107.4
31021,357541.75000000006
31023,423383.2
31025,415738.80000000005
31027,499830.89999999997
31029,437233.0
31031,80721.3
31033,301753.65
