fips,walkability_index
1001,5.483179347823405
1003,6.812529932533961
1005,5.156174850734466
1007,5.241295630350335
1009,4.674447046558158
1011,4.500982096949769
1013,5.482813150125044
1015,5.730536875768475
1017,5.250827765647667
1019,4.323618148765598
1021,4.714284088242795
1023,3.9437603570116253
1025,5.208594743011768
1027,4.2908257338075195
1029,4.601274155440889
1031,6.013677663454804
1033,6.484799828728782
1035,4.647341644025092
1037,3.447059726745463
1039,5.199191454070574
1041,5.110986897513163
1043,5.098854372889094
1045,5.142635265474815
1047,6.112514260437059
1049,4.864435861376657
1051,5.372884138719906
1053,5.597960422960458
1055,5.932923057941169
1057,4.362285197543503
1059,5.089462726929396
1061,4.6616964251394055
1063,3.85643642695953
1065,4.8934640962600255
1067,4.755791092403002
1069,6.684989267124703
1071,4.708238952609302
1073,8.911161472907468
1075,4.846467618942151
1077,5.993737286552876
1079,3.6584466351644207
1081,6.217199143644824
1083,5.152808823678836
1085,3.7924482220020512
1087,4.652566390315104
1089,7.58862335458895
1091,5.548657317007677
1093,5.090583458375571
1095,5.904850491335289
1097,6.817038819875563
1099,4.529743089117609
1101,11.499140011609864
1103,6.1310966908148705
1105,4.76813198399378
1107,4.408192925438171
1109,5.549461625170704
1111,4.85413159685944
1113,5.973239081833095
1115,5.562061408521132
1117,6.473791502768466
1119,4.688910281085329
1121,5.272974203001291
1123,5.089608557291884
1125,6.693020485281234
1127,5.350304167509791
1129,3.8203048327876585
1131,4.690705276639375
1133,4.989438045509487
2013,5.822822384181313
2016,4.239072463490956
2020,10.016990755575117
2050,4.071784922599169
2060,7.249063670078651
2068,6.000000000000001
2070,4.54599664980603
2090,5.742534929595476
2100,6.474318241926926
2105,6.26039712330863
2110,10.241030003138324
2122,5.879766403364274
2130,7.793091374108157
2150,6.68378635784922
2158,5.430592827416443
2164,6.097212121406546
2170,5.533805639248174
2180,6.993366919269521
2185,4.884131196417985
2188,6.118136367584045
2195,8.226062467915208
2198,6.152275769958295
2220,12.898889906770199
2230,6.833333333
2240,5.196819856640343
2261,5.503888470873777
2275,5.582930756008857
2282,7.166666667
2290,5.203385657249862
4001,4.334552072672269
4003,6.0951926555290905
4005,8.867040610802471
4007,5.52247191010588
4009,5.243477036563822
4011,3.73768939401452
4012,5.053322706333655
4013,11.07851296746863
4015,6.910660441934545
4017,5.351802278284669
4019,9.890744405600962
4021,5.927296148301727
4023,5.583891465006161
4025,7.156107043054255
4027,9.905498430518234
5001,6.37002501269499
5003,5.2123403287618935
5005,5.960374261159732
5007,6.542928025308205
5009,6.185662947614702
5011,5.339879429924096
5013,4.152665641285467
5015,5.233926202153154
5017,5.600468009103732
5019,6.193135284181818
5021,5.489586791414448
5023,5.568813581636702
5025,3.366480265814734
5027,6.337135164171271
5029,5.221642909538554
5031,6.718838989393421
5033,5.827973599171821
5035,8.887380219137434
5037,5.816547044572244
5039,5.408077682018434
5041,6.260564763021284
5043,4.823667711586531
5045,6.5254650808687185
5047,5.18141169863549
5049,3.9394925445581186
5051,6.97406472972651
5053,4.083867816661893
5055,5.7477123157648515
5057,5.504390347429875
5059,5.44659407353204
5061,5.902967610237284
5063,5.519706240099641
5065,5.572694643228852
5067,5.345902274034717
5069,6.224894922134244
5071,4.926609866616675
5073,5.236924559958207
5075,5.700161977321136
5077,4.688089664324431
5079,4.472228307190946
5081,4.355493812164775
5083,5.109428383135681
5085,5.641825702320846
5087,4.2991001079001
5089,4.669485338982784
5091,6.36213883611705
5093,6.090919349586445
5095,5.731250287544075
5097,4.4243671004959415
5099,4.671583728370615
5101,4.70731396554052
5103,5.723851599921347
5105,4.782987793091552
5107,6.008090784887727
5109,5.601067110665433
5111,5.557225409538871
5113,5.38974854938164
5115,6.234457817600339
5117,5.581048843590491
5119,9.82040962785875
5121,4.719242932076918
5123,4.918314697887921
5125,6.02587938213743
5127,4.801570580403084
5129,4.530775379593967
5131,7.09633011916336
5133,5.377333798488688
5135,5.290334252650003
5137,5.287133750856983
5139,5.90227859989482
5141,4.782845840462719
5143,7.798679817656263
5145,5.820512495239899
5147,5.52414914924039
5149,4.947086636064757
6001,14.09955679252941
6003,5.41041303107068
6005,6.512895749990933
6007,7.033565268414656
6009,6.548517003903349
6011,7.159002671735277
6013,11.11967073378642
