fips,low_income_low_access_share
1001,0.13021568232211247
1003,0.07937892628864565
1005,0.10430855519539643
1007,0.00445123281693214
1009,0.02512124489724713
1011,0.32334616089426427
1013,0.06912684393946628
1015,0.15397395675201564
1017,0.08101709776413854
1019,0.050059640617184195
1021,0.04369543798547304
1023,0.1304567429107439
1025,0.1835249487090156
1027,0.029715762273901807
1029,0.020237777184076943
1031,0.089933530872107
1033,0.08830013963401191
1035,0.13297550650136075
1037,0.0771297339457492
1039,0.054759698133192106
1041,0.13504961886955272
1043,0.028430714125811506
1045,0.08797834868957832
1047,0.08772250114103149
1049,0.0
1051,0.04984679015926258
1053,0.05676035387144759
1055,0.13396533563152352
1057,0.004292094426077374
1059,0.05737446379005803
1061,0.038671145949981334
1063,0.2275290215588723
1065,0.06973350253807106
1067,0.08051092359264825
1069,0.04243355293607886
1071,0.05373212843105942
1073,0.12586830603250584
1075,0.004119747322164241
1077,0.06471863573115878
1079,0.053554267742217304
1081,0.11069755502791503
1083,0.06426517842042956
1085,0.20214178245862466
1087,0.2209584187954503
1089,0.09343181675631923
1091,0.13254387216436012
1093,0.010267741096958669
1095,0.10031283931239854
1097,0.09715926700759336
1099,0.11327379920235825
1101,0.10744104323713938
1103,0.08271821909783246
1105,0.2785383816447928
1107,0.01493973462979844
1109,0.10492720143469407
1111,0.1318465499934535
1113,0.06665155721759496
1115,0.023734044716662878
1117,0.05819514570571802
1119,0.10753469447068226
1121,0.07842898980447437
1123,0.032679738562091505
1125,0.0673290317277659
1127,0.03716634588126464
1129,0.04482111370229225
1131,0.23676092544987146
1133,0.016949844796601863
2013,0.14581343521171602
2016,0.07804351735299407
2020,0.04570874425171163
2050,0.39851877975665667
2060,0.11634904714142427
2068,0.3307776560788609
2070,0.3146276047039406
2090,0.07731013209538742
2100,0.10087719298245613
2105,0.31116279069767444
2110,0.019632294164668267
2122,0.07870036101083032
2130,0.004006826445054537
2150,0.11477339611536198
2158,0.0
2164,0.41630901287553645
2170,0.08186976796449238
2180,0.15191740412979352
2185,0.07104984093319194
2188,0.2921706765917852
2195,0.00655307994757536
2198,0.08832523835222163
2220,0.062492962504222496
2230,0.0010330578512396695
2240,0.09887608479157775
2261,0.10336239103362391
2275,0.050232165470662726
2282,0.0015105740181268882
2290,0.43271295633500356
4001,0.3533935512738052
4003,0.15555098746821372
4005,0.13316371697874588
4007,0.11015541914659402
4009,0.15746910263299302
4011,0.140571293113666
4012,0.2648738347405925
4013,0.05509288816664514
4015,0.18696112615267801
4017,0.26003033997524405
4019,0.08928930297277363
4021,0.14212949410543685
4023,0.18325601012231127
4025,0.12979960480114486
4027,0.1030339564037987
5001,0.2366054997633945
5003,0.0944035143916167
5005,0.0561751740418664
5007,0.06689738365132218
5009,0.0883126033113839
5011,0.10210288494960028
5013,0.2470193740685544
5015,0.06857101216935073
5017,0.16110169491525425
5019,0.10706675364209611
5021,0.07094447553317167
5023,0.06623026569118214
5025,0.07618828403728853
5027,0.0861029651352232
5029,0.09749447656653974
5031,0.0912248685752206
5033,0.13185252146961968
5035,0.1062237240187026
5037,0.1454952434247342
5039,0.26786594381468704
5041,0.16612853628536287
5043,0.09195526500621319
5045,0.11915716594399357
5047,0.01886896551724138
5049,0.05928950592078399
5051,0.1065462800966425
5053,0.12462891390802666
5055,0.06650035637918746
5057,0.16108629306913178
5059,0.11211007502353977
5061,0.16121546159982594
5063,0.06095996943815319
5065,0.0032126168224299065
5067,0.14269044840806802
5069,0.10607606379544134
5071,0.13332028191072826
5073,0.11353826030085024
5075,0.16813092161929372
5077,0.20289716039907904
5079,0.17503891325880855
5081,0.009870169311365879
5083,0.08598398425267302
5085,0.05295804318567499
5087,0.10988102055099573
5089,0.03206629436137633
5091,0.1224748055772859
5093,0.0899526678141136
5095,0.1498343355012885
5097,0.10530199219985242
5099,0.27364677114593755
5101,0.11356542617046819
5103,0.1815084226646248
5105,0.05313547151747248
5107,0.18931838029140047
5109,0.09370294925161633
5111,0.10324207785868283
5113,0.16944148678733909
5115,0.09371052887262364
5117,0.021457257601835915
5119,0.128802763175771
5121,0.09382825978073349
5123,0.1929365135536839
5125,0.07686850015870349
5127,0.20813673996261017
5129,0.1464307504575961
5131,0.05493701488739025
5133,0.13389611912299215
5135,0.17991195551436515
5137,0.1084395675326771
5139,0.12202502461634525
5141,0.06730268863833477
5143,0.053027355772782114
5145,0.09116975452799835
5147,0.032231404958677684
5149,0.0777552400270453
6001,0.01117415351284637
6003,0.1676595744680851
6005,0.0009451051429471528
6007,0.06451818181818182
6009,0.05989731888191671
6011,0.12353517904664084
6013,0.028672338600128692
6015,0.14445997902831179
6017,0.04259408587303516
6019,0.05349669514750927
6021,0.08740487874262144
6023,0.045400860179909824
6025,0.07647483498349834
6027,0.07769869513641756
6029,0.07829987220576658
6031,0.0682367860271143
6033,0.01891285857882935
6035,0.09302192291159192
6037,0.014530068171598715
6039,0.05418751864249494
6041,0.011659647635385425
6043,0.02613555421620733
6045,0.059220637287826866
6047,0.07712486268193422
6049,0.1717943423497832
6051,0.17237008871989862
6053,0.05080507014699186
6055,0.02630344948858474
6057,0.08611437365841805
6059,0.011214085824614183
6061,0.05106304817008771
6063,0.010746238816414256
6065,0.06965845086020951
6067,0.042269176226469356
6069,0.026940961479310282
6071,0.08528653062828898
