fips,cancer_incidence_rate_per_100000,cancer_mortality_rate_per_100000,breast_cancer_incidence_rate_per_100000,breast_cancer_mortality_rate_per_100000,colorectal_cancer_incidence_rate_per_100000,colorectal_cancer_mortality_rate_per_100000,leukemia_cancer_incidence_rate_per_100000,leukemia_cancer_mortality_rate_per_100000,lung_cancer_incidence_rate_per_100000,lung_cancer_mortality_rate_per_100000,non_hodgkin_lymphoma_cancer_incidence_rate_per_100000,non_hodgkin_lymphoma_cancer_mortality_rate_per_100000,prostate_cancer_incidence_rate_per_100000,prostate_cancer_mortality_rate_per_100000,median_household_income,over_65_percent,uv_exposure,low_income_low_access_share,non_english_speaking,population_in_poverty_percent,population_over_25_no_high_school_diploma_percent,population_uninsured_percent,population_minority_percent,walkability_index,hospital_beds_per_100000,median_aqi
1041,512.5,200.01,130.2,17.19989534255591,64.3,24.42,19.7,6.326833251372544,82.1,54.13,12.697543891610987,4.675681746533869,104.2,16.01347697794261,,33.3,4607.0,13.504961886955272,1.2,26.6092868508607,14.83437002748445,7.948792130768117,29.30710256039346,5.110986897513163,672.645739910314,
1043,433.3,172.02,112.4,16.81,39.9,15.05,14.3,5.75,69.7,53.58,16.9,4.87,99.54602668056066,16.68,,33.1,4402.0,2.8430714125811507,1.4,21.42060111584378,12.360669506269122,11.481192633031377,8.617193592896994,5.098854372889094,227.96808446817445,
1045,458.8,177.66,128.5,19.84,42.3,15.29,5.8,5.35,75.1,53.91,14.5,5.64,123.5,18.84,45960.0,,4644.0,8.797834868957832,2.2,29.55794940458077,9.98721928062808,10.123141216805632,31.840220720994868,5.142635265474815,180.55301969853733,
1047,507.7,203.04,137.7,25.44,63.2,22.51,11.2,6.326833251372544,70.7,50.07,13.4,4.675681746533869,180.9,35.69,,32.4,4540.0,8.77225011410315,0.3,40.61648858160486,10.766289545359314,10.14299182903834,72.93630840142468,6.112514260437059,458.307144353656,
1049,429.61700340098525,161.47,104.4287007373099,17.68,48.8,15.88,12.6,6.28,60.3,52.26,14.6,6.43,99.54602668056066,15.0,,32.6,4358.0,0.0,5.3,34.9545009099818,14.86070278594428,13.555928881422371,19.7480050398992,4.864435861376657,187.5962480750385,43.0
1051,498.9,175.17,125.5,17.54,41.7,15.0,19.8,7.69,70.5,49.55,16.2,3.9,130.3,18.19,59347.0,33.6,4588.0,4.9846790159262575,1.6,16.933248288889434,8.847484238157152,6.865294507273753,26.88099501999362,5.372884138719906,169.27115276108236,43.0
1053,444.8,198.22,126.8,33.86,50.4,17.47,16.3,6.326833251372544,68.5,59.38,13.4,4.675681746533869,95.1,24.3,,32.3,4535.0,5.676035387144759,0.8,34.240652617267166,13.73215499660095,10.84160435078178,39.92929979605711,5.597960422960458,386.1318830727396,
1055,469.7,185.03,109.4,22.26,45.8,16.25,12.4,6.64,71.5,55.6,16.6,4.19,116.5,20.63,,33.4,4422.0,13.396533563152351,1.9,26.028757508201828,10.310452585157854,11.378393901928526,22.414112012149413,5.932923057941169,723.3185035192415,54.0
1057,457.9,212.55,104.4287007373099,26.09,52.0,21.37,10.239413048750952,6.326833251372544,67.1,62.35,16.2,4.675681746533869,129.7,16.01347697794261,,34.3,4449.0,0.4292094426077373,0.2,32.146775569913444,11.148360355967329,8.021455565037181,15.756430574180175,4.362285197543503,371.8151895647933,
1059,429.61700340098525,176.85,104.4287007373099,16.35,38.7,17.09,10.4,6.326833251372544,66.5,50.75,16.4,4.675681746533869,99.54602668056066,16.01347697794261,,,4415.0,5.737446379005804,9.4,32.80463481812138,14.22420616076234,11.583879444075096,23.664798809636878,5.089462726929396,395.7324215658341,
1061,450.1,194.6,129.6,21.63,43.37105729200139,14.2,10.239413048750952,10.87,79.7,62.46,12.697543891610987,4.675681746533869,89.1,16.01347697794261,,33.6,4638.0,3.867114594998134,0.7,33.540537467308496,12.883296061858015,11.609748701815564,16.783534851988023,4.6616964251394055,314.59652048667704,
1063,460.6,161.31,145.1,17.19989534255591,45.1,19.697729027545925,10.239413048750952,6.326833251372544,61.5,47.59,12.697543891610987,4.675681746533869,129.0,16.01347697794261,,,4484.0,22.75290215588723,0.6,50.675100352755145,13.38036735190366,16.470015813161414,82.75149008636419,3.85643642695953,243.2794063982484,
1065,429.61700340098525,172.47,104.4287007373099,35.57,41.8,17.44,10.239413048750952,6.326833251372544,54.84555590109751,39.12566086841053,12.697543891610987,4.675681746533869,129.9,16.01347697794261,,,4493.0,6.973350253807107,0.4,36.77646739867155,13.13542090280602,8.13338755591704,61.58329944421852,4.8934640962600255,264.33509556730377,
1067,452.4,189.25,112.6,23.55,43.37105729200139,13.29,14.4,6.326833251372544,74.0,54.77,15.4,4.675681746533869,117.6,16.01347697794261,48610.0,33.1,4652.0,8.051092359264825,0.8,25.14162237925597,13.928634001051218,7.685569117561175,30.7422764702447,4.755791092403002,,
1069,438.8,168.31,104.4287007373099,19.01,48.0,15.51,8.0,5.01,61.6,44.86,15.5,5.79,131.9,19.44,,32.9,4658.0,4.243355293607886,1.0,27.9778577464655,9.080982538763188,11.313248321765304,34.161927097674685,6.684989267124703,750.1020708514133,48.0
1071,438.8,200.01,113.9,17.41,42.9,20.63,14.3,8.89,76.3,60.98,15.2,4.675681746533869,99.54602668056066,18.91,,35.0,4328.0,5.373212843105942,0.9,30.269487105186904,11.853569013812422,10.002897710808462,10.754370713802762,4.708238952609302,328.4072249589491,
1073,452.6,174.74,131.9,25.06,38.9,14.63,10.7,6.12,59.5,45.41,15.8,5.0,154.4,24.19,51979.0,,4456.0,12.586830603250586,2.4,24.381467169742564,6.48178374315799,8.912490605285333,50.40835693083212,8.911161472907468,721.969587695391,59.0
1075,500.4,183.82,157.3,33.49,54.9,15.46,10.239413048750952,6.326833251372544,86.5,57.04,17.6,4.675681746533869,98.3,16.01347697794261,,34.9,4459.0,0.411974732216424,0.1,26.382272267937054,12.068716616139744,5.492998412010971,14.024830373899237,4.846467618942151,,
1077,429.61700340098525,163.3,104.4287007373099,14.19,42.5,14.6,11.1,4.57,62.5,47.16,17.2,5.06,87.8,18.3,46265.0,,4391.0,6.471863573115879,1.5,24.169268870464087,7.856142995585226,8.884462151394422,15.921180144287714,5.993737286552876,283.1915580919565,
1079,474.0,192.34,119.2,20.95,57.1,19.44,13.2,6.326833251372544,75.9,62.52,22.7,4.675681746533869,98.0,16.01347697794261,,34.8,4391.0,5.355426774221731,1.1,27.732111983984957,13.640086141526888,9.169219569898996,23.49176499135552,3.6584466351644207,297.2489308137948,34.0
1081,429.61700340098525,187.29,104.4287007373099,25.14,43.37105729200139,15.2,12.6,6.36,54.84555590109751,48.34,14.7,6.89,111.9,33.67,48056.0,,4609.0,11.069755502791503,2.9,27.145312949266188,5.853995754338955,7.758425557166541,32.88490832675684,6.217199143644824,192.0947504297661,
1083,462.5,150.84592748038258,115.2,16.45,38.3,13.05,16.1,8.29,65.2,43.65,20.9,4.05,104.1,15.45,56460.0,34.7,4366.0,6.426517842042956,2.1,19.89145799156013,10.330062628326164,8.348036029343486,24.16607339998556,5.152808823678836,105.2403503884607,
1085,553.9,210.59,115.0,17.19989534255591,73.5,24.24,10.239413048750952,6.326833251372544,74.2,45.44,12.697543891610987,4.675681746533869,189.0,16.01347697794261,,34.0,4582.0,20.214178245862467,0.0,40.93196457326892,12.34903381642512,8.222624798711756,75.34219001610306,3.7924482220020512,,
1087,493.7,195.96,128.0,27.89,66.5,14.67,10.239413048750952,6.326833251372544,65.8,53.78,12.697543891610987,4.675681746533869,200.9,52.98,,,4620.0,22.09584187954503,0.1,32.01713944784944,10.636220643271685,8.84634159570429,83.87481694418831,4.652566390315104,775.6142539458697,
1089,443.6,150.84592748038258,132.2,19.43,39.1,13.85,14.1,6.52,57.4,41.39,19.3,5.5,96.4,18.53,63417.0,33.9,4352.0,9.343181675631923,2.5,18.29468622683485,5.722817839134478,7.953525562572413,35.60238899495766,7.58862335458895,337.5162502787705,44.0
1091,455.2,189.05,118.8,22.71,57.0,23.06,10.239413048750952,6.326833251372544,62.2,47.8,19.1,4.675681746533869,155.6,16.01347697794261,,33.7,4495.0,13.254387216436012,0.5,32.15069495245062,9.906991326157383,8.407357090605078,55.235656808443935,5.548657317007677,517.2954331696102,
1093,471.2,184.51,141.7,27.14,50.2,18.93,12.1,6.326833251372544,69.9,48.93,17.8,7.06,100.7,21.12,,34.3,4432.0,1.026774109695867,1.2,29.98859749144812,13.501911597021934,10.101281105372593,8.669260178415723,5.090583458375571,328.6605406130525,
1095,443.7,179.06,104.4287007373099,11.08,42.2,16.97,13.2,5.61,73.5,62.0,16.4,5.83,86.8,22.08,,,4377.0,10.031283931239852,7.2,28.31168020637216,11.1569947054724,12.028667422532427,19.523180461216803,5.904850491335289,249.6437375828245,
1097,442.5,181.11,117.9,22.89,47.4,16.1,11.0,7.22,66.0,49.95,14.0,4.82,103.4,19.31,46166.0,,4466.0,9.715926700759336,1.5,28.293600852221257,8.581877737168973,11.068730871521849,43.48236737789781,6.817038819875563,469.10818716981856,40.0
1099,429.61700340098525,178.16,138.2,23.06,52.8,16.44,12.7,6.326833251372544,54.84555590109751,44.16,12.697543891610987,4.675681746533869,112.9,16.01347697794261,,33.0,4520.0,11.327379920235824,0.2,35.62791583357136,11.563362848709891,12.09178330000952,45.85832619251642,4.529743089117609,447.4911929924784,
1101,447.9,170.63,122.7,25.4,41.2,16.01,10.7,5.89,54.84555590109751,39.69,18.3,5.11,154.1,25.15,47990.0,,4610.0,10.744104323713938,2.7,28.70289819872732,8.43582055279067,9.837448277993916,66.81533753438934,11.499140011609864,497.2378130368159,50.0
1103,477.2,170.56,120.2,24.31,41.6,12.17,15.3,7.34,71.7,48.4,21.9,7.34,134.2,19.43,49751.0,33.8,4380.0,8.271821909783245,3.6,24.40595884442657,11.053019639386015,9.99312956632482,24.72937194181916,6.131096690814871,444.9024733561231,50.0
1105,449.7,176.68,116.6,17.19989534255591,37.0,19.697729027545925,10.239413048750952,6.326833251372544,54.84555590109751,39.89,12.697543891610987,4.675681746533869,172.1,16.01347697794261,,,4513.0,27.853838164479274,0.0,51.73550087873462,13.609402460456945,9.753954305799647,70.50746924428822,4.76813198399378,,
1107,484.5,150.84592748038258,212.5,17.19989534255591,42.2,13.31,10.239413048750952,6.326833251372544,65.3,44.83,15.7,4.675681746533869,96.8,16.01347697794261,,33.7,4474.0,1.493973462979844,3.0,34.44062047982443,12.304853109880792,8.618883734849618,46.37139009426904,4.408192925438171,279.3156765923487,
1109,451.3,191.94,124.7,31.46,40.1,14.13,14.6,10.25,60.7,48.9,12.697543891610987,4.675681746533869,112.6,16.01347697794261,,,4626.0,10.492720143469406,2.9,31.276672477009075,7.339063533088898,8.868786439862957,44.12754703372002,5.549461625170704,291.5189036484944,
1111,429.61700340098525,172.98,104.4287007373099,19.45,44.3,18.05,13.5,6.326833251372544,57.7,42.24,16.0,4.675681746533869,111.5,16.01347697794261,,33.5,4539.0,13.18465499934535,0.8,25.118775294738693,12.71775470702094,9.194087629773009,24.9208164701742,4.85413159685944,65.9862748548302,
1113,443.6,197.23,104.4287007373099,22.07,45.6,17.51,14.2,6.66,72.8,56.34,16.6,6.64,102.1,43.07,,,4635.0,6.665155721759495,1.5,31.13155442024233,9.981359384169284,10.50951016603956,54.9587490075598,5.973239081833095,220.92581725292555,47.0
1115,470.8,178.11,137.0,16.15,44.4,13.72,11.8,6.0,72.2,54.56,12.697543891610987,4.4,115.0,18.51,54887.0,34.5,4454.0,2.373404471666288,1.0,18.25726141078838,9.977622597802744,8.050242328149421,14.384508990318118,5.562061408521132,44.97970290906228,
1117,429.61700340098525,150.84592748038258,116.7,19.0,36.7,12.25,11.5,5.68,54.84555590109751,39.12566086841053,14.7,3.78,146.0,15.59,75761.0,34.3,4492.0,5.819514570571802,2.6,12.138664201525309,4.639704183036746,6.068869886757568,22.634619828980817,6.473791502768466,152.9928356829212,46.0
1119,466.2,169.85,144.0,17.19989534255591,61.8,19.697729027545925,10.239413048750952,6.326833251372544,65.2,50.62,12.697543891610987,4.675681746533869,194.6,16.01347697794261,,,4482.0,10.753469447068229,2.6,41.28622469233823,8.955934894799524,11.314013497419612,75.14092894005557,4.688910281085329,262.0087336244541,39.0
1121,452.0,187.4,117.2,24.36,48.0,15.81,13.6,6.41,73.6,56.09,16.1,3.32,99.0,24.33,,34.4,4503.0,7.842898980447437,1.3,29.6458302178356,12.724938936244454,8.816858581326953,37.68381436618314,5.272974203001291,361.3977369024475,48.0
1123,479.6,181.58,104.4287007373099,22.56,46.2,16.73,15.4,6.52,74.6,54.19,21.0,4.675681746533869,105.4,23.81,,34.3,4574.0,3.2679738562091503,1.0,27.359703337453645,13.372064276885045,8.375772558714463,31.226205191594563,5.089608557291884,313.9678615574784,
1125,441.3,150.84592748038258,124.7,21.96,41.3,14.41,10.5,4.63,61.1,44.19,15.9,5.37,146.2,22.9,52221.0,,4471.0,6.732903172776591,2.0,25.03950127840501,6.570618709720666,6.927327223802274,38.951612130962296,6.693020485281234,492.6886724697636,55.0
1127,513.1,215.46,110.1,19.14,46.4,18.43,17.5,8.57,87.6,67.94,17.0,4.49,137.3,23.82,,33.9,4439.0,3.716634588126464,1.1,28.187204162878903,12.828751449797812,11.270806557788156,11.715933669790916,5.350304167509791,418.48217924203,45.0
1129,429.61700340098525,209.06,104.4287007373099,17.19989534255591,48.4,21.52,10.239413048750952,6.326833251372544,54.84555590109751,50.78,12.697543891610987,4.675681746533869,106.2,38.49,,35.6,4470.0,4.482111370229225,0.2,30.31341821743389,9.653525954946131,9.463761018609206,34.788197845249755,3.8203048327876585,153.0362389813908,
1131,511.7,216.3,121.0,35.91,56.4,19.697729027545925,10.239413048750952,6.326833251372544,62.1,40.22,12.697543891610987,4.675681746533869,157.5,16.01347697794261,,32.9,4529.0,23.676092544987146,0.8,41.404473085670965,13.86467020470053,9.818043972706596,73.23730098559514,4.690705276639375,284.30629264594387,
1133,429.61700340098525,161.84,104.4287007373099,17.19989534255591,38.0,15.1,10.239413048750952,6.326833251372544,69.2,48.93,15.9,4.675681746533869,94.1,22.83,,34.8,4411.0,1.6949844796601865,1.2,30.71440620782726,15.629217273954117,11.821018893387317,6.456646423751687,4.989438045509487,206.6464237516869,
2013,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,69706.0,45.9,,14.581343521171602,21.3,20.596046031277663,10.445559161994687,39.68722336972558,86.72174682797285,5.822822384181313,,8.0
2016,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,85517.0,40.7,,7.804351735299407,20.2,10.79187105816398,6.044148563419761,16.415557112824107,76.82200420462509,4.239072463490956,70.0770847932726,
2020,433.1,142.3434222986414,131.7,19.01,39.7,12.21,12.8,6.09,50.63688911980292,32.4473371830758,19.0,6.03,97.6,19.81,83280.0,,,4.570874425171164,5.7,14.569824369201273,3.955972474237393,10.161251669006129,43.26166592488617,10.016990755575115,376.5962545790681,32.0
2050,386.38141171471534,175.53,94.72712211538465,17.89862577381349,101.2,43.46,9.177907208946282,4.379132385897183,50.63688911980292,39.68,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,54212.0,,,39.85187797566567,9.7,43.61276898647539,8.914198105459125,17.17680556316049,90.58752669331436,4.071784922599169,202.5954114877074,
2060,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,84688.0,44.6,,11.634904714142428,2.3,9.201623815967524,4.7361299052774015,15.832205683355886,52.09742895805142,7.249063670078651,,
2068,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,84196.0,44.5,,33.07776560788609,3.0,19.82414068745004,1.6786570743405276,12.589928057553957,19.06474820143885,6.000000000000001,,33.0
2070,386.38141171471534,209.3,94.72712211538465,17.89862577381349,67.9,17.867083917052824,9.177907208946282,4.379132385897183,78.9,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,58750.0,,,31.46276047039406,5.7,31.27280097284151,7.924604783137414,18.6461289014998,85.08309687880016,4.54599664980603,608.0259424402108,
2090,386.38141171471534,142.3434222986414,119.2,17.23,26.56620142596993,13.99,15.4,5.65,50.63688911980292,32.4473371830758,17.4,6.78,63.57977486627508,12.56,77095.0,,,7.731013209538742,2.7,13.106495353207048,3.478746635518765,8.663856584226297,31.24676248032096,5.742534929595476,177.74617845716315,36.0
2100,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,64342.0,32.4,,10.087719298245617,0.9,21.86886533176286,1.3349038084020417,9.462112288967411,27.87593246957205,6.474318241926926,,
2105,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,,,,31.11627906976744,2.3,19.95316159250585,4.918032786885246,22.903981264637004,54.42622950819672,6.26039712330863,,
2110,386.38141171471534,142.3434222986414,120.2,17.89862577381349,40.6,22.71,9.177907208946282,4.379132385897183,50.63688911980292,39.1,13.793140594678068,3.446831081230997,93.1,17.298615289888843,88213.0,35.3,,1.9632294164668265,4.7,11.433377986853174,2.651172933736253,9.124894856537589,36.55254057758809,10.241030003138324,227.42141499735197,26.0
2122,386.38141171471534,167.6,116.4,27.11,42.7,14.46,11.4,7.02,61.8,39.42,18.9,5.12,63.57977486627508,24.07,66684.0,35.2,,7.870036101083032,1.3,19.281062422418337,4.909112550800048,13.676478090088253,20.82164294580761,5.879766403364274,130.93234028805114,5.0
2130,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,40.7,17.867083917052824,9.177907208946282,4.379132385897183,57.7,43.52,19.4,3.446831081230997,63.57977486627508,17.298615289888843,70356.0,35.3,,0.4006826445054537,4.4,15.716041350393986,4.28685028554905,9.397816814863008,36.82498373454782,7.793091374108157,180.7272464396732,
2150,386.38141171471534,142.3434222986414,138.6,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,74.3,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,78281.0,32.6,,11.477339611536198,17.5,11.686467907046252,6.941642382126578,15.88582530075469,52.21549727265934,6.68378635784922,186.8041545243966,
2158,386.38141171471534,171.79,94.72712211538465,17.89862577381349,102.1,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,,,,0.0,2.7,56.78476741383466,10.44830079537238,18.004338394793926,96.74620390455532,5.430592827416443,,
2164,386.38141171471534,142.3434222986414,94.72712211538465,17.89862577381349,26.56620142596993,17.867083917052824,9.177907208946282,4.379132385897183,50.63688911980292,32.4473371830758,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,46406.0,33.2,,41.63090128755365,3.8,29.1522491349481,7.352941176470589,25.86505190311419,75.86505190311419,6.097212121406546,,
2170,444.5,168.44,119.6,16.63,42.2,13.54,10.4,5.15,63.1,45.88,15.5,6.54,94.0,19.83,75905.0,32.3,,8.186976796449239,1.8,16.26397168405365,4.190573770491803,13.845007451564827,21.58811475409836,5.533805639248174,116.43070044709388,13.0
2180,436.3,202.63,113.8,17.89862577381349,101.2,17.867083917052824,9.177907208946282,4.379132385897183,79.3,49.52,13.793140594678068,3.446831081230997,63.57977486627508,17.298615289888843,58987.0,,,15.191740412979351,4.6,34.47896892796483,7.723049255669897,18.643221101009093,85.67289439504447,6.993366919269521,539.514437006694,
