fips,cancer_incidence_rate_per_100000,cancer_mortality_rate_per_100000,breast_cancer_incidence_rate_per_100000,breast_cancer_mortality_rate_per_100000,colorectal_cancer_incidence_rate_per_100000,colorectal_cancer_mortality_rate_per_100000,leukemia_cancer_incidence_rate_per_100000,leukemia_cancer_mortality_rate_per_100000,lung_cancer_incidence_rate_per_100000,lung_cancer_mortality_rate_per_100000,non_hodgkin_lymphoma_cancer_incidence_rate_per_100000,non_hodgkin_lymphoma_cancer_mortality_rate_per_100000,prostate_cancer_incidence_rate_per_100000,prostate_cancer_mortality_rate_per_100000,median_household_income,over_65_percent,uv_exposure,low_income_low_access_share,non_english_speaking,population_in_poverty_percent,population_over_25_no_high_school_diploma_percent,population_uninsured_percent,population_minority_percent,walkability_index,hospital_beds_per_100000,median_aqi
12019,508.7,174.36,119.5,19.45,40.4,14.0,20.8,7.1,77.4,50.05,29.7,5.52,72.13148995852,18.65,62653.0,34.5,4672.0,8.583553820763367,3.7,17.25547391009503,5.448828114113724,9.49724562691018,28.119687497097,7.014461956098711,265.683205291369,
12021,412.1900654304528,138.38852114416088,94.99699882042869,14.38,30.640723959950314,6.159668003642723,17.7,4.68,47.930855397000805,30.64972927814025,23.9,4.11,93.8,11.57,65675.0,,4858.0,7.017292858920129,14.2,18.67033966442157,8.992342063293309,13.50881124042758,37.39761958112009,7.008311304770473,279.1654035244962,39.0
12023,497.6,209.15,126.3,25.21,37.5,18.76,18.9,7.66,90.0,70.15,22.0,5.78,93.2,20.0,,32.7,4659.0,4.451289037627164,1.8,25.311010183644107,10.399447093006856,12.369883494597874,28.32943101356879,6.024166123983359,792.6880871110609,44.0
12027,412.1900654304528,138.38852114416088,94.99699882042869,17.04,37.0,15.36,18.7,4.421940381274783,61.5,47.57,20.4,3.047463179003441,72.13148995852,15.54,,,4852.0,7.042051517411508,13.5,39.212223381766606,18.495624949827405,18.35647962323727,45.36940408338016,5.884809106484079,131.1177115945519,
12029,489.9,191.9,122.0,0.3891212113245779,49.0,15.02,20.8,4.421940381274783,88.7,59.45,21.4,3.047463179003441,72.13148995852,0.0,,36.7,4723.0,3.008159785653392,1.3,25.878136200716845,15.292712066905615,15.436081242532856,16.14695340501792,4.309677353887631,,
12031,523.8,173.01,133.2,22.37,41.8,14.87,19.1,7.21,72.7,46.2,27.2,5.55,100.6,21.04,53473.0,,4635.0,9.745297438395488,5.8,23.314053324141334,6.807456061291243,11.518145239924904,48.20645316349216,10.402182071044807,451.16697289097885,45.0
12033,492.6,179.85,119.4,21.89,39.9,12.97,18.9,6.67,78.7,52.58,24.2,6.04,101.6,21.45,49286.0,,4518.0,12.307681969229115,2.8,22.3059701728183,6.519604283039302,10.342257910707914,36.162379101395366,9.708781937310844,599.0066026505332,46.0
12035,494.4,138.38852114416088,113.3,17.03,41.5,14.48,18.0,6.58,65.3,30.64972927814025,23.1,3.93,86.9,15.68,53872.0,33.0,4757.0,17.90461461294098,6.8,20.22347457777305,6.536764314955606,12.806812341609511,25.87236606589044,6.560525734462063,87.72396193311712,
12037,412.1900654304528,180.57,114.3,0.3891212113245779,30.640723959950314,6.159668003642723,25.536694532929918,4.421940381274783,70.6,49.9,62.38955383382304,3.047463179003441,72.13148995852,0.0,,35.0,4701.0,0.6753831500562819,1.6,30.224945442336747,14.764143025012592,16.30015108275978,23.703206311901965,6.812571006914196,209.8371663589055,
12039,447.3,166.89,94.99699882042869,19.01,37.9,13.55,17.1,4.421940381274783,63.1,42.17,16.3,3.047463179003441,105.3,13.6,,34.2,4679.0,2.69460432430102,4.2,30.268416799528254,13.038635420534211,11.99903902854522,67.74193548387096,5.07572563758411,2081.376810011576,
12041,443.4,182.85,131.9,0.3891212113245779,30.640723959950314,17.21,16.1,4.421940381274783,65.2,48.09,22.0,3.047463179003441,72.13148995852,0.0,,33.2,4709.0,0.0708424346183363,2.9,27.470539873938066,9.218964099753356,14.436832008769526,13.894217593861333,4.320900747546182,,
12043,412.1900654304528,138.38852114416088,94.99699882042869,0.3891212113245779,30.640723959950314,21.8,25.536694532929918,4.421940381274783,47.930855397000805,30.64972927814025,62.38955383382304,3.047463179003441,72.13148995852,0.0,,,4828.0,23.92114250232847,12.1,28.01045220294694,21.586702475139727,18.67605429338753,40.081294911809536,4.370425802394972,,
12045,461.1,164.29,94.99699882042869,0.3891212113245779,45.7,6.159668003642723,21.9,4.421940381274783,70.6,46.3,21.0,3.047463179003441,72.13148995852,37.3,,35.6,4686.0,1.8911933429994323,1.6,17.10342997412592,11.51728255821668,6.548132422211903,22.132289524315,5.853036437614015,126.05320772241755,
12047,412.1900654304528,206.77,94.99699882042869,0.3891212113245779,39.1,6.159668003642723,25.536694532929918,4.421940381274783,85.8,63.32,62.38955383382304,3.047463179003441,72.13148995852,0.0,,35.5,4650.0,9.514156361916346,4.0,29.408904632909632,18.23296520108356,12.683197888448984,45.69702021254428,4.782862615928447,,39.0
12049,438.3,138.38852114416088,94.99699882042869,0.3891212113245779,46.4,6.159668003642723,15.5,4.421940381274783,67.4,49.87,14.5,3.047463179003441,72.13148995852,0.0,,,4848.0,13.021528253579026,14.4,37.8991378991379,15.318015318015318,10.955710955710956,53.387353387353386,5.719253464520457,185.00018500018496,
12051,412.1900654304528,138.38852114416088,94.99699882042869,0.3891212113245779,30.640723959950314,18.51,10.9,4.421940381274783,47.930855397000805,30.64972927814025,26.6,3.047463179003441,72.13148995852,0.0,,,4836.0,7.250894225855902,23.5,39.58574459876543,19.86159336419753,23.996913580246915,68.64149305555556,6.3303760560530815,60.28163580246914,
12053,546.2,170.37,120.1,18.25,37.1,13.51,24.3,6.94,74.2,50.57,32.0,5.0,87.5,13.5,46030.0,,4815.0,12.338955191054415,3.2,24.01835343471421,8.718930256948086,12.390141583639224,23.28893550078657,8.546124892391115,388.0440482433141,
12055,434.4,138.38852114416088,114.8,21.08,30.640723959950314,12.94,16.5,5.13,66.4,43.19,22.6,3.66,72.13148995852,12.5,,,4831.0,17.70696252505416,6.9,28.157094497676287,11.259012756516915,12.129209937460557,33.87170807275231,6.540404436049882,315.56601067186875,36.0
12057,478.0,138.38852114416088,124.4,18.81,39.9,14.35,17.9,6.6,59.8,39.63,22.1,5.32,101.2,17.02,56137.0,,4847.0,8.218993089960675,11.3,22.61130610090688,7.643944498876225,12.14118088025146,52.07419533981278,9.850772811606385,340.0952762860714,49.0
12059,412.1900654304528,179.54,94.99699882042869,0.3891212113245779,30.640723959950314,17.17,25.536694532929918,4.421940381274783,57.5,59.22,16.9,3.047463179003441,72.13148995852,0.0,,33.3,4642.0,18.64806543885181,1.4,32.48847926267281,14.244751664106502,16.149513568868407,13.681515616999487,4.38397666818142,102.40655401945725,44.0
12061,468.6,138.38852114416088,109.4,17.18,30.640723959950314,12.85,21.0,7.37,66.5,39.41,25.0,6.35,72.13148995852,19.06,52336.0,,4797.0,13.379169443880953,4.8,19.47134374761092,7.661629418210546,11.013353380392957,25.05606381081012,7.204456542891631,384.1645218011774,39.0
12063,412.1900654304528,197.48,94.99699882042869,19.32,30.640723959950314,19.78,11.5,7.01,57.4,58.62,13.7,8.21,72.13148995852,31.0,,33.4,4667.0,5.431592489848431,1.8,24.818072517876352,13.113543841886562,9.660612963783247,34.70859963298108,5.196598035917169,394.4398742854732,
12065,412.1900654304528,138.38852114416088,94.99699882042869,0.3891212113245779,39.3,15.37,25.536694532929918,4.421940381274783,47.930855397000805,30.64972927814025,62.38955383382304,3.047463179003441,110.7,0.0,48173.0,36.8,4683.0,5.805839712756589,2.1,23.637764392772095,13.398235046925338,6.429471914834011,40.16669001260681,5.243507030647997,,
12067,435.7,195.94,94.99699882042869,0.3891212113245779,30.640723959950314,6.159668003642723,25.536694532929918,4.421940381274783,99.1,67.11,62.38955383382304,3.047463179003441,72.13148995852,0.0,,34.2,4694.0,4.554678692220969,7.2,31.0517723880597,18.994869402985078,11.205690298507465,34.130130597014926,5.17806495880032,,
12069,510.6,159.22,129.7,19.8,39.7,14.34,21.6,7.01,65.6,42.53,25.8,5.1,102.4,16.28,51884.0,,4808.0,11.843717598265624,4.7,20.548699156171462,7.43411538407537,10.51401934768263,31.02930233211182,7.04029079014069,243.17987167066815,41.0
12071,412.1900654304528,138.38852114416088,108.6,16.86,30.640723959950314,6.159668003642723,19.1,5.84,47.930855397000805,30.64972927814025,25.1,4.22,72.13148995852,12.71,54691.0,,4862.0,11.995558816589469,9.6,20.02154460261443,8.115309885403862,13.282710125963227,33.70990126491931,9.210605615739286,281.1372377968992,41.0
12073,412.1900654304528,138.38852114416088,113.4,18.2,30.640723959950314,13.38,16.0,6.08,47.930855397000805,30.64972927814025,18.3,4.71,90.4,21.4,51201.0,,4686.0,9.398265616889365,2.5,26.18557336832692,3.9583640269578537,7.741303282704556,44.01311574266008,9.691104770821896,413.8928195763081,47.0
12075,504.5,201.56,116.1,20.64,42.0,17.63,14.6,7.83,89.2,63.55,25.3,3.047463179003441,72.13148995852,19.2,,34.1,4747.0,4.210681110757089,2.9,31.579589545864955,10.110056370336029,15.3420044412992,21.071768466775666,5.201125263834864,97.6109714731936,
12077,412.1900654304528,174.63,94.99699882042869,0.3891212113245779,37.8,6.159668003642723,25.536694532929918,4.421940381274783,72.2,56.19,62.38955383382304,3.047463179003441,72.13148995852,0.0,,34.7,4688.0,10.06575014943216,1.4,25.321012840513617,14.736589463578545,12.324492979719189,24.984999399976,4.041183502572385,,36.0
12079,412.1900654304528,177.07,94.99699882042869,0.3891212113245779,30.640723959950314,15.02,25.536694532929918,4.421940381274783,66.7,49.12,62.38955383382304,3.047463179003441,72.13148995852,32.26,,33.3,4672.0,11.58447773616313,1.8,36.094196260171366,14.916204127822386,10.508164035134987,46.26286576494045,5.173604344935856,269.4401034649997,
12081,438.9,138.38852114416088,117.4,16.71,30.640723959950314,11.56,20.0,5.35,47.930855397000805,30.64972927814025,23.6,3.89,88.5,12.35,56036.0,32.6,4858.0,6.141565453345848,6.5,21.08229845599941,7.953342287741179,11.818041015927506,29.092515621548472,10.287292509606395,227.24560552701936,37.0
12083,514.0,164.77,123.8,19.96,39.4,13.87,21.2,6.67,73.7,42.89,26.0,4.83,99.9,16.46,,,4765.0,11.877222319482762,4.2,25.798839565808837,8.960606312984092,11.369756530912522,30.335637544765557,7.2835042717715055,300.6579495294412,42.0
12085,456.3,138.38852114416088,124.7,14.61,30.640723959950314,11.87,16.3,5.72,47.930855397000805,30.64972927814025,21.1,4.08,92.5,14.39,57959.0,33.2,4782.0,10.24139203652319,5.4,17.022815110335372,6.641316544071811,9.460790425134023,22.031542201720484,7.000306720597978,364.04438349333,38.0
12086,412.1900654304528,138.38852114416088,108.4,17.19,40.0,13.67,17.1,5.77,47.930855397000805,30.64972927814025,24.2,5.03,111.0,21.32,48982.0,34.1,4855.0,1.818673428308768,34.5,27.382381553619105,12.927753843242428,16.02474637113347,86.47561585021481,13.801089983195514,376.2666658781576,44.0
12087,412.1900654304528,138.38852114416088,94.99699882042869,19.49,36.8,13.19,17.8,5.06,47.930855397000805,30.64972927814025,17.2,5.33,72.13148995852,16.84,67023.0,38.2,4874.0,9.090162812970313,10.4,17.422840943875855,6.360381702756299,16.597681568335172,34.64072294608515,11.456375150215605,266.1804437227997,
12089,557.5,185.09,131.7,24.09,43.3,16.14,23.8,7.05,75.0,50.91,23.6,3.95,104.9,18.36,66297.0,35.8,4611.0,12.128652099189786,1.8,14.247568853338308,6.557682889857978,9.8889951260465,13.656397938480913,6.31492673766301,72.2930901797999,
12091,451.3,166.74,114.9,20.13,30.640723959950314,11.11,20.6,6.39,67.1,49.17,24.3,5.52,72.13148995852,19.67,62048.0,,4587.0,11.104290407140724,3.5,18.390300342284142,5.115460637323435,11.014800173552524,27.13879380995999,7.67857445316154,279.61239936364075,37.0
12093,484.7,180.1,120.6,23.7,39.5,12.81,18.6,7.94,84.7,56.17,19.7,3.047463179003441,72.13148995852,19.61,,,4809.0,27.29022902290229,9.0,26.947201461152098,14.344764605512966,14.18855591069669,37.43000648866886,5.752156659679016,240.32106894811469,
12095,412.1900654304528,138.38852114416088,111.4,19.87,38.1,12.76,14.9,6.45,47.930855397000805,30.64972927814025,19.4,4.89,92.7,21.39,54335.0,,4819.0,7.180031345008011,14.4,23.803014156519517,7.634023980480192,13.055109100120545,60.77461959085271,10.47896839261156,393.1476855167916,44.0
12097,446.1,138.38852114416088,117.2,20.91,40.5,12.57,15.8,5.59,47.930855397000805,30.64972927814025,19.9,4.78,101.8,20.32,50063.0,,4822.0,14.8817388391611,19.8,24.89124636342138,9.178751931717564,13.151078187127748,69.17116255025215,9.374579788152886,304.4001913844021,36.0
12099,442.9,138.38852114416088,121.5,17.79,30.640723959950314,11.58,18.6,6.55,47.930855397000805,30.64972927814025,26.6,5.36,99.5,13.2,59943.0,,4793.0,4.129959534410901,13.3,19.87669839958922,8.241113533420105,13.3581906768768,46.07744506452856,10.725419012566183,318.54375371527544,42.0
12101,505.8,167.05,118.2,19.55,38.1,14.07,19.8,5.39,72.8,48.67,26.6,4.97,92.8,13.73,50417.0,33.2,4830.0,12.072167455352629,4.5,21.308426794595142,7.34304527816109,11.39983515007826,26.69661131537272,8.686951577352776,276.5403743389796,39.0
12103,473.0,138.38852114416088,127.0,20.3,30.640723959950314,12.31,16.5,5.02,64.3,42.64,23.3,4.9,90.0,13.43,51454.0,35.2,4846.0,5.120987363372327,5.0,19.78217995128658,6.473426468997976,10.587290225904622,26.504528906213796,12.557147679419964,424.8263361431948,45.0
12105,491.0,138.38852114416088,126.7,20.37,41.2,13.45,18.0,6.29,66.2,42.7,20.5,4.98,98.9,16.19,48500.0,,4836.0,13.44090218321029,8.2,25.8857786562945,10.120370960771394,12.807498565325512,42.4218722324952,7.59589170154625,255.90341983889135,44.0
12107,493.4,203.55,114.0,19.77,42.6,18.67,15.8,7.51,90.8,66.48,22.8,4.73,72.13148995852,21.46,,32.6,4725.0,6.702167715561293,4.6,38.09769055621815,12.46205139325599,16.209476309226932,28.918193646318983,5.753055456248935,134.175430987748,15.0
12109,487.4,138.38852114416088,130.9,17.89,30.640723959950314,12.35,19.6,5.92,62.0,40.26,24.7,4.54,96.9,17.75,77323.0,35.6,4697.0,5.475191934287173,2.5,12.41259151951764,3.712853842840923,7.852080967855604,18.131239967111703,7.673037427571572,131.1616616420657,
12111,438.4,138.38852114416088,116.6,18.74,30.640723959950314,13.27,16.8,6.54,61.5,41.11,19.7,4.94,86.5,16.38,49373.0,,4785.0,15.219105148152014,7.2,23.15916413743246,9.290339467894826,13.574353253519632,43.56992839203026,7.360080957819177,321.26987292545664,39.0
12113,466.2,138.38852114416088,117.8,18.38,30.640723959950314,6.159668003642723,20.4,7.12,69.1,42.48,26.8,4.68,90.6,19.12,66242.0,34.3,4551.0,9.51232724678276,1.8,16.841976312316593,5.96869483871327,10.280254138662595,18.310902236798874,6.453567782518916,158.6974558292081,45.0
12115,475.9,138.38852114416088,123.8,16.42,30.640723959950314,10.83,21.3,5.61,47.930855397000805,30.64972927814025,29.3,4.69,92.0,13.59,58644.0,,4865.0,7.112173473045055,5.0,15.36798156001178,5.418149175016247,10.768036730361926,17.386141021025516,10.875102714873965,398.3486298583805,49.0
12117,444.7,138.38852114416088,123.3,21.03,30.640723959950314,13.01,17.4,6.19,47.930855397000805,30.64972927814025,22.5,6.18,87.6,19.93,63760.0,34.0,4815.0,6.127252683822312,6.8,16.581064721070508,3.931261316277226,9.320005571090327,40.77181028294711,9.382567617002916,204.4161604474014,38.0
12119,439.5,138.38852114416088,110.9,21.85,30.640723959950314,6.159668003642723,21.8,6.33,47.930855397000805,30.64972927814025,27.1,5.39,86.4,14.22,55228.0,,4808.0,5.986940697923357,2.0,14.456894826763534,6.987948098323817,5.251735443057458,15.115670550570274,7.307458463943974,267.0504394403485,
12121,492.3,195.49,120.5,20.94,42.5,20.2,18.3,6.74,86.2,60.63,24.5,7.26,72.13148995852,15.58,,33.1,4673.0,5.376525234049722,2.7,23.948972680063218,12.587491533077444,12.223978324678257,24.843079701964328,5.126904805337492,4.515692029803567,
12123,437.6,178.78,94.99699882042869,0.3891212113245779,44.3,14.33,14.3,4.421940381274783,82.3,55.69,17.9,3.047463179003441,72.13148995852,22.63,,33.1,4699.0,14.749667700487372,2.6,23.91174167396011,13.897461882168685,6.490395688424155,28.564189967294677,5.099533894276586,727.8087429176838,
12125,1143.5,454.48,190.2,0.3891212113245779,121.7,45.14,36.9,4.421940381274783,196.3,147.94,58.3,18.75,230.6,0.0,,34.6,4668.0,19.497907949790797,0.8,17.83797932207826,17.556602538934694,6.18374558303887,30.72241853160581,4.704223811754511,1046.983379138856,
12127,482.3,166.72,119.8,20.04,38.4,13.11,18.1,6.34,69.8,45.38,23.7,5.1,72.13148995852,17.86,46760.0,33.5,4795.0,10.84022620619378,3.5,22.024072205630038,6.836755434374582,11.202566530002365,29.12670960086576,10.011655490941212,300.6736775027604,41.0
12129,434.5,181.01,94.99699882042869,20.23,30.640723959950314,6.159668003642723,17.9,4.421940381274783,78.7,55.97,17.1,3.047463179003441,72.13148995852,0.0,62778.0,37.5,4698.0,3.23628801663634,1.3,15.13011718155532,8.838837315477097,7.52701263125856,20.84918581646629,5.576580815787056,,36.0
12131,412.1900654304528,163.16,94.99699882042869,21.2,37.4,17.45,16.7,4.47,62.6,48.55,18.2,6.0,72.13148995852,13.13,53785.0,35.4,4621.0,10.07212542920989,2.1,18.0368478092584,7.857957184478318,13.99034469169165,15.988965361933314,6.432506301481597,191.4171909527228,
12133,412.1900654304528,187.33,94.99699882042869,0.3891212113245779,30.640723959950314,15.99,13.2,4.421940381274783,78.1,64.4,20.3,3.047463179003441,72.13148995852,0.0,,34.7,4652.0,21.71433161953728,1.7,33.65346297919821,13.003108312744082,14.150793018251376,22.909858930421613,4.611610898392534,235.1159639754523,
13001,367.68397047574473,182.7,111.3,28.14,39.1,14.4,10.047223867240412,5.983505742533479,72.7,46.99,14.4,5.163679570192598,34.34578405074844,15.147109422093012,,,4595.0,23.20135994735688,3.1,36.43911439114391,15.237681788582591,12.052311699587584,31.11026698502279,5.12131064654839,265.8997178207076,
13003,447.0,178.76,117.0,17.68270030092011,41.1,11.767487636664852,10.047223867240412,5.983505742533479,75.5,50.45,10.580516412746038,5.163679570192598,34.34578405074844,15.147109422093012,,,4614.0,14.949253731343283,13.7,44.69979545181085,20.502947900373,20.90001203224642,44.21850559499458,4.549505948817907,,
13005,455.2,192.63,114.0,17.68270030092011,37.4,24.86,10.047223867240412,5.983505742533479,77.1,47.02,10.580516412746038,5.163679570192598,98.0,15.147109422093012,,,4598.0,1.3067772170151406,3.0,36.46319569120287,11.579892280071814,17.755834829443447,26.75942549371634,5.457576296835857,224.4165170556553,
13007,367.68397047574473,145.4546553586958,134.9,17.68270030092011,32.956390909170565,11.767487636664852,10.047223867240412,5.983505742533479,52.200969835845626,33.448923629041964,10.580516412746038,5.163679570192598,34.34578405074844,15.147109422093012,,33.6,4662.0,28.04984062590553,2.3,39.15857605177994,12.459546925566343,13.559870550161811,49.8705501618123,3.860823664635936,,
13009,478.6,176.74,124.4,22.46,39.0,19.18,13.0,5.983505742533479,76.9,50.0,16.2,5.163679570192598,117.0,15.147109422093012,,,4590.0,12.880577427821525,1.2,28.90042598509052,8.442048278310258,11.146609868654595,47.754703585374514,5.7711728420998325,809.8154064607738,
13011,472.4,166.77,89.97779185181636,17.68270030092011,56.5,14.8,10.047223867240412,5.983505742533479,60.7,60.47,18.0,5.163679570192598,118.0,15.147109422093012,,34.7,4478.0,0.8698015765153574,3.2,26.0,17.33862433862434,13.60846560846561,12.39153439153439,5.189086980100162,,
13013,518.8,194.14,126.6,23.46,44.3,19.57,16.4,7.79,87.4,55.8,16.0,4.87,112.6,23.4,57348.0,,4524.0,11.312295471910277,5.8,20.48244642901075,8.90102590597092,15.270499667872167,30.39707727507565,5.893796523825536,68.8857726277462,
13015,474.5,168.2,109.4,16.66,47.2,13.18,17.3,6.31,80.7,47.26,21.7,6.73,87.7,20.36,55452.0,33.8,4444.0,11.692642551194623,3.2,22.09457428421132,9.193469602464868,14.72157511084392,24.19403321560081,6.257625619245107,111.7832719621252,
13017,499.4,199.13,118.5,17.68270030092011,45.3,11.767487636664852,10.047223867240412,5.983505742533479,79.1,54.87,22.0,5.163679570192598,148.8,15.147109422093012,,33.4,4615.0,13.16207326755132,2.9,41.83788264550891,11.036769494937532,19.6873704778258,44.70957427911659,5.45965955450752,444.0760258156196,
13019,435.7,163.1,119.0,17.68270030092011,41.3,19.15,18.8,5.983505742533479,81.4,52.74,18.0,5.163679570192598,90.9,15.147109422093012,,32.4,4627.0,10.396142279373638,1.5,34.38508799333542,14.084140372800166,21.45162969905238,18.390086431323542,3.958484450142917,328.0224929709466,
13021,503.1,168.22,135.8,20.23,44.3,16.1,17.5,5.34,71.4,44.2,19.7,4.86,148.6,26.51,,,4606.0,13.059718284505648,2.0,33.44791081254166,8.917438866597834,11.84962032595768,62.39201181498569,7.054498664381165,884.8169592095461,53.0
13023,475.4,177.43,129.6,17.68270030092011,32.956390909170565,24.07,10.047223867240412,5.983505742533479,77.5,51.15,20.3,5.163679570192598,114.8,15.147109422093012,,,4604.0,18.387812906683,0.3,28.220668220668223,6.68997668997669,10.054390054390057,31.864801864801866,5.722374429200469,194.25019425019423,
13025,449.3,193.58,89.97779185181636,17.68270030092011,43.1,11.767487636664852,10.047223867240412,5.983505742533479,97.7,70.28,18.9,5.163679570192598,34.34578405074844,15.147109422093012,,36.0,4595.0,2.650589321601217,0.5,36.75227224688227,13.3428450644684,16.66138237159163,8.069118579581485,4.011152416110877,,
13027,469.5,192.02,89.97779185181636,17.68270030092011,52.5,22.52,10.047223867240412,5.983505742533479,77.8,51.17,18.4,5.163679570192598,128.4,36.91,,36.2,4655.0,4.672782121529274,1.3,37.40674041677386,11.441986107537948,15.2945716490867,44.513763828145095,4.997578201837473,160.79238487265243,
13029,525.4,204.93,134.7,27.64,43.9,19.82,18.4,5.983505742533479,81.9,49.19,22.2,5.163679570192598,122.5,15.147109422093012,71322.0,,4601.0,9.645089802533656,1.9,15.130085331802409,4.564077137861747,9.511755956264189,27.8933221993163,6.322762528401728,,
13031,367.68397047574473,178.32,120.3,27.79,38.0,15.42,12.0,7.79,68.9,55.15,10.580516412746038,5.163679570192598,85.9,21.57,,,4591.0,8.4367033624336,1.8,29.37891635250068,6.662463490266216,12.69831058042435,36.77093117513092,6.3139503270476185,250.90389737387247,
13033,473.7,172.28,122.5,17.68270030092011,60.7,15.28,13.1,5.983505742533479,80.7,49.33,16.9,5.163679570192598,107.3,35.67,,32.9,4574.0,7.608509178246697,1.1,30.07931936012762,11.986529002525812,10.001329374750744,52.59892763770107,3.898344419830377,177.24996676563123,
13035,498.4,204.15,117.7,30.41,51.6,20.52,20.5,5.983505742533479,65.4,57.28,17.2,5.163679570192598,148.6,15.147109422093012,,33.3,4592.0,8.547875713379835,1.7,27.49458365695132,14.025262641540284,9.279319789069207,34.16588317050239,5.768715789226232,102.19515186199568,
13037,367.68397047574473,145.4546553586958,139.0,17.68270030092011,32.956390909170565,11.767487636664852,10.047223867240412,5.983505742533479,52.200969835845626,33.448923629041964,10.580516412746038,5.163679570192598,151.4,15.147109422093012,,34.3,4657.0,6.304152972811473,2.9,28.51928265354705,18.1875892715442,10.74432629741311,67.52896365656244,4.825010371256067,396.7624186637042,
13039,464.7,161.49,128.2,19.39,48.4,17.79,14.0,7.99,72.6,44.43,21.5,5.163679570192598,111.7,15.147109422093012,56397.0,,4600.0,17.809276819828558,1.2,23.88621200889548,5.276130467012602,9.949962935507784,30.396590066716083,6.484039660707231,74.12898443291327,
13043,367.68397047574473,176.49,89.97779185181636,17.68270030092011,50.2,11.767487636664852,10.047223867240412,5.983505742533479,72.2,43.5,10.580516412746038,5.163679570192598,34.34578405074844,15.147109422093012,,,4589.0,0.3909801782142207,5.0,38.43455787336164,14.269891083625623,17.95274136976186,39.89292966586672,4.761860780328624,230.755030459664,
13045,496.8,192.97,117.9,25.63,52.4,18.63,15.1,9.23,82.3,55.38,18.7,7.24,101.4,20.36,49608.0,,4525.0,19.46945090339917,3.2,24.950291510801065,9.499376537593095,11.812085060492704,30.517642301081796,6.001923485741221,274.6604657432683,
13047,367.68397047574473,171.69,89.97779185181636,17.51,32.956390909170565,11.78,12.0,7.51,64.2,48.68,14.1,5.77,34.34578405074844,20.41,55125.0,33.1,4311.0,9.655625410528293,1.5,18.01997588603921,7.714978937497209,10.5848379750227,9.438680579330464,6.018788619312252,266.4443815959869,
13049,454.0,171.41,115.4,17.68270030092011,50.1,22.56,10.047223867240412,5.983505742533479,67.5,49.39,10.580516412746038,5.163679570192598,92.8,15.147109422093012,,37.3,4607.0,3.1550406704461427,5.6,34.99846531614487,14.142111724984655,16.083486801718845,38.74309392265193,5.310072145666872,,30.0
13051,444.8,145.4546553586958,128.4,19.36,39.5,16.28,11.2,4.53,59.1,33.448923629041964,15.7,5.07,126.3,22.26,54911.0,,4607.0,10.80572402763948,3.5,22.791378530566305,6.716405028154767,13.599218364296096,52.13551574491885,10.39982604598774,553.0832145113568,43.0
13053,491.2,160.35,89.97779185181636,17.68270030092011,32.956390909170565,11.767487636664852,10.047223867240412,5.983505742533479,88.6,33.448923629041964,10.580516412746038,5.163679570192598,34.34578405074844,15.147109422093012,46453.0,,4635.0,39.344989793201385,3.9,24.068767908309454,2.7125119388729706,2.7602674307545367,43.4479465138491,6.10416086192347,544.4126074498568,
13055,482.8,201.5,123.9,17.68270030092011,54.5,18.47,10.047223867240412,5.983505742533479,86.9,59.29,16.7,5.163679570192598,34.34578405074844,15.147109422093012,,32.4,4376.0,21.05323851624063,2.9,33.01377588012567,19.11705470071699,10.99653588979296,17.42527994844115,4.96974520138252,,41.0
13057,508.4,145.4546553586958,135.3,19.28,41.0,13.52,16.0,5.57,58.1,33.448923629041964,19.7,4.87,127.7,19.99,79670.0,35.0,4457.0,7.052615864070241,4.9,12.963590511466624,5.351879580739223,10.997320513830877,21.816139963748128,7.024228018729416,83.14287965954765,
13059,454.1,145.4546553586958,131.6,22.11,32.956390909170565,11.767487636664852,15.9,5.8,52.200969835845626,33.448923629041964,18.3,3.78,124.5,18.86,,,4534.0,21.828572407765996,4.9,35.64654357552461,5.981788392463294,12.340097044552271,45.08948263910769,7.437997249886551,470.2564748881467,46.0
13061,472.0,145.4546553586958,89.97779185181636,17.68270030092011,65.7,11.767487636664852,10.047223867240412,5.983505742533479,67.9,33.448923629041964,10.580516412746038,5.163679570192598,164.9,15.147109422093012,,33.0,4655.0,1.0995915802701854,0.7,44.11463664278404,12.589559877175024,13.988399863527809,57.65950187649267,4.73286682194102,,
13063,483.9,163.93,127.5,23.62,47.7,17.76,15.1,4.41,60.5,33.448923629041964,18.4,3.42,171.6,27.17,,,4570.0,16.022418897249292,9.2,30.41347892613716,9.387258311308944,18.060578661844485,90.42078174989568,8.717614754817617,201.00153011545416,53.0
13065,532.3,200.29,160.3,17.68270030092011,59.8,11.767487636664852,10.047223867240412,5.983505742533479,91.9,49.5,10.580516412746038,5.163679570192598,132.1,15.147109422093012,,32.5,4620.0,5.148573109738158,2.9,49.954873646209386,18.772563176895307,21.058965102286404,35.00300842358604,5.272232933078155,376.0529482551144,
13067,472.3,145.4546553586958,141.3,21.64,40.0,14.42,12.7,5.39,52.200969835845626,33.448923629041964,19.5,4.98,138.7,20.55,75153.0,33.5,4507.0,8.015370350454454,7.0,15.291289402143388,5.005597017391063,12.137796321431356,48.9715893546976,8.69154015502189,202.73493926542284,50.0
